clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_TAC	codon_CCT	codon_AAC	codon_CTA	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_GGG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_AGG	codon_TCT	codon_TAT	codon_TCA	codon_GGT	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_GTT	codon_ACG	codon_GAT	codon_ACA	codon_TTA	codon_TTT	codon_GTA	codon_TGA	codon_TAG
NC_073267.2	3::NC_073267.2:697955-706517	8562	False	0.7158	1	1.0		15.0		16.0			91.0	1.0	90.0	21.0	122.0	7.0	2.0	37.0	2.0	366.0	3.0	12.0		1.0	14.0	11.0	20.0	29.0	11.0	469.0	2.0		117.0	142.0		1.0	258.0	97.0	1.0	83.0		5.0			20.0	289.0	221.0			12.0	137.0		1.0	14.0	1.0			89.0		19.0			2.0		2.0		
NC_073267.2	1::NC_073267.2:698571-706500	7929	False	0.7171	1			16.0	1.0	13.0			87.0		85.0	20.0	111.0	2.0	3.0	29.0	1.0	339.0	1.0	10.0		1.0	19.0	14.0	14.0	30.0	14.0	443.0			107.0	130.0			237.0	93.0		71.0	1.0	1.0			20.0	267.0	201.0	2.0		12.0	130.0			12.0	1.0			82.0		19.0		1.0		1.0	2.0		
NC_073267.2	-2::NC_073267.2:1092148-1098577	6429	False	0.5752	0	52.0	87.0	140.0	1.0	52.0	53.0		2.0	1.0	154.0	4.0	46.0	1.0	50.0	4.0	2.0	1.0	122.0	1.0	144.0	3.0	97.0	52.0	3.0	2.0		4.0	51.0	1.0		50.0			1.0	126.0		85.0	239.0	3.0	22.0		2.0		2.0	2.0	52.0	4.0	157.0	9.0	52.0		1.0			1.0	44.0		2.0	1.0		53.0	102.0	2.0	1.0
NC_073267.2	-3::NC_073267.2:1092153-1098441	6288	False	0.5762	0	37.0	91.0	124.0		58.0	50.0		2.0		129.0		59.0	1.0	39.0		2.0	2.0	153.0		151.0		93.0	49.0		2.0	1.0		39.0			39.0		1.0		153.0		73.0	258.0	1.0	27.0		1.0		1.0		39.0	1.0	151.0	23.0	50.0		1.0		1.0		53.0		1.0			50.0	89.0	1.0	
NC_073267.2	-1::NC_073267.2:1092170-1098392	6222	False	0.5754	0	53.0	102.0	154.0		40.0	37.0				153.0		57.0		54.0	4.0	1.0		140.0		123.0		99.0	35.0	1.0				52.0			52.0				137.0		65.0	239.0	1.0	18.0			1.0			53.0		162.0	21.0	38.0						50.0	1.0				40.0	91.0		
NC_073267.2	-2::NC_073267.2:4866796-4876573	9777	False	0.6164	1	1.0	1.0	3.0		31.0	2.0		5.0	163.0	1.0	6.0	3.0	2.0	4.0	4.0		533.0		2.0	36.0	2.0	154.0	2.0	12.0	2.0	1.0	305.0	154.0			174.0	6.0	4.0	457.0	29.0	5.0		261.0				5.0	170.0	1.0	1.0	131.0	2.0	284.0	1.0		2.0		1.0	2.0	3.0	114.0		3.0	2.0				172.0	
NC_073267.2	-3::NC_073267.2:4866930-4876659	9729	False	0.6158	1					28.0			8.0	154.0		3.0		1.0		7.0	1.0	533.0			30.0	2.0	172.0	4.0	10.0	2.0	5.0	339.0	131.0			144.0	7.0		465.0	34.0	4.0	1.0	282.0	1.0		2.0	4.0	156.0	1.0		147.0		262.0	2.0	3.0	1.0			2.0	2.0	125.0	1.0	7.0				1.0	158.0	1.0
NC_073267.2	-1::NC_073267.2:4866971-4876559	9588	False	0.617	1					35.0			3.0	148.0		4.0				4.0		521.0			28.0	1.0	182.0		11.0			310.0	140.0			158.0	3.0		487.0	30.0	2.0		262.0				4.0	156.0			120.0		263.0			5.0	2.0				143.0	1.0	4.0			1.0		168.0	
NC_073267.2	-2::NC_073267.2:100419844-100427191	7347	False	0.5159	0																	44.0										415.0				767.0				70.0																	1.0				360.0								792.0
NC_073267.2	3::NC_073267.2:100419845-100427192	7347	False	0.5157	0																15.0	431.0						1.0				792.0			69.0	28.0																					1.0				765.0				345.0		2.0		
NC_073261.2	-1::NC_073261.2:498-5886	5388	False	0.5004	0	1.0	857.0	858.0		40.0	40.0																																																										
NC_073261.2	2::NC_073261.2:499-5995	5496	False	0.5035	0	40.0		2.0		875.0	859.0	40.0																										16.0																															
NC_073261.2	-3::NC_073261.2:739-6121	5382	False	0.5082	0	19.0	1.0	2.0		875.0	861.0												10.0			2.0	1.0		5.0									16.0																					2.0										
NC_073261.2	3::NC_073261.2:740-6044	5304	False	0.5053	0	875.0		9.0		1.0	1.0	859.0																	16.0						5.0																								2.0										
NC_073261.2	3::NC_073261.2:102977747-102983270	5523	False	0.6017	0	1.0		1.0	1.0	1.0	2.0		1.0	516.0			1.0	105.0	1.0	2.0		87.0		1.0			3.0		1.0	1.0	1.0	86.0			1.0	1.0		1.0	702.0	1.0	1.0	99.0	2.0	1.0		5.0		93.0	9.0	1.0		2.0	5.0	2.0		4.0			93.0			1.0		4.0		1.0			
NC_073261.2	-2::NC_073261.2:102977762-102983294	5532	False	0.6012	0	1.0		1.0	1.0	1.0	1.0		1.0	516.0		1.0	1.0	105.0	1.0	2.0		86.0		1.0			3.0		1.0	1.0	1.0	86.0	1.0			1.0		1.0	702.0	1.0	2.0	99.0	2.0	1.0		5.0		93.0	9.0	1.0	1.0	2.0	5.0	1.0		4.0	1.0		93.0			1.0	1.0	4.0		1.0		1.0	
NC_073261.2	-1::NC_073261.2:102977856-102983286	5430	False	0.6028	0			1.0		1.0				521.0	1.0		1.0	95.0				87.0		1.0		1.0	1.0	1.0		2.0	3.0	90.0						1.0	694.0			104.0	3.0			2.0	2.0	86.0	1.0	1.0	1.0	1.0	2.0		2.0	1.0	1.0		98.0				1.0	2.0				1.0	
NC_073261.2	-3::NC_073261.2:102977923-102983344	5421	False	0.6014	0	2.0				1.0				513.0				99.0			1.0	88.0		3.0					1.0		1.0	86.0	2.0	1.0			1.0	2.0	703.0	2.0		93.0	2.0		1.0			88.0	1.0		1.0		3.0		1.0				104.0	1.0	1.0			2.0		2.0		1.0	
NC_073261.2	2::NC_073261.2:102977935-102983350	5415	False	0.6009	0	1.0				1.0		1.0		513.0				99.0			1.0	88.0		3.0					1.0		1.0	86.0	2.0	1.0			1.0		703.0	2.0		93.0	2.0		1.0			88.0	1.0		1.0		3.0		1.0				104.0	1.0	1.0			2.0	1.0	2.0			
NC_073261.2	-1::NC_073261.2:124526784-124539129	12345	False	0.4889	0	2.0	2.0		2.0	2.0	125.0		143.0	253.0			118.0	41.0	139.0	2.0				2.0			3.0	1.0	1.0	2.0	382.0	409.0	1.0			1.0	3.0	164.0	29.0		1.0		3.0	147.0	85.0	1.0		262.0	276.0				2.0	292.0	6.0	509.0		4.0		372.0		80.0		215.0		1.0	5.0	26.0	1.0
NC_073261.2	-3::NC_073261.2:124529242-124539751	10509	False	0.4889	0		1.0		2.0	1.0	93.0		133.0	216.0			97.0	32.0	122.0	1.0		1.0		1.0			3.0		1.0	2.0	321.0	342.0					1.0	144.0	29.0	1.0		1.0		130.0	65.0			220.0	229.0	1.0		1.0		259.0	4.0	440.0		3.0	1.0	325.0		71.0		182.0			6.0	18.0	3.0
NC_073261.2	-2::NC_073261.2:124533506-124539743	6237	False	0.489	0		1.0			2.0	55.0		73.0	119.0			56.0	16.0	77.0	2.0							1.0			1.0	207.0	203.0		1.0				97.0	11.0	1.0			2.0	63.0	42.0	1.0		131.0	142.0					152.0	2.0	266.0		2.0		190.0		45.0		105.0				11.0	2.0
NC_073261.2	2::NC_073261.2:126348706-126355048	6342	False	0.5894	0			59.0	1.0	3.0	6.0	13.0	112.0	110.0	27.0	12.0	3.0	2.0	13.0	1.0		62.0	76.0	6.0	35.0	1.0	22.0	50.0	15.0	65.0	140.0	156.0	27.0	15.0	29.0	23.0		12.0	39.0	44.0	1.0	61.0	48.0	1.0	63.0	27.0	42.0	82.0	103.0		43.0	28.0	13.0	126.0		110.0		3.0		45.0	36.0	11.0	1.0	44.0	2.0	43.0	2.0		
NC_073261.2	3::NC_073261.2:126348716-126354110	5394	False	0.5921	0	3.0		47.0	1.0	1.0	5.0	13.0	100.0	101.0	25.0	10.0	1.0	4.0	14.0	2.0		49.0	66.0	1.0	38.0		12.0	52.0	9.0	57.0	120.0	135.0	29.0	12.0	23.0	21.0		5.0	23.0	37.0		52.0	36.0	1.0	51.0	26.0	34.0	63.0	91.0		34.0	21.0	13.0	102.0		106.0				34.0	36.0	11.0		38.0		31.0	2.0		
NC_073261.2	1::NC_073261.2:126348726-126355071	6345	False	0.5887	0	2.0		62.0	1.0	1.0	8.0	15.0	119.0	118.0	36.0	15.0	3.0	2.0	15.0	2.0		70.0	71.0	6.0	41.0	3.0	19.0	59.0	13.0	61.0	140.0	148.0	33.0	16.0	24.0	14.0	1.0	9.0	37.0	39.0	2.0	58.0	41.0		59.0	30.0	37.0	74.0	94.0	2.0	37.0	31.0	19.0	125.0	2.0	117.0				45.0	40.0	11.0		43.0	2.0	43.0			
NC_073261.2	-3::NC_073261.2:126541810-126548188	6378	False	0.5005	0																	2.0										225.0				837.0																									225.0								837.0
NC_073261.2	3::NC_073261.2:126541811-126548189	6378	False	0.5003	0																	226.0										837.0				1.0																									837.0				225.0				
NC_073268.2	2::NC_073268.2:190-7387	7197	False	0.5005	0	1169.0		5.0	1.0	25.0	25.0	1171.0																																		2.0								1.0															
NC_073268.2	-3::NC_073268.2:195-7386	7191	False	0.5003	0	4.0	25.0	25.0		1171.0	1169.0																																									2.0		1.0															
NC_073268.2	-1::NC_073268.2:332-7373	7041	False	0.5004	0	2.0	1168.0	1172.0	3.0																																													2.0															
NC_073268.2	1::NC_073268.2:333-7374	7041	False	0.5005	0	3.0		1.0		1171.0	1169.0																																									2.0		1.0															
NC_073268.2	-3::NC_073268.2:92670567-92677767	7200	False	0.7764	1								217.0	81.0		119.0		2.0		126.0	1.0	663.0		1.0	1.0		131.0					321.0	1.0			2.0	2.0		316.0			1.0					3.0	218.0	94.0				1.0			1.0				93.0		1.0					2.0		2.0
NC_073268.2	3::NC_073268.2:92670596-92677757	7161	False	0.7774	1								212.0	85.0		129.0				122.0		673.0		1.0		1.0	125.0				1.0	304.0				2.0	2.0		308.0								2.0	230.0	93.0			1.0	1.0							93.0							2.0		
NC_073268.2	-3::NC_073268.2:100783839-100791942	8103	False	0.5002	0																	1.0										149.0				1201.0																									149.0								1201.0
NC_073268.2	2::NC_073268.2:100783840-100791943	8103	False	0.5001	0																	149.0										1201.0				1.0																									1201.0				149.0				
NC_073268.2	-2::NC_073268.2:100783948-100790569	6621	False	0.5002	0																	1.0										1103.0																													1103.0								
NC_073268.2	3::NC_073268.2:100783949-100790570	6621	False	0.5001	0																	1103.0														1.0																													1103.0				
NC_073258.2	-2::NC_073258.2:1171-7327	6156	False	0.5039	0	12.0	29.0	38.0		985.0	975.0												1.0				1.0																			6.0	2.0					1.0																2.0	
NC_073258.2	3::NC_073258.2:1172-7229	6057	False	0.5021	0	976.0		10.0		24.0	23.0	983.0															1.0																			1.0	1.0																						
NC_073258.2	-3::NC_073258.2:1308-7254	5946	False	0.503	0	3.0	974.0	988.0	9.0	1.0																	2.0																				2.0							1.0														2.0	
NC_073258.2	2::NC_073258.2:1309-7222	5913	False	0.5019	0	9.0		1.0		984.0	975.0																																				1.0					1.0																	
NC_073258.2	-3::NC_073258.2:2518128-2524428	6300	False	0.4103	0				130.0		4.0			14.0	5.0	6.0	3.0	84.0	6.0	88.0	3.0	2.0		197.0	2.0	3.0		1.0	1.0	1.0	3.0	91.0	4.0	169.0		94.0	20.0	5.0		3.0	180.0	2.0	100.0	7.0	2.0		54.0	173.0	1.0	88.0		3.0	95.0		6.0	1.0	10.0	2.0	7.0	103.0	15.0	4.0	219.0	1.0		6.0	1.0	2.0	79.0
NC_073258.2	-1::NC_073258.2:3128207-3134489	6282	False	0.7077	0	94.0	1.0			111.0	1.0		111.0	2.0	103.0	2.0	84.0	12.0	1.0	4.0	3.0	135.0	50.0		44.0	9.0	4.0	3.0	2.0	285.0	5.0	8.0	1.0	1.0		113.0	7.0	84.0	111.0	115.0	106.0	2.0	5.0	1.0		2.0	31.0	196.0	3.0	12.0	5.0	12.0	112.0	3.0	2.0	3.0	2.0	4.0	2.0	48.0	1.0	2.0	3.0			2.0		27.0	2.0
NC_073258.2	-3::NC_073258.2:3128292-3134121	5829	False	0.7198	0			52.0		2.0			2.0			1.0				107.0	103.0	128.0	251.0		5.0		109.0	2.0		7.0	1.0	108.0	107.0					55.0	69.0	178.0		191.0			50.0		1.0				7.0	107.0	30.0			108.0	6.0		1.0		1.0	108.0	41.0	2.0					3.0
NC_073258.2	-3::NC_073258.2:71945901-71952936	7035	False	0.594	1	1.0	4.0	41.0	12.0	5.0	49.0		14.0	75.0	2.0	3.0	24.0	47.0	54.0	114.0	45.0	287.0	5.0	113.0	39.0	6.0	7.0	16.0	74.0	4.0	51.0	59.0	49.0	2.0		55.0	39.0	5.0	148.0	5.0		20.0	43.0	6.0	1.0	3.0	10.0	108.0	136.0	1.0	16.0	30.0	148.0	4.0	2.0	79.0		8.0	5.0	48.0	32.0	7.0	48.0	28.0		2.0	25.0	80.0	1.0
NC_073258.2	-1::NC_073258.2:71946002-71952764	6762	False	0.5964	1	3.0		27.0	20.0	4.0	32.0		10.0	89.0	1.0	2.0	26.0	32.0	36.0	71.0	46.0	311.0	4.0	102.0	44.0	12.0	10.0	26.0	78.0	2.0	50.0	45.0	33.0	3.0		59.0	44.0	2.0	130.0	2.0	2.0	16.0	42.0	5.0		1.0	15.0	96.0	104.0	1.0	7.0	41.0	167.0	1.0		93.0		2.0	1.0	60.0	44.0	2.0	52.0	39.0			13.0	92.0	2.0
NC_073258.2	1::NC_073258.2:133770660-133784037	13377	False	0.715	2	72.0		969.0	1.0	694.0	1.0	7.0	19.0	12.0	5.0	4.0	54.0	5.0	23.0	6.0	5.0	15.0	58.0	2.0	592.0	98.0	21.0	22.0	679.0	138.0	2.0	7.0	92.0	2.0	90.0	5.0	11.0	90.0	15.0	5.0	3.0	13.0	6.0	80.0	89.0	1.0	4.0	8.0	6.0	85.0	92.0	60.0	6.0			2.0	84.0	1.0	43.0	6.0	1.0	1.0	32.0	8.0	1.0	6.0			
NC_073258.2	2::NC_073258.2:133770838-133784338	13500	False	0.7124	2	88.0		959.0	3.0	687.0	1.0	5.0	23.0	3.0	4.0	11.0	41.0	13.0	31.0	9.0	8.0	21.0	50.0	3.0	597.0	100.0	11.0	18.0	684.0	143.0	2.0	8.0	89.0	4.0	89.0	3.0	7.0	82.0	14.0	9.0	5.0	9.0	2.0	72.0	100.0	5.0	10.0	11.0	11.0	83.0	86.0	79.0	5.0	2.0	4.0	5.0	85.0	1.0	31.0	8.0	3.0	2.0	39.0	5.0	2.0	14.0	1.0		
NC_073258.2	3::NC_073258.2:133771049-133783841	12792	False	0.7147	2	69.0		956.0	2.0	673.0	2.0	3.0	8.0	1.0	1.0	5.0	39.0	6.0	37.0	1.0	11.0	13.0	57.0		592.0	87.0	10.0	7.0	672.0	125.0	2.0	4.0	92.0	3.0	90.0	1.0	9.0	83.0	4.0	5.0	4.0	8.0	1.0	79.0	92.0	1.0	1.0	6.0	5.0	71.0	93.0	69.0	3.0				72.0		36.0	3.0		5.0	29.0	5.0		11.0			
NC_073258.2	1::NC_073258.2:134647137-134657814	10677	False	0.5626	0	91.0		107.0	80.0	125.0	66.0	1.0		49.0	143.0		80.0	3.0	87.0	1.0		3.0	36.0	2.0	82.0		3.0		127.0	2.0	2.0	1.0	6.0	2.0	149.0		1.0	383.0	2.0	144.0	1.0	71.0	1.0	238.0	224.0	32.0	14.0	2.0	53.0	74.0	3.0	21.0	1.0	126.0	5.0	38.0	106.0	85.0		238.0		161.0		285.0			2.0		
NC_073258.2	2::NC_073258.2:134647213-134657761	10548	False	0.5631	0	102.0		102.0	86.0	123.0	63.0	1.0		54.0	136.0		83.0		83.0	2.0			35.0		79.0	1.0			128.0	2.0			2.0		156.0			373.0		140.0	1.0	69.0	2.0	232.0	236.0	32.0	12.0	1.0	51.0	77.0		19.0		127.0	2.0	37.0	106.0	82.0		234.0	3.0	160.0		281.0	1.0				
NC_073258.2	3::NC_073258.2:134647217-134657750	10533	False	0.5637	0	100.0		101.0	82.0	125.0	65.0			50.0	145.0		82.0		80.0				36.0	1.0	81.0				125.0	6.0					156.0			373.0	1.0	136.0		64.0		236.0	224.0	31.0	16.0	2.0	50.0	74.0	4.0	23.0		124.0	7.0	37.0	108.0	80.0	1.0	249.0	2.0	159.0		274.0	1.0				
NC_073260.2	-2::NC_073260.2:0-9495	9495	False	0.5001	0		97.0	97.0		1486.0	1485.0																																																										
NC_073260.2	2::NC_073260.2:1-9496	9495	False	0.4999	0	1485.0				97.0	97.0	1485.0														1.0																																											
NC_073260.2	-3::NC_073260.2:575-9488	8913	False	0.5001	0	1.0	1485.0	1485.0																																																													
NC_073260.2	1::NC_073260.2:576-9489	8913	False	0.5001	0					1486.0	1485.0																																																										
NC_073260.2	1::NC_073260.2:1767057-1773966	6909	False	0.5227	1	1.0		6.0	1.0	339.0			6.0	2.0		72.0	5.0	4.0	1.0	6.0	3.0	73.0		2.0	257.0	14.0	1.0	3.0	235.0	4.0	2.0	185.0	256.0		2.0	2.0	1.0	255.0	4.0	13.0	255.0		7.0	4.0			1.0		4.0		257.0		1.0	2.0	1.0	2.0	1.0		1.0	2.0	1.0		1.0	1.0	2.0	5.0			
NC_073260.2	3::NC_073260.2:1767179-1773830	6651	False	0.5207	0	1.0		1.0		244.0			1.0		11.0		72.0	1.0	1.0	12.0		1.0	1.0		336.0	257.0	3.0	59.0	254.0				1.0	1.0	254.0	1.0		1.0		1.0								1.0	185.0	1.0	255.0		1.0							1.0			254.0	1.0	1.0	3.0			
NC_073260.2	-2::NC_073260.2:1767213-1773843	6630	False	0.5193	0				1.0	336.0				1.0		71.0				1.0	1.0	70.0			255.0	13.0			232.0	1.0		184.0	255.0			1.0		255.0		12.0	255.0		3.0						1.0		256.0			1.0			1.0			1.0						3.0			
NC_073260.2	3::NC_073260.2:1791113-1800272	9159	False	0.6038	2	187.0		103.0		112.0		1.0	21.0	156.0	1.0	52.0	4.0	77.0		3.0	1.0	200.0	14.0	72.0	94.0	81.0	2.0	36.0	123.0	1.0	3.0	82.0	10.0		201.0	2.0	2.0	171.0	110.0	136.0			2.0	1.0		2.0	151.0	82.0	258.0	2.0	148.0	62.0		1.0		2.0				18.0	2.0	5.0	1.0	254.0		4.0			
NC_073260.2	1::NC_073260.2:1791267-1798041	6774	False	0.6042	2	78.0		83.0	1.0	112.0	1.0	1.0	8.0	116.0		48.0		37.0				155.0	18.0	91.0	76.0	96.0		15.0	54.0			59.0	6.0		162.0	1.0		207.0	88.0	59.0				1.0		2.0	82.0	69.0	223.0	1.0	64.0	72.0	1.0	3.0	1.0	2.0				13.0		3.0		148.0		1.0			
NC_073260.2	2::NC_073260.2:1791280-1799611	8331	False	0.6036	2	145.0		67.0		128.0	1.0		16.0	179.0	1.0	44.0	1.0	52.0				201.0	21.0	115.0	61.0	128.0		27.0	88.0		3.0	52.0	7.0		134.0	2.0		277.0	102.0	100.0	1.0			1.0	1.0		121.0	59.0	248.0	2.0	106.0	96.0	3.0	2.0	1.0	1.0				7.0		3.0		173.0					
NC_073260.2	1::NC_073260.2:1798044-1803720	5676	False	0.6101	1	81.0		73.0		91.0			11.0	99.0		40.0	2.0	35.0				125.0	29.0	61.0	67.0	60.0	1.0	15.0	53.0	1.0	1.0	47.0	5.0		144.0	3.0		144.0	79.0	60.0						1.0	79.0	59.0	171.0		65.0	32.0		1.0			3.0			12.0		5.0	2.0	135.0					
NC_073260.2	2::NC_073260.2:1799614-1805530	5916	False	0.6104	1	122.0		56.0		73.0			9.0	113.0	1.0	35.0	1.0	60.0				144.0	19.0	52.0	54.0	52.0		36.0	85.0		2.0	40.0	4.0		115.0	2.0		128.0	64.0	92.0					1.0	1.0	108.0	45.0	148.0		95.0	33.0	1.0			1.0	2.0	1.0		11.0		5.0		161.0					
NC_073260.2	3::NC_073260.2:1800275-1811402	11127	False	0.6143	1	128.0		133.0		201.0	1.0		12.0	194.0	2.0	79.0	1.0	54.0				280.0	82.0	153.0	123.0	158.0	1.0	29.0	84.0			68.0	8.0		264.0	2.0		364.0	146.0	95.0					1.0	2.0	159.0	114.0	330.0		95.0	70.0	2.0	2.0		2.0	1.0		1.0	16.0		13.0		239.0					
NC_073260.2	2::NC_073260.2:1805533-1812448	6915	False	0.6211	1	65.0		134.0		159.0			6.0	80.0	1.0	27.0		19.0		1.0		196.0	18.0	55.0	132.0	60.0	1.0	21.0	39.0	1.0	1.0	26.0	1.0		268.0	4.0		134.0	108.0	43.0		1.0				1.0	59.0	119.0	244.0		45.0	39.0					2.0			14.0				181.0					
NC_073260.2	-1::NC_073260.2:124487368-124494016	6648	False	0.633	2	4.0		5.0	4.0	6.0	1.0		7.0	3.0	1.0	7.0	27.0	2.0	19.0	172.0	76.0	422.0		11.0	6.0	3.0	14.0	24.0	5.0	1.0	68.0	69.0	5.0	1.0		247.0	1.0	4.0	17.0	5.0	3.0	26.0	253.0		1.0	2.0	3.0	15.0	4.0	1.0	1.0	3.0	418.0	5.0		71.0	1.0	1.0		1.0	76.0		11.0			1.0	3.0	76.0	3.0
NC_073260.2	-2::NC_073260.2:124487793-124494093	6300	False	0.631	1					3.0	1.0		2.0	3.0	2.0	1.0	22.0	2.0	11.0	156.0	80.0	425.0	1.0	5.0	1.0		3.0	18.0	2.0	1.0	68.0	74.0	1.0	2.0		231.0	2.0		9.0	1.0	2.0	19.0	258.0	3.0	1.0	1.0		12.0	1.0	2.0	3.0	1.0	424.0	1.0		69.0	1.0		1.0		76.0	1.0	17.0	1.0		2.0	1.0	75.0	1.0
NC_073260.2	-3::NC_073260.2:124487858-124494041	6183	False	0.6338	1								1.0	2.0	3.0		19.0		10.0	170.0	76.0	410.0	1.0	4.0	1.0		1.0	22.0		1.0	68.0	68.0	1.0	1.0		236.0		1.0	10.0	2.0		20.0	256.0			1.0		21.0					420.0	1.0	1.0	65.0	1.0	1.0	1.0	1.0	79.0		12.0			3.0	2.0	66.0	2.0
NC_073260.2	-3::NC_073260.2:124749932-124758680	8748	False	0.5007	0																	3.0										28.0				1430.0																									25.0						1.0		1429.0
NC_073260.2	1::NC_073260.2:124749933-124758618	8685	False	0.5005	0																	24.0										1424.0				1.0																									1423.0				21.0		2.0		
NC_073260.2	-2::NC_073260.2:124749951-124758504	8553	False	0.5004	0																	2.0										1424.0				1.0																									1423.0						1.0		
NC_073260.2	2::NC_073260.2:124749952-124758499	8547	False	0.5003	0																	1425.0																																											1423.0		1.0		
NC_073271.2	1::NC_073271.2:3930-9417	5487	False	0.5241	1	215.0		38.0	26.0	372.0	342.0	186.0	3.0	14.0	1.0	2.0	14.0	17.0	10.0	2.0	1.0	3.0	7.0	2.0	9.0	6.0	22.0	3.0	35.0	14.0		18.0	68.0	1.0	57.0	1.0	15.0	12.0	4.0	28.0	9.0		16.0	2.0	2.0	4.0	35.0	7.0	20.0	1.0	4.0	93.0	3.0		4.0	17.0	5.0	1.0		11.0	11.0	11.0	2.0	8.0	1.0	14.0			
NC_073271.2	2::NC_073271.2:40457194-40462960	5766	False	0.6063	1	69.0		163.0	5.0	49.0	11.0	17.0	4.0	31.0		5.0	2.0	27.0	2.0	2.0		52.0	4.0	4.0	94.0	3.0	4.0	14.0	156.0	20.0	1.0	21.0	38.0	15.0	96.0		101.0	284.0	2.0	10.0		1.0	1.0	28.0	6.0	5.0	66.0	36.0	88.0	38.0	3.0	130.0	1.0	2.0	4.0	7.0		1.0	3.0	4.0		17.0	1.0	171.0		2.0	1.0		
NC_073271.2	3::NC_073271.2:41671007-41677793	6786	False	0.7094	2	72.0		194.0	3.0	297.0			28.0		1.0	23.0	139.0	2.0		50.0	11.0	137.0	8.0	1.0	215.0	22.0	172.0	3.0	202.0	150.0	2.0	8.0	14.0		50.0	29.0	60.0	127.0	1.0	39.0	5.0		4.0	15.0	8.0			1.0	9.0	9.0	14.0	115.0	6.0			1.0				2.0	2.0		1.0		4.0	5.0	1.0		
NC_073271.2	1::NC_073271.2:41671029-41677806	6777	False	0.7096	2	59.0		209.0	1.0	303.0		1.0	34.0	2.0	1.0	16.0	121.0	2.0	4.0	63.0	13.0	124.0	13.0	1.0	202.0	28.0	174.0	1.0	190.0	155.0		8.0	19.0	4.0	44.0	40.0	70.0	144.0		28.0	1.0	5.0	5.0	12.0	6.0		2.0		10.0	11.0	10.0	106.0	1.0							1.0	4.0			1.0	3.0	7.0			
NC_073271.2	2::NC_073271.2:41671294-41677756	6462	False	0.7193	0	71.0		202.0		292.0			41.0			16.0	119.0		1.0	64.0	12.0	115.0	8.0		183.0	16.0	168.0	2.0	212.0	145.0		10.0	10.0		38.0	33.0	72.0	128.0	1.0	39.0				8.0	10.0				8.0	9.0	13.0	104.0	1.0							1.0						2.0			
NC_073271.2	-2::NC_073271.2:48473855-48481739	7884	False	0.5037	0															1.0	6.0	28.0										1257.0				29.0																									1279.0								28.0
NC_073271.2	1::NC_073271.2:48473856-48481740	7884	False	0.5036	0															6.0	22.0	1279.0										28.0				7.0																									29.0				1257.0				
NC_073271.2	-3::NC_073271.2:48474058-48482503	8445	False	0.5027	0															22.0	1.0	1.0										108.0				1298.0																									108.0								1277.0
NC_073271.2	3::NC_073271.2:48474059-48482504	8445	False	0.5025	0															1.0		128.0										1277.0				3.0																									1298.0				108.0				
NC_073253.2	3::NC_073253.2:1838615-1855418	16803	False	0.6376	2	120.0		356.0	118.0	240.0		118.0	236.0		118.0		238.0	2.0	118.0	121.0	1.0	3.0	118.0	119.0	120.0		123.0	1.0	345.0	472.0		120.0	355.0			1.0	3.0		2.0	6.0	2.0		120.0	236.0	1.0		119.0	2.0	238.0	118.0	119.0	355.0	237.0	1.0			119.0	1.0	118.0	1.0	118.0			119.0	1.0	2.0			
NC_073253.2	1::NC_073253.2:1838673-1855491	16818	False	0.6371	2	118.0		356.0	119.0	237.0		121.0	237.0	2.0	118.0		237.0		118.0	119.0		4.0	119.0	120.0	118.0	4.0	125.0	1.0	348.0	474.0	1.0	118.0	352.0			5.0		1.0		1.0		1.0	123.0	238.0		1.0	119.0		237.0	118.0	119.0	355.0	236.0			2.0	119.0		119.0		120.0		2.0	118.0	3.0	3.0			
NC_073253.2	2::NC_073253.2:1838689-1855381	16692	False	0.6383	2	118.0		356.0	119.0	236.0		118.0	236.0		119.0		236.0		119.0	118.0		1.0	118.0	118.0	119.0	1.0	120.0		348.0	474.0		118.0	349.0							5.0			124.0	236.0			119.0		237.0	119.0	119.0	355.0	237.0				118.0		118.0		118.0			118.0					
NC_073253.2	2::NC_073253.2:2131750-2139955	8205	False	0.6513	1	1.0				1.0	1.0	1.0	6.0	176.0	16.0		3.0	1.0	3.0	174.0	9.0	462.0		3.0			1.0		1.0		1.0	177.0		2.0		170.0			348.0			23.0	385.0				1.0	173.0	1.0				564.0	3.0		2.0				2.0	13.0	1.0	1.0	1.0		3.0	5.0		
