clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TTT	codon_TCA	codon_ATT	codon_ATA	codon_GAA	codon_CAT	codon_AAC	codon_AGG	codon_AAA	codon_CAC	codon_GCA	codon_AAT	codon_GAT	codon_CAG	codon_ACA	codon_GTC	codon_ATG	codon_GAC	codon_CTG	codon_AGT	codon_ACT	codon_GTA	codon_ACC	codon_GGC	codon_CTT	codon_TTA	codon_CCC	codon_AAG	codon_TCC	codon_CTA	codon_GCT	codon_GAG	codon_AGA	codon_CAA	codon_TCT	codon_TTC	codon_TTG	codon_GGA	codon_TGT	codon_CCT	codon_GGG	codon_TAT	codon_CCA	codon_GCC	codon_ATC	codon_CGG	codon_GGT	codon_GTT	codon_CTC	codon_TGC	codon_GTG	codon_CGT	codon_AGC	codon_CCG	codon_CGA	codon_TGG	codon_TAC	codon_GCG	codon_ACG	codon_TCG	codon_CGC
NC_072431.2	3::NC_072431.2:73473386-73492376(+)	18990	False	0.7127	2	21.0	190.0	23.0			19.0	5.0	206.0		137.0	160.0		26.0	291.0	11.0	14.0	38.0	129.0	30.0	8.0	117.0	12.0	25.0	448.0	264.0	8.0	209.0	4.0	309.0	4.0	137.0	142.0	254.0	1.0	83.0	191.0		90.0	6.0	180.0	435.0	4.0	60.0	194.0	6.0	382.0	101.0	8.0	266.0	45.0	120.0	14.0	8.0	197.0	30.0	157.0	8.0	204.0	106.0	21.0	172.0
NC_072431.2	-3::NC_072431.2:73839248-73844933(-)	5685	False	0.7208	1	6.0	49.0	5.0		2.0	3.0		55.0		50.0	44.0		13.0	75.0	3.0		13.0	43.0	6.0	2.0	35.0	1.0	3.0	166.0	56.0	1.0	51.0	2.0	96.0		52.0	46.0	82.0	1.0	16.0	65.0	4.0	23.0	4.0	68.0	129.0		30.0	50.0		104.0	32.0	1.0	92.0	9.0	24.0	1.0	1.0	71.0	12.0	53.0	1.0	64.0	29.0	1.0	50.0
NC_072431.2	-1::NC_072431.2:73854286-73860004(-)	5718	False	0.7195	1	5.0	43.0	6.0		2.0	3.0		46.0		50.0	50.0		17.0	78.0	3.0	5.0	16.0	44.0	6.0	2.0	41.0		5.0	168.0	58.0		43.0	1.0	93.0		57.0	49.0	72.0		18.0	67.0	1.0	27.0	4.0	64.0	129.0		28.0	38.0	1.0	111.0	34.0	2.0	112.0	4.0	23.0	5.0	2.0	78.0	5.0	45.0	1.0	71.0	30.0	5.0	38.0
NC_072431.2	-3::NC_072431.2:73854899-73866491(-)	11592	False	0.7185	2	8.0	105.0	10.0		3.0	10.0		110.0		90.0	104.0		40.0	167.0	2.0	5.0	28.0	66.0	14.0	5.0	79.0	1.0	5.0	324.0	115.0		104.0	1.0	211.0	1.0	97.0	106.0	156.0	3.0	45.0	126.0	6.0	49.0		125.0	256.0		52.0	103.0		222.0	54.0	6.0	200.0	17.0	62.0	7.0	4.0	124.0	21.0	105.0	1.0	140.0	70.0	2.0	97.0
NC_072431.2	3::NC_072431.2:85469669-85475168(+)	5499	False	0.6367	2	2.0	33.0	2.0		53.0	4.0	4.0	16.0	3.0	16.0	55.0	2.0	38.0	109.0	49.0	8.0	14.0	79.0	78.0	10.0	11.0	7.0	46.0	47.0	30.0	20.0	112.0	29.0	56.0	21.0	78.0	88.0	8.0	29.0	30.0	14.0	9.0	15.0	9.0	82.0	39.0	2.0	67.0	88.0	17.0	13.0	21.0	3.0	62.0	11.0	66.0	2.0	29.0	14.0	2.0	16.0	4.0	9.0	22.0	29.0	1.0
NC_072431.2	-2::NC_072431.2:97794432-97802028(-)	7596	False	0.4075	0	42.0	18.0	385.0	5.0		348.0			1.0	8.0	26.0	10.0	4.0	9.0	11.0	8.0	2.0		18.0	4.0	10.0	4.0	1.0	1.0	28.0	5.0	11.0	1.0	380.0	16.0	3.0			8.0	159.0	388.0	13.0		10.0	18.0		17.0	327.0	2.0	14.0		1.0	9.0	139.0	25.0		10.0		5.0	11.0	1.0	12.0	1.0		3.0	
NC_072431.2	-1::NC_072431.2:97794469-97802284(-)	7815	False	0.4069	0	42.0	15.0	385.0	6.0	2.0	376.0				9.0	20.0	16.0	1.0	7.0	3.0	8.0	1.0		19.0	6.0	10.0	6.0	5.0		29.0	4.0	13.0		352.0	12.0	2.0			8.0	170.0	402.0	16.0		5.0	25.0		25.0	347.0	2.0	13.0			8.0	152.0	32.0	1.0	10.0	1.0	8.0	4.0		14.0			13.0	
NC_072431.2	-2::NC_072431.2:97802031-97809525(-)	7494	False	0.4033	0	47.0	11.0	355.0	8.0	13.0	335.0	2.0		4.0	11.0	20.0	29.0	11.0	4.0	9.0	6.0	12.0		17.0	8.0	15.0	2.0	1.0		20.0	7.0	9.0	1.0	337.0	29.0	2.0	6.0	5.0	12.0	149.0	364.0	17.0	13.0	8.0	21.0	1.0	20.0	315.0	6.0	13.0			17.0	132.0	25.0		5.0	1.0	12.0	3.0	10.0	10.0	1.0		7.0	
NC_072431.2	3::NC_072431.2:97809167-97814498(+)	5331	False	0.4071	0	35.0	11.0	253.0	3.0	8.0	238.0	1.0			7.0	15.0	20.0	9.0	3.0	4.0	3.0	6.0		17.0	3.0	9.0	3.0	1.0		18.0	5.0	4.0	1.0	254.0	14.0		1.0	2.0	10.0	107.0	259.0	10.0	5.0	4.0	11.0		14.0	238.0	2.0	6.0	1.0		6.0	97.0	21.0		12.0	1.0	4.0	3.0	7.0	7.0		1.0	2.0	1.0
NC_072431.2	1::NC_072431.2:97813500-97820925(+)	7425	False	0.4051	0	50.0	13.0	361.0	5.0	14.0	334.0	2.0		1.0	16.0	21.0	26.0	4.0	6.0	8.0	7.0	10.0	1.0	18.0	5.0	7.0	1.0	1.0		21.0	8.0	10.0	2.0	334.0	26.0	2.0	3.0	3.0	7.0	151.0	356.0	17.0	13.0	5.0	16.0	1.0	17.0	312.0	6.0	18.0			17.0	127.0	29.0		10.0	1.0	12.0	9.0	12.0	14.0			5.0	
NC_072431.2	1::NC_072431.2:108038856-108045864(+)	7008	False	0.5241	1	1.0	181.0	49.0	5.0	1.0	57.0	11.0	1.0	2.0	788.0	6.0			5.0	469.0	3.0	2.0	2.0	3.0		131.0	1.0	195.0	1.0	1.0		11.0	1.0	1.0	2.0	2.0			3.0	1.0	36.0	2.0		1.0	9.0		1.0	187.0	2.0	3.0	1.0			133.0	7.0	2.0	2.0	2.0	1.0	1.0		2.0	2.0	2.0		4.0
NC_072431.2	3::NC_072431.2:108038897-108045554(+)	6657	False	0.5243	0		177.0	36.0	1.0		54.0	1.0		4.0	757.0	6.0			2.0	465.0		2.0	3.0	1.0	1.0	128.0		173.0		1.0		15.0							2.0	1.0	46.0				4.0			182.0	2.0	5.0				129.0	4.0	1.0		1.0	2.0			6.0	1.0	3.0		3.0
NC_072431.2	-3::NC_072431.2:109549835-109558565(-)	8730	False	0.3916	2	91.0	109.0	61.0	46.0	159.0	49.0	51.0	18.0	136.0	16.0	46.0	128.0	124.0	72.0	54.0	17.0	37.0	54.0	25.0	94.0	81.0	35.0	27.0	20.0	57.0	71.0	24.0	80.0	55.0	28.0	44.0	107.0	45.0	63.0	118.0	41.0	55.0	34.0	36.0	62.0	38.0	32.0	82.0	31.0	20.0	2.0	38.0	47.0	19.0	10.0	28.0	7.0	36.0	2.0	3.0	18.0	12.0	6.0	4.0	4.0	1.0
NC_072431.2	2::NC_072431.2:111863521-111869221(+)	5700	False	0.4696	2	42.0	25.0	47.0	11.0	93.0	21.0	31.0	23.0	75.0	19.0	35.0	36.0	98.0	60.0	35.0	21.0	49.0	36.0	44.0	25.0	31.0	9.0	20.0	26.0	34.0	13.0	25.0	75.0	25.0	15.0	39.0	83.0	18.0	23.0	37.0	24.0	34.0	32.0	20.0	48.0	30.0	35.0	45.0	28.0	33.0	24.0	21.0	22.0	21.0	10.0	40.0	16.0	19.0	9.0	17.0	22.0	18.0	5.0	7.0	3.0	18.0
NC_072431.2	-2::NC_072431.2:134048973-134054655(-)	5682	False	0.7262	2	5.0	45.0		1.0	1.0	4.0	1.0	54.0		44.0	57.0	2.0	10.0	83.0	6.0	1.0	12.0	39.0	5.0		52.0	2.0	4.0	181.0	58.0		54.0		92.0	1.0	40.0	57.0	73.0	4.0	23.0	60.0	1.0	22.0	1.0	50.0	119.0		36.0	45.0	1.0	129.0	19.0	2.0	106.0	10.0	20.0	2.0	3.0	63.0	5.0	29.0		76.0	40.0		44.0
NC_072431.2	-3::NC_072431.2:134049251-134054423(-)	5172	False	0.7274	1		47.0	4.0			5.0	1.0	55.0		43.0	47.0	2.0	7.0	75.0	2.0		11.0	37.0	4.0		37.0		4.0	152.0	66.0		47.0		91.0		42.0	49.0	68.0	2.0	21.0	62.0		21.0	1.0	45.0	116.0		25.0	50.0		118.0	18.0	1.0	86.0	2.0	17.0		3.0	54.0	5.0	29.0		75.0	32.0		45.0
NC_072440.2	2::NC_072440.2:13488571-13495594(+)	7023	False	0.4843	2	73.0	23.0	49.0	34.0	52.0	30.0	43.0	40.0	54.0	35.0	33.0	53.0	45.0	65.0	40.0	48.0	47.0	41.0	76.0	29.0	41.0	23.0	43.0	37.0	35.0	25.0	48.0	54.0	39.0	24.0	42.0	44.0	38.0	35.0	49.0	55.0	44.0	31.0	24.0	42.0	29.0	50.0	29.0	54.0	50.0	18.0	21.0	36.0	53.0	25.0	81.0	12.0	38.0	10.0	8.0	43.0	27.0	18.0	13.0	18.0	25.0
NC_072440.2	2::NC_072440.2:17518882-17524681(+)	5799	False	0.5168	2	28.0	34.0	21.0	8.0	58.0	27.0	31.0	36.0	48.0	31.0	36.0	45.0	38.0	114.0	28.0	11.0	44.0	31.0	34.0	52.0	26.0	12.0	29.0	50.0	23.0	15.0	37.0	66.0	46.0	11.0	46.0	57.0	29.0	49.0	60.0	17.0	16.0	46.0	13.0	76.0	41.0	27.0	56.0	34.0	14.0	22.0	49.0	23.0	15.0	7.0	31.0	7.0	51.0	13.0	7.0	11.0	23.0	7.0	5.0	6.0	5.0
NC_072440.2	-1::NC_072440.2:29255556-29262369(-)	6813	False	0.4754	2	43.0	50.0	29.0	10.0	153.0	12.0	15.0	14.0	109.0	18.0	32.0	31.0	71.0	38.0	49.0	29.0	37.0	64.0	31.0	34.0	49.0	23.0	63.0	30.0	30.0	20.0	44.0	114.0	59.0	11.0	49.0	136.0	16.0	29.0	100.0	34.0	15.0	31.0	9.0	70.0	20.0	31.0	68.0	57.0	33.0	3.0	24.0	20.0	35.0	9.0	54.0	4.0	30.0	11.0	11.0	7.0	29.0	6.0	7.0	6.0	5.0
NC_072440.2	3::NC_072440.2:53321870-53326886(+)	5016	False	0.4288	0	51.0	27.0	173.0	5.0	2.0	141.0	6.0		10.0	65.0	24.0	24.0	1.0	6.0	10.0	6.0	2.0	3.0	25.0	5.0	71.0	6.0	3.0		36.0	11.0	14.0		224.0	15.0	6.0		2.0	26.0	31.0	200.0	11.0	2.0	8.0	31.0		12.0	198.0	8.0	25.0			8.0	66.0	29.0	2.0	8.0	1.0	4.0	3.0	1.0	17.0			4.0	3.0
NC_072440.2	2::NC_072440.2:65559112-65564275(+)	5163	False	0.638	2	8.0	13.0	3.0	6.0	31.0	13.0	23.0	33.0	14.0	32.0	27.0	9.0	26.0	104.0	12.0	26.0	29.0	45.0	100.0	12.0	11.0	5.0	30.0	60.0	16.0	3.0	52.0	48.0	46.0	17.0	30.0	114.0	14.0	28.0	11.0	19.0	23.0	18.0	15.0	28.0	43.0	13.0	35.0	68.0	20.0	42.0	8.0	9.0	37.0	27.0	50.0	7.0	38.0	21.0	5.0	23.0	14.0	43.0	4.0	16.0	44.0
NC_072440.2	1::NC_072440.2:66840537-66845826(+)	5289	False	0.4275	1	29.0	30.0	24.0	28.0	105.0	36.0	36.0	16.0	82.0	22.0	30.0	59.0	48.0	47.0	42.0	18.0	37.0	37.0	30.0	44.0	32.0	23.0	31.0	17.0	31.0	36.0	19.0	51.0	41.0	17.0	25.0	46.0	35.0	38.0	61.0	17.0	28.0	27.0	41.0	38.0	13.0	15.0	37.0	23.0	21.0	8.0	31.0	24.0	12.0	20.0	23.0	2.0	37.0	4.0	3.0	6.0	13.0	4.0	6.0	4.0	3.0
NC_072440.2	-2::NC_072440.2:84628847-84645497(-)	16650	False	0.4372	2	91.0	173.0	68.0	93.0	179.0	121.0	60.0	79.0	273.0	67.0	81.0	95.0	117.0	170.0	118.0	46.0	137.0	36.0	70.0	120.0	106.0	107.0	70.0	32.0	94.0	107.0	80.0	135.0	64.0	75.0	37.0	233.0	129.0	272.0	281.0	60.0	152.0	92.0	49.0	113.0	124.0	48.0	274.0	26.0	46.0	12.0	75.0	51.0	34.0	27.0	138.0	13.0	62.0	10.0	20.0	33.0	13.0	12.0	11.0	11.0	28.0
NC_072440.2	-3::NC_072440.2:91139929-91145734(-)	5805	False	0.3375	1	79.0	53.0	73.0	51.0	98.0	28.0	26.0	14.0	125.0	6.0	37.0	83.0	74.0	37.0	29.0	11.0	33.0	23.0	17.0	37.0	31.0	47.0	6.0	12.0	47.0	55.0	8.0	39.0	13.0	21.0	33.0	31.0	38.0	43.0	55.0	19.0	61.0	36.0	43.0	33.0	7.0	67.0	40.0	16.0	17.0	3.0	23.0	46.0	13.0	8.0	30.0	6.0	5.0	4.0	3.0	23.0	13.0	2.0	1.0	2.0	1.0
NC_072440.2	1::NC_072440.2:91279308-91286973(+)	7665	False	0.408	1	79.0	52.0	76.0	39.0	88.0	39.0	71.0	19.0	122.0	35.0	48.0	89.0	83.0	63.0	66.0	35.0	35.0	49.0	78.0	48.0	46.0	29.0	51.0	29.0	54.0	46.0	21.0	77.0	46.0	39.0	59.0	62.0	31.0	54.0	61.0	67.0	38.0	44.0	5.0	31.0	21.0	47.0	34.0	42.0	58.0	5.0	13.0	45.0	34.0	2.0	29.0	6.0	30.0	2.0	7.0	22.0	31.0	5.0	10.0	3.0	5.0
NC_072444.2	-1::NC_072444.2:21437970-21446376(-)	8406	False	0.5156	2	25.0	48.0	36.0	15.0	142.0	25.0	37.0	58.0	125.0	31.0	78.0	38.0	78.0	86.0	65.0	53.0	32.0	71.0	52.0	52.0	46.0	29.0	46.0	32.0	30.0	19.0	67.0	96.0	59.0	16.0	67.0	129.0	36.0	41.0	87.0	10.0	25.0	24.0	7.0	108.0	38.0	29.0	91.0	80.0	34.0	28.0	27.0	36.0	31.0	7.0	88.0	20.0	55.0	17.0	29.0	7.0	16.0	16.0	11.0	7.0	14.0
NC_072444.2	-2::NC_072444.2:24528065-24535631(-)	7566	False	0.7234	1	2.0	69.0	3.0	2.0	1.0	3.0	1.0	73.0		69.0	67.0	1.0	10.0	108.0	3.0	6.0	16.0	58.0	5.0	3.0	61.0	2.0	3.0	212.0	88.0		66.0	1.0	134.0	2.0	61.0	67.0	101.0	1.0	30.0	84.0	1.0	31.0		70.0	163.0		38.0	63.0	1.0	182.0	38.0	2.0	130.0	4.0	36.0	4.0	5.0	83.0	1.0	48.0		98.0	51.0	2.0	58.0
NC_072444.2	1::NC_072444.2:33437220-33443184(+)	5964	False	0.6212	1	1.0	6.0	1.0	14.0	1.0	78.0	9.0	6.0	5.0	430.0	82.0	2.0	1.0	11.0	308.0	3.0	73.0	9.0	51.0		8.0	5.0	127.0	10.0	6.0	1.0	271.0	1.0	19.0	9.0	6.0	2.0	9.0	4.0	2.0	1.0	2.0	2.0	9.0	57.0	4.0	2.0	108.0	32.0	8.0	2.0	1.0		16.0	95.0	3.0	3.0	6.0	10.0	2.0	8.0	19.0	1.0	14.0	2.0	10.0
NC_072444.2	-2::NC_072444.2:80743688-80750954(-)	7266	False	0.5015	0							1175.0														1.0		30.0				11.0			35.0										1170.0																					
NC_072444.2	1::NC_072444.2:80743689-80750955(+)	7266	False	0.5014	0	1.0							35.0														2.0				1169.0											5.0				1175.0						6.0	29.0													
NC_072444.2	-3::NC_072444.2:80743942-80751070(-)	7128	False	0.5003	0							20.0																1165.0				3.0			1167.0										19.0																	2.0				
NC_072444.2	3::NC_072444.2:80743955-80751072(+)	7117	False	0.4999	0								1166.0												1.0						20.0															19.0						1.0	1165.0													
NC_072436.2	-2::NC_072436.2:4604-10568(-)	5964	False	0.5003	1								825.0																		168.0															169.0						1.0	825.0													
NC_072436.2	1::NC_072436.2:4605-10569(+)	5964	False	0.5005	1							168.0																825.0				2.0			825.0										168.0																					
NC_072436.2	3::NC_072436.2:24660173-24666176(+)	6003	False	0.4466	1	20.0	77.0	52.0	31.0	66.0	46.0	8.0	9.0	54.0	15.0	28.0	31.0	44.0	90.0	47.0	13.0	7.0	44.0	34.0	64.0	98.0	33.0	19.0	19.0	21.0	27.0	26.0	72.0	37.0	32.0	71.0	84.0	30.0	44.0	72.0	33.0	37.0	38.0	2.0	66.0	20.0	15.0	93.0	15.0	8.0	1.0	32.0	64.0	10.0	5.0	15.0	2.0	12.0	2.0	5.0	3.0	43.0	4.0	8.0	3.0	
NC_072436.2	-3::NC_072436.2:42998803-43003999(-)	5196	False	0.4038	1	84.0	49.0	30.0	13.0	90.0	17.0	23.0	12.0	99.0	9.0	39.0	63.0	75.0	45.0	59.0	5.0	26.0	16.0	9.0	52.0	50.0	35.0	6.0	19.0	17.0	25.0	13.0	54.0	6.0	10.0	53.0	39.0	27.0	36.0	57.0	24.0	21.0	49.0	28.0	41.0	16.0	12.0	48.0	25.0	9.0	4.0	32.0	34.0	5.0	19.0	21.0	5.0	25.0	4.0	6.0	19.0	7.0	2.0	4.0	7.0	3.0
NC_072436.2	-1::NC_072436.2:64247346-64252368(-)	5022	False	0.73	2	3.0	39.0	4.0	1.0		3.0	1.0	42.0		49.0	45.0	1.0	11.0	64.0	3.0	2.0	7.0	46.0	5.0	1.0	35.0		7.0	155.0	55.0		46.0		79.0		45.0	43.0	66.0	1.0	17.0	56.0		23.0		50.0	115.0		34.0	43.0		111.0	22.0		83.0	3.0	17.0	2.0	4.0	62.0	2.0	33.0		61.0	37.0	2.0	38.0
NC_072436.2	1::NC_072436.2:65922594-65928759(+)	6165	False	0.637	2	12.0	25.0	2.0	2.0	21.0	15.0	32.0	36.0	32.0	31.0	33.0	8.0	18.0	111.0	22.0	27.0	20.0	65.0	85.0	18.0	16.0	4.0	62.0	73.0	18.0	3.0	98.0	105.0	71.0	6.0	37.0	91.0	11.0	11.0	32.0	31.0	13.0	15.0	19.0	43.0	66.0	13.0	59.0	110.0	16.0	41.0	23.0	7.0	56.0	33.0	41.0	7.0	76.0	30.0	12.0	16.0	24.0	12.0	11.0	13.0	15.0
NC_072436.2	-3::NC_072436.2:116053732-116060434(-)	6702	False	0.5518	2	11.0	102.0	6.0	5.0	48.0	19.0	17.0	82.0	53.0	14.0	51.0	15.0	26.0	51.0	58.0	7.0	27.0	19.0	20.0	51.0	38.0	17.0	38.0	36.0	27.0	9.0	49.0	28.0	99.0	5.0	44.0	39.0	130.0	28.0	199.0	4.0	20.0	23.0	6.0	91.0	28.0	3.0	120.0	57.0	7.0	52.0	21.0	11.0	18.0	6.0	38.0	32.0	60.0	19.0	42.0	5.0	3.0	5.0	13.0	23.0	59.0
NC_072436.2	-2::NC_072436.2:124951166-124961546(-)	10380	False	0.5028	0					1.0		1590.0					1.0									1.0		137.0				4.0			128.0										1573.0														17.0	8.0						
NC_072436.2	1::NC_072436.2:124951167-124961547(+)	10380	False	0.5027	0								128.0														2.0				1573.0										17.0	1.0				1592.0					8.0	2.0	136.0												1.0	
NC_072436.2	-3::NC_072436.2:124951297-124960594(-)	9297	False	0.5017	0				1.0																			1548.0				1.0			1533.0																									16.0						
NC_072436.2	3::NC_072436.2:124951298-124960595(+)	9297	False	0.5016	0			1.0					1532.0												1.0																										16.0	1.0	1548.0													
NC_072445.2	-3::NC_072445.2:4211-13022(-)	8811	False	0.4998	0	1.0							223.0																		1245.0															1245.0							223.0													
NC_072445.2	1::NC_072445.2:4212-13023(+)	8811	False	0.4999	0							1246.0																223.0							223.0										1245.0																					
NC_072445.2	-2::NC_072445.2:5550-13683(-)	8133	False	0.5012	0								1245.0																		100.0										10.0					110.0							1246.0													
NC_072445.2	2::NC_072445.2:5551-13684(+)	8133	False	0.5013	0							110.0														1.0		1245.0				1.0			1245.0										99.0														10.0							
NC_072445.2	3::NC_072445.2:20523905-20530013(+)	6108	False	0.4409	2	47.0	29.0	52.0	36.0	99.0	25.0	30.0	21.0	77.0	15.0	36.0	60.0	69.0	59.0	40.0	24.0	33.0	43.0	61.0	37.0	28.0	41.0	16.0	28.0	44.0	34.0	22.0	53.0	21.0	20.0	35.0	70.0	31.0	30.0	40.0	24.0	36.0	37.0	32.0	35.0	22.0	55.0	30.0	32.0	18.0	15.0	16.0	38.0	20.0	24.0	52.0	11.0	22.0	14.0	6.0	27.0	17.0	12.0	7.0	16.0	12.0
NC_072445.2	-3::NC_072445.2:29807354-29812886(-)	5532	False	0.3778	2	41.0	50.0	63.0	32.0	135.0	28.0	27.0	15.0	89.0	9.0	26.0	80.0	108.0	45.0	47.0	6.0	36.0	41.0	29.0	54.0	45.0	29.0	12.0	14.0	43.0	45.0	13.0	26.0	17.0	21.0	33.0	45.0	29.0	45.0	47.0	12.0	34.0	49.0	30.0	32.0	12.0	26.0	27.0	18.0	19.0	1.0	26.0	37.0	13.0	7.0	17.0	4.0	24.0	2.0	4.0	5.0	7.0	3.0	6.0	4.0	
NC_072445.2	-2::NC_072445.2:37786041-37791744(-)	5703	False	0.6993	1	5.0	32.0	3.0		6.0		2.0	52.0	2.0	63.0	60.0		26.0	82.0	4.0	10.0	21.0	56.0	10.0	3.0	43.0	1.0	7.0	168.0	49.0	2.0	33.0	4.0	79.0	2.0	64.0	51.0	81.0	3.0	19.0	75.0	1.0	18.0	1.0	50.0	118.0	1.0	49.0	33.0	1.0	94.0	30.0	2.0	95.0	8.0	13.0	1.0	11.0	56.0	8.0	48.0	4.0	62.0	43.0	8.0	28.0
NC_072445.2	-3::NC_072445.2:37788053-37793309(-)	5256	False	0.6979	1	5.0	42.0	1.0			4.0		41.0		44.0	52.0		20.0	77.0	1.0	4.0	23.0	40.0	11.0	5.0	65.0	1.0	5.0	155.0	46.0		36.0	2.0	85.0	2.0	52.0	48.0	74.0		28.0	64.0	1.0	16.0	3.0	41.0	106.0	3.0	36.0	29.0		96.0	28.0		95.0	2.0	17.0		1.0	51.0	9.0	43.0	1.0	56.0	42.0	8.0	35.0
NC_072445.2	-2::NC_072445.2:58855656-58861779(-)	6123	False	0.4419	1	38.0	72.0	22.0	30.0	77.0	40.0	25.0	21.0	79.0	30.0	32.0	72.0	46.0	85.0	52.0	19.0	28.0	34.0	43.0	59.0	46.0	22.0	23.0	17.0	39.0	34.0	36.0	59.0	42.0	16.0	40.0	47.0	30.0	59.0	74.0	18.0	42.0	34.0	29.0	54.0	18.0	18.0	61.0	26.0	22.0	9.0	22.0	41.0	13.0	10.0	39.0	7.0	31.0	5.0	10.0	6.0	9.0		11.0	14.0	4.0
NC_072445.2	-2::NC_072445.2:78301740-78309384(-)	7644	False	0.5003	0							649.0																625.0				1.0			624.0										649.0																					
NC_072445.2	2::NC_072445.2:78301741-78309385(+)	7644	False	0.5001	0								624.0														1.0				648.0											1.0				649.0						1.0	624.0													
NC_072425.2	-2::NC_072425.2:2125-10321(-)	8196	False	0.5	0								1265.0																		100.0															99.0						2.0	1265.0								1.0					
NC_072425.2	3::NC_072425.2:2126-10322(+)	8196	False	0.5001	0							100.0																1265.0				1.0			1265.0				1.0						100.0																					
NC_072425.2	-3::NC_072425.2:2724-13113(-)	10389	False	0.5015	0	1.0	2.0						106.0																		1615.0															1625.0						1.0	107.0												6.0	
NC_072425.2	2::NC_072425.2:2725-13114(+)	10389	False	0.5016	0							1616.0											8.0					107.0				7.0			106.0										1617.0			2.0																		
NC_072425.2	-1::NC_072425.2:38065562-38071382(-)	5820	False	0.5014	2	36.0	28.0	20.0	19.0	50.0	29.0	50.0	29.0	52.0	57.0	27.0	49.0	36.0	73.0	21.0	26.0	49.0	46.0	45.0	16.0	34.0	11.0	40.0	27.0	15.0	8.0	55.0	73.0	51.0	11.0	38.0	77.0	24.0	28.0	40.0	35.0	30.0	15.0	31.0	31.0	20.0	30.0	56.0	38.0	41.0	16.0	22.0	21.0	22.0	32.0	39.0	6.0	40.0	17.0	12.0	10.0	50.0	3.0	14.0	6.0	13.0
NC_072425.2	1::NC_072425.2:67698291-67705002(+)	6711	False	0.473	2	38.0	60.0	38.0	24.0	134.0	31.0	48.0	16.0	41.0	29.0	48.0	72.0	103.0	57.0	53.0	17.0	35.0	81.0	40.0	55.0	37.0	20.0	27.0	24.0	24.0	19.0	35.0	43.0	53.0	18.0	40.0	101.0	25.0	47.0	80.0	21.0	26.0	35.0	18.0	60.0	31.0	15.0	72.0	34.0	20.0	4.0	52.0	27.0	21.0	14.0	34.0	3.0	45.0	4.0	6.0	38.0	21.0	5.0	9.0	6.0	3.0
NC_072425.2	1::NC_072425.2:76153266-76159650(+)	6384	False	0.4109	0	56.0	44.0	252.0	4.0	2.0	224.0	10.0	2.0	3.0	42.0	30.0	21.0	7.0	14.0	23.0	14.0	10.0	3.0	23.0	14.0	17.0	4.0	11.0	9.0	32.0	12.0	9.0	4.0	258.0	25.0	11.0		1.0	38.0	38.0	291.0	35.0	4.0	23.0	22.0		32.0	200.0	3.0	18.0		3.0	54.0	30.0	30.0	7.0	30.0	4.0	27.0	4.0	13.0	13.0	4.0	1.0	11.0	2.0
NC_072425.2	1::NC_072425.2:76189650-76194903(+)	5253	False	0.4099	0	53.0	38.0	194.0	6.0	1.0	192.0	4.0	2.0	3.0	38.0	31.0	15.0	7.0	7.0	20.0	9.0	8.0	2.0	18.0	16.0	24.0	3.0	5.0	7.0	27.0	12.0	6.0	3.0	201.0	22.0	9.0		2.0	27.0	27.0	239.0	27.0	2.0	21.0	21.0	1.0	24.0	169.0	3.0	18.0		2.0	42.0	29.0	19.0	5.0	29.0	3.0	20.0	2.0	12.0	8.0	1.0	1.0	11.0	3.0
NC_072425.2	2::NC_072425.2:76392226-76398709(+)	6483	False	0.41	0	59.0	54.0	254.0	8.0	2.0	213.0	6.0	2.0	2.0	51.0	29.0	26.0	10.0	9.0	24.0	17.0	10.0	4.0	30.0	17.0	27.0	5.0	9.0	8.0	27.0	15.0	10.0	2.0	254.0	24.0	12.0		1.0	28.0	43.0	274.0	44.0	5.0	19.0	27.0		38.0	208.0	3.0	19.0		4.0	54.0	21.0	30.0	4.0	38.0	5.0	29.0	5.0	15.0	12.0			10.0	5.0
NC_072425.2	3::NC_072425.2:76424312-76429457(+)	5145	False	0.4082	0	48.0	40.0	193.0	9.0	4.0	172.0	6.0	1.0	1.0	39.0	20.0	26.0	9.0	13.0	21.0	15.0	7.0	1.0	24.0	7.0	19.0	4.0	11.0	6.0	31.0	11.0	9.0	5.0	198.0	18.0	6.0		1.0	21.0	36.0	221.0	27.0	4.0	19.0	18.0		28.0	171.0	3.0	19.0		1.0	43.0	17.0	17.0	6.0	29.0	5.0	24.0	2.0	11.0	12.0	1.0		4.0	1.0
NC_072425.2	1::NC_072425.2:86145657-86156364(+)	10707	False	0.7172	1		69.0	1.0	7.0		2.0		84.0		88.0	117.0		32.0	171.0	5.0	4.0	46.0	87.0	8.0	2.0	90.0		28.0	303.0	94.0		76.0		197.0		85.0	118.0	134.0	2.0	25.0	101.0		28.0		101.0	203.0		67.0	71.0	1.0	212.0	86.0		237.0	9.0	55.0	2.0	4.0	93.0	32.0	71.0	1.0	141.0	111.0	6.0	62.0
