clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_GGG	codon_TTA	codon_GTT	codon_AGG	codon_GTA	codon_GGT	codon_CCT	codon_AAC	codon_ACC	codon_CTA	codon_CCC	codon_GGC	codon_AGA	codon_CGT	codon_GCT	codon_TGC	codon_AGC	codon_ATG	codon_TGG	codon_TTG	codon_CCG	codon_AGT	codon_TCC	codon_CTT	codon_CTG	codon_CGG	codon_CTC	codon_GCC	codon_AAG	codon_TCT	codon_TAT	codon_TCA	codon_ACT	codon_CAC	codon_GAG	codon_GTC	codon_ATT	codon_GCG	codon_TGT	codon_CAT	codon_CGC	codon_CAA	codon_GAC	codon_GGA	codon_CAG	codon_ATC	codon_TTC	codon_CCA	codon_GTG	codon_AAA	codon_AAT	codon_GAA	codon_TCG	codon_ATA	codon_CGA	codon_GCA	codon_ACG	codon_GAT	codon_ACA	codon_TAC	codon_TTT
NC_073255.2	-2::NC_073255.2:196298780-196306319(-)	7539	False	0.5006	0	1.0						1252.0	1250.0			1.0		1.0									1.0					1.0							1.0	1.0		1.0								1.0			1.0								1.0					
NC_073262.2	-2::NC_073262.2:347-7511(-)	7164	False	0.5025	0	1188.0	1178.0	6.0	6.0	1.0																											1.0				8.0																									
NC_073262.2	1::NC_073262.2:348-7512(+)	7164	False	0.5027	0							1180.0	1178.0	15.0	5.0	1.0										7.0				1.0																		1.0																		
NC_073262.2	-1::NC_073262.2:378-7554(-)	7176	False	0.5026	0	8.0	7.0	1178.0	1180.0		10.0																				7.0										1.0									1.0																
NC_073262.2	2::NC_073262.2:379-7486(+)	7107	False	0.5023	0									1176.0	1177.0	9.0																																												7.0						
NC_073262.2	2::NC_073262.2:69884209-69893617(+)	9408	False	0.3879	2	21.0	45.0	71.0	30.0	41.0	36.0	61.0	42.0	47.0	21.0	31.0	21.0	69.0	11.0	44.0	11.0	27.0	60.0	23.0	34.0	6.0	65.0	44.0	49.0	34.0	5.0	23.0	21.0	108.0	87.0	40.0	62.0	82.0	24.0	80.0	33.0	91.0	4.0	20.0	58.0	4.0	110.0	47.0	54.0	79.0	47.0	20.0	66.0	40.0	202.0	93.0	247.0	8.0	61.0	12.0	50.0	7.0	116.0	107.0	12.0	72.0
NC_073262.2	-1::NC_073262.2:81177885-81183543(-)	5658	False	0.4388	1	15.0	21.0	38.0	24.0	29.0	25.0	29.0	21.0	46.0	8.0	12.0	14.0	53.0	19.0	47.0	7.0	18.0	32.0	15.0	12.0	4.0	33.0	22.0	22.0	34.0	14.0	24.0	19.0	62.0	47.0	48.0	42.0	41.0	24.0	67.0	33.0	46.0	4.0	11.0	19.0	16.0	31.0	37.0	24.0	40.0	36.0	22.0	55.0	37.0	92.0	21.0	120.0	5.0	16.0	14.0	33.0	7.0	50.0	57.0	31.0	41.0
NC_073262.2	-1::NC_073262.2:81206979-81224217(-)	17238	False	0.4274	2	34.0	58.0	210.0	29.0	115.0	129.0	152.0	85.0	109.0	36.0	41.0	92.0	133.0	48.0	134.0	33.0	64.0	58.0	97.0	40.0	8.0	115.0	40.0	104.0	68.0	22.0	44.0	82.0	150.0	101.0	137.0	86.0	172.0	21.0	119.0	103.0	196.0	8.0	44.0	38.0	19.0	58.0	91.0	159.0	66.0	83.0	70.0	211.0	104.0	281.0	146.0	329.0	3.0	91.0	34.0	119.0	14.0	208.0	180.0	52.0	73.0
NC_073262.2	-1::NC_073262.2:81392520-81399057(-)	6537	False	0.3831	2	18.0	47.0	41.0	21.0	34.0	34.0	45.0	24.0	16.0	28.0	22.0	7.0	57.0	9.0	37.0	6.0	18.0	41.0	10.0	15.0	3.0	49.0	31.0	32.0	17.0	4.0	6.0	16.0	40.0	69.0	56.0	48.0	55.0	14.0	81.0	14.0	59.0	1.0	25.0	41.0	3.0	69.0	37.0	41.0	40.0	20.0	22.0	58.0	36.0	102.0	61.0	188.0		43.0	4.0	40.0	4.0	65.0	63.0	18.0	74.0
NC_073262.2	2::NC_073262.2:88455352-88464370(+)	9018	False	0.3492	2	15.0	88.0	68.0	22.0	41.0	21.0	51.0	53.0	37.0	33.0	11.0	17.0	49.0	7.0	62.0	9.0	35.0	67.0	9.0	65.0	1.0	68.0	37.0	64.0	25.0	2.0	24.0	23.0	93.0	97.0	48.0	96.0	70.0	23.0	56.0	23.0	114.0	4.0	40.0	48.0	1.0	93.0	58.0	32.0	41.0	35.0	19.0	56.0	33.0	192.0	131.0	186.0	3.0	70.0	3.0	54.0	8.0	87.0	78.0	19.0	91.0
NC_073262.2	2::NC_073262.2:88466500-88475959(+)	9459	False	0.338	2	14.0	84.0	94.0	26.0	51.0	22.0	36.0	42.0	28.0	37.0	15.0	11.0	61.0	2.0	49.0	10.0	42.0	58.0	6.0	60.0	2.0	63.0	41.0	57.0	30.0	2.0	26.0	18.0	68.0	111.0	69.0	121.0	61.0	17.0	65.0	18.0	138.0	3.0	35.0	56.0		101.0	49.0	31.0	47.0	35.0	36.0	59.0	47.0	199.0	130.0	180.0	7.0	101.0	7.0	54.0	3.0	135.0	77.0	19.0	87.0
NC_073262.2	3::NC_073262.2:108920744-108927671(+)	6927	False	0.3909	1	10.0	26.0	73.0	18.0	41.0	36.0	63.0	36.0	13.0	14.0	24.0	10.0	36.0	15.0	53.0	9.0	29.0	31.0	13.0	35.0	5.0	63.0	22.0	48.0	33.0	10.0	2.0	15.0	91.0	97.0	39.0	59.0	44.0	21.0	64.0	26.0	61.0	6.0	44.0	54.0	3.0	59.0	40.0	18.0	57.0	9.0	10.0	34.0	39.0	129.0	75.0	142.0	8.0	34.0	8.0	27.0	4.0	132.0	26.0	11.0	55.0
NC_073262.2	2::NC_073262.2:133627063-133632637(+)	5574	False	0.5126	0		3.0					5.0	3.0	315.0	1.0				4.0			2.0			1.0	6.0		3.0	1.0			4.0	9.0		4.0	4.0	163.0	8.0	488.0		3.0	3.0	1.0	1.0	324.0	1.0	6.0	1.0	1.0	2.0	320.0	1.0	142.0			3.0		3.0	2.0	1.0	4.0	2.0		4.0	9.0	
NC_073262.2	-1::NC_073262.2:141542706-141548382(-)	5676	False	0.5026	2	9.0	2.0	2.0	3.0	8.0	7.0	4.0	38.0	125.0	34.0	119.0	3.0	12.0	3.0	11.0	6.0		11.0	12.0	3.0	4.0	8.0	4.0	2.0	5.0	1.0	3.0	4.0	2.0	3.0	13.0	3.0	26.0	388.0	3.0		2.0	4.0	24.0	87.0	10.0	32.0	16.0	2.0	19.0	3.0	3.0	122.0	36.0	40.0		6.0	2.0	82.0	5.0	8.0	13.0	2.0	380.0	108.0	5.0
NC_073262.2	3::NC_073262.2:142843742-142850714(+)	6972	False	0.7213	0	140.0		6.0	54.0		54.0	145.0	6.0		6.0	101.0	116.0	5.0	6.0	62.0	19.0			95.0		50.0	58.0	151.0	69.0	116.0	154.0	44.0	54.0		23.0		5.0			89.0	94.0		57.0	54.0		52.0		41.0	138.0	8.0		70.0		55.0			13.0	39.0			7.0	54.0				14.0
NC_073262.2	-3::NC_073262.2:142844965-142850713(-)	5748	False	0.7211	0	85.0		15.0	117.0			44.0		37.0	8.0	123.0	37.0	16.0	43.0		7.0	60.0				121.0		113.0		10.0	58.0	84.0	84.0	47.0	4.0			33.0	37.0	27.0	33.0		42.0			39.0		96.0	117.0	101.0		4.0	84.0		21.0		64.0			37.0	16.0	9.0		43.0		
NC_073262.2	1::NC_073262.2:142846356-142853328(+)	6972	False	0.7213	0	140.0		8.0	53.0		55.0	144.0	5.0		8.0	102.0	115.0	3.0	4.0	62.0	21.0			95.0		50.0	58.0	153.0	69.0	114.0	152.0	43.0	55.0		21.0		6.0			86.0	93.0		60.0	53.0		52.0		42.0	139.0	10.0		68.0		58.0			16.0	38.0			5.0	53.0				15.0
NC_073262.2	2::NC_073262.2:142850089-142855942(+)	5853	False	0.7212	0	117.0		6.0	45.0		46.0	122.0	5.0		6.0	85.0	97.0	3.0	4.0	52.0	18.0			79.0		42.0	49.0	127.0	58.0	96.0	129.0	37.0	46.0		19.0		4.0			73.0	78.0		50.0	44.0		44.0		34.0	116.0	7.0		58.0		47.0			13.0	32.0			5.0	45.0				13.0
NC_073262.2	3::NC_073262.2:142852703-142858556(+)	5853	False	0.7212	0	117.0		6.0	45.0		46.0	122.0	5.0		6.0	85.0	97.0	3.0	4.0	52.0	17.0			79.0	1.0	42.0	49.0	128.0	58.0	96.0	129.0	37.0	46.0		19.0		4.0			73.0	78.0		50.0	45.0		44.0		34.0	116.0	7.0		58.0		46.0			13.0	32.0			5.0	45.0				12.0
NC_073262.2	1::NC_073262.2:142855317-142863216(+)	7899	False	0.7165	0	152.0		9.0	66.0		63.0	176.0	9.0		9.0	108.0	135.0	4.0	2.0	64.0	25.0		2.0	98.0		49.0	76.0	181.0	77.0	125.0	169.0	57.0	63.0		34.0		3.0			97.0	90.0		69.0	66.0		66.0		36.0	158.0	8.0		79.0		64.0			23.0	39.0			5.0	64.0				13.0
NC_073262.2	-2::NC_073262.2:142856540-142863215(-)	6675	False	0.7155	0	95.0		23.0	137.0			52.0		35.0	15.0	144.0	36.0	18.0	49.0		7.0	71.0				143.0		128.0		16.0	76.0	100.0	93.0	44.0	2.0			36.0	35.0	28.0	35.0	2.0	51.0		3.0	34.0		120.0	145.0	121.0		7.0	93.0		32.0		78.0			43.0	19.0	7.0		52.0		
NC_073262.2	3::NC_073262.2:144858944-144867179(+)	8235	False	0.5027	1	27.0	22.0	1324.0	1337.0		6.0		1.0										1.0			1.0			1.0		1.0						6.0				4.0			1.0						3.0				9.0											1.0	
NC_073262.2	-3::NC_073262.2:144859018-144867178(-)	8160	False	0.5017	1							23.0	21.0	1333.0	1324.0	1.0										1.0				3.0		8.0						1.0										3.0			1.0	1.0														
NC_073262.2	-2::NC_073262.2:144859037-144867050(-)	8013	False	0.5013	0			1.0				1335.0	1324.0			1.0																							7.0						1.0			2.0																		
NC_073262.2	1::NC_073262.2:144859110-144867051(+)	7941	False	0.5001	0	1323.0	1323.0				1.0																																																							
NC_073257.2	-2::NC_073257.2:1754-8231(-)	6477	False	0.5022	0	253.0	239.0	825.0	825.0	15.0	2.0																																																							
NC_073257.2	1::NC_073257.2:1755-8232(+)	6477	False	0.5024	0							254.0	238.0	840.0	825.0	1.0																																							1.0											
NC_073257.2	-3::NC_073257.2:31400647-31407241(-)	6594	False	0.402	0		15.0	11.0		2.0		30.0	3.0	12.0	30.0	25.0			11.0	5.0	28.0	1.0	6.0		13.0	6.0	8.0	268.0	35.0	19.0		92.0	6.0	1.0	118.0	36.0	33.0	23.0	24.0		6.0	290.0		11.0	289.0	6.0	11.0			3.0	14.0	326.0	251.0	1.0		19.0		2.0	10.0	1.0	25.0	1.0	3.0	10.0	15.0	43.0
NC_073257.2	3::NC_073257.2:31411931-31417970(+)	6039	False	0.4029	0		8.0	7.0		1.0		18.0	2.0	7.0	27.0	36.0		2.0	4.0	4.0	28.0	1.0	7.0	1.0	9.0	6.0	3.0	269.0	30.0	14.0		89.0		1.0	106.0	35.0	26.0	17.0	29.0		7.0	283.0		5.0	237.0	1.0	12.0		1.0	8.0	15.0	282.0	247.0		6.0	17.0	1.0	2.0	11.0		14.0		1.0	15.0	12.0	49.0
NC_073257.2	-1::NC_073257.2:72279507-72287385(-)	7878	False	0.4372	2	29.0	31.0	57.0	21.0	36.0	22.0	64.0	32.0	59.0	20.0	42.0	28.0	47.0	4.0	33.0	5.0	35.0	48.0	9.0	30.0	7.0	66.0	62.0	22.0	29.0	10.0	22.0	44.0	87.0	108.0	30.0	82.0	66.0	20.0	98.0	22.0	54.0	5.0	15.0	35.0	7.0	49.0	55.0	33.0	70.0	18.0	16.0	78.0	47.0	160.0	40.0	152.0	11.0	33.0	5.0	61.0	14.0	96.0	75.0	13.0	57.0
NC_073257.2	3::NC_073257.2:133943948-133949324(+)	5376	False	0.5867	2	55.0	5.0	15.0	33.0	8.0	41.0	56.0	11.0	22.0	7.0	54.0	36.0	20.0	2.0	70.0	19.0	40.0	23.0	9.0	34.0	18.0	25.0	38.0	24.0	45.0	3.0	22.0	65.0	45.0	34.0	3.0	29.0	29.0	16.0	110.0	12.0	11.0	9.0	16.0	23.0	2.0	26.0	49.0	60.0	77.0	15.0	14.0	95.0	40.0	20.0	11.0	69.0	6.0	3.0	4.0	72.0	7.0	41.0	26.0	4.0	14.0
NC_073257.2	-3::NC_073257.2:139980745-139987699(-)	6954	False	0.4878	2	17.0	21.0	9.0	47.0	42.0	28.0	38.0	24.0	37.0	34.0	39.0	49.0	52.0	9.0	29.0	23.0	46.0	36.0	5.0	16.0	4.0	22.0	18.0	3.0	52.0	15.0	49.0	44.0	115.0	27.0	3.0	55.0	86.0	28.0	91.0	11.0	11.0	7.0	5.0	5.0	2.0	45.0	85.0	34.0	68.0	26.0	34.0	120.0	37.0	161.0	20.0	119.0	1.0	20.0	7.0	91.0	28.0	39.0	100.0	3.0	26.0
NC_073257.2	-3::NC_073257.2:143561401-143566642(-)	5241	False	0.6787	1	2.0	1.0			1.0	1.0	150.0		117.0	1.0	325.0	1.0		1.0	8.0	6.0	2.0	1.0		3.0	7.0	2.0	155.0	1.0	11.0		348.0	8.0	1.0	214.0		12.0	1.0	145.0	1.0		1.0		2.0	10.0	13.0	3.0		5.0	4.0	16.0		147.0	1.0	1.0	1.0	3.0				3.0		1.0	6.0	1.0	3.0
NC_073257.2	-2::NC_073257.2:143561432-143566694(-)	5262	False	0.6783	1			1.0	3.0		2.0	134.0		147.0	1.0	328.0		2.0		8.0	7.0	3.0	1.0	5.0		13.0		141.0	3.0	7.0	1.0	365.0	13.0	3.0	221.0	1.0	13.0		124.0	1.0	2.0	1.0			16.0	9.0	1.0	1.0	3.0		13.0	2.0	137.0		1.0		1.0	1.0	1.0		3.0		2.0	9.0		3.0
NC_073257.2	-1::NC_073257.2:143561481-143566629(-)	5148	False	0.6826	1	1.0		1.0				127.0		135.0		346.0				10.0	11.0	3.0		1.0	2.0	8.0		124.0		7.0		361.0	6.0	1.0	233.0		7.0	1.0	153.0	1.0	3.0		1.0		13.0	6.0	1.0	1.0	1.0		10.0		123.0	2.0	1.0	2.0				1.0	2.0			8.0	1.0	1.0
NC_073257.2	3::NC_073257.2:143800976-143806685(+)	5709	False	0.5185	0				1.0	4.0		119.0	6.0	171.0	30.0	31.0	1.0		3.0	2.0	10.0	5.0	3.0		1.0	24.0		147.0	147.0	15.0		5.0	2.0	1.0	6.0	1.0	6.0	5.0	413.0						21.0	22.0	4.0			4.0	19.0	98.0	84.0		5.0	2.0	2.0		21.0		18.0			290.0	83.0	71.0
NC_073257.2	1::NC_073257.2:144334761-144356142(+)	21381	False	0.5526	1	1.0	191.0	5.0		6.0	2.0	69.0		545.0	112.0	708.0	1.0	6.0	37.0	82.0	13.0	4.0	12.0	1.0		58.0	6.0	331.0	533.0	1.0		197.0	76.0		234.0	4.0	11.0	262.0	880.0	1.0	3.0				103.0	178.0		5.0		7.0	182.0	6.0	366.0		1.0			2.0	3.0	7.0	28.0	267.0	1.0	1126.0	449.0	4.0
NC_073257.2	2::NC_073257.2:144335674-144356113(+)	20439	False	0.5472	1		538.0	6.0		4.0	1.0	243.0	1.0	305.0	215.0	483.0		2.0	7.0	50.0	12.0	4.0	10.0	1.0	2.0	28.0	1.0	205.0	321.0	2.0	1.0	109.0	76.0		140.0	3.0	42.0	125.0	1124.0		20.0	3.0			318.0	288.0	1.0	13.0	1.0	10.0	80.0	1.0	877.0						4.0	8.0	22.0	153.0		699.0	254.0	
NC_073257.2	3::NC_073257.2:144339164-144356156(+)	16992	False	0.5423	1		299.0			1.0		147.0	1.0	402.0	111.0	215.0		1.0	8.0	126.0	11.0	5.0	8.0	1.0		23.0	5.0	70.0	110.0	1.0	1.0	227.0	114.0		55.0		23.0	360.0	1250.0		3.0	4.0		2.0	179.0	152.0		9.0	1.0	13.0	258.0	1.0	501.0	2.0					3.0	4.0	8.0	61.0		234.0	651.0	3.0
NC_073257.2	-3::NC_073257.2:144829198-144851365(-)	22167	False	0.5388	1			1.0	1.0		1.0	4.0	4.0	33.0		5.0	3.0	4.0	1.0	34.0	56.0	695.0	3.0	4.0		21.0	37.0	2.0	1.0	4.0		90.0	2.0		3.0	1.0	349.0	51.0	1989.0	4.0	3.0		19.0	1.0	284.0	50.0	3.0	2.0	3.0	717.0	248.0	3.0	3.0	39.0	1.0		1.0		3.0		679.0			1921.0	2.0	4.0
NC_073257.2	-2::NC_073257.2:144829265-144851387(-)	22122	False	0.5389	1	2.0		1.0	2.0	2.0	1.0	4.0	4.0	24.0		4.0	1.0	7.0	3.0	31.0	40.0	652.0	2.0	1.0		36.0	37.0	1.0	2.0	3.0	1.0	95.0	2.0		2.0		369.0	57.0	2001.0	4.0	1.0		14.0	1.0	252.0	40.0	2.0			731.0	255.0	1.0	6.0	56.0	1.0	1.0	2.0		1.0		693.0	1.0		1924.0	1.0	
NC_073257.2	-1::NC_073257.2:144829278-144834288(-)	5010	False	0.5381	1	1.0			1.0	1.0	1.0	2.0		5.0		5.0			1.0	18.0	15.0	155.0			1.0		18.0	3.0	1.0	3.0	1.0	20.0	1.0				76.0	6.0	442.0		1.0			2.0	52.0			1.0	1.0	160.0	60.0		3.0	17.0	1.0			1.0			160.0	1.0		433.0		
NC_073257.2	-1::NC_073257.2:144834291-144845871(-)	11580	False	0.5402	0								1.0	29.0		1.0		2.0		18.0	19.0	332.0				20.0	24.0					39.0				1.0	173.0	24.0	1057.0	1.0	1.0		8.0		141.0	31.0	1.0			366.0	150.0		3.0	12.0			1.0				399.0	1.0		1004.0	1.0	
NC_073257.2	-1::NC_073257.2:144845874-144851340(-)	5466	False	0.5373	0								1.0	4.0						10.0	4.0	176.0				5.0	12.0			1.0		24.0	1.0				88.0	20.0	499.0				7.0		62.0	7.0		3.0		168.0	74.0		1.0	8.0	1.0						177.0	1.0		468.0		
NC_073257.2	-3::NC_073257.2:145184020-145190008(-)	5988	False	0.6131	0	157.0	1.0	88.0	34.0	1.0	11.0	2.0	1.0	28.0		3.0	83.0	1.0	9.0	1.0	13.0	15.0	3.0	8.0		37.0	88.0	5.0	2.0	1.0	52.0	160.0	45.0	21.0	155.0		85.0	1.0	132.0	9.0	3.0	4.0	73.0	2.0	5.0	87.0	26.0	1.0	1.0	99.0	1.0	91.0	29.0	15.0	1.0	4.0				9.0	84.0	37.0	2.0	75.0		95.0
NC_073257.2	-1::NC_073257.2:145184124-145191843(-)	7719	False	0.6183	0	207.0	1.0	114.0	45.0	1.0	10.0			33.0		4.0	105.0	1.0	4.0	1.0	13.0	18.0	5.0	10.0		60.0	114.0	3.0	1.0	3.0	63.0	205.0	63.0	29.0	201.0		123.0	1.0	174.0	13.0	1.0	3.0	84.0	2.0	8.0	110.0	27.0	2.0	2.0	141.0	1.0	118.0	39.0	22.0			1.0	1.0		17.0	112.0	59.0	2.0	80.0		116.0
NC_073257.2	-2::NC_073257.2:145187402-145195904(-)	8502	False	0.6073	0	221.0		128.0	52.0		15.0	3.0		46.0		3.0	115.0	1.0	15.0		22.0	23.0	11.0	20.0		64.0	125.0	2.0	2.0	2.0	63.0	220.0	53.0	35.0	226.0		135.0	3.0	208.0	11.0	2.0	2.0	77.0	2.0	11.0	96.0	41.0	2.0	4.0	146.0		130.0	45.0	32.0						16.0	125.0	63.0	3.0	86.0		127.0
NC_073257.2	-3::NC_073257.2:145190011-145197835(-)	7824	False	0.6088	2	191.0	3.0	108.0	46.0	3.0	20.0	15.0	1.0	47.0	1.0	16.0	98.0	4.0	20.0	8.0	18.0	24.0	12.0	32.0	2.0	55.0	100.0	10.0	9.0	23.0	52.0	184.0	56.0	41.0	196.0		96.0	1.0	171.0	19.0	6.0	8.0	66.0	5.0	15.0	88.0	32.0	8.0	8.0	128.0	2.0	104.0	47.0	28.0	3.0	2.0	1.0	4.0	1.0	15.0	104.0	52.0	2.0	87.0	1.0	109.0
NC_073257.2	-2::NC_073257.2:147015827-147021176(-)	5349	False	0.5005	1							610.0	610.0	280.0	281.0	2.0																																																		
NC_073257.2	1::NC_073257.2:147015828-147021177(+)	5349	False	0.5003	1	610.0	610.0	280.0	281.0		2.0																																																							
NC_073257.2	-3::NC_073257.2:147017512-147024829(-)	7317	False	0.5002	1							609.0	609.0	610.0	610.0	1.0																																																		
NC_073257.2	3::NC_073257.2:147017513-147024830(+)	7317	False	0.5001	0	609.0	609.0	610.0	610.0		1.0																																																							
NC_073257.2	-1::NC_073257.2:147021174-147027162(-)	5988	False	0.5	0							389.0	389.0	609.0	609.0																																																			
NC_073257.2	2::NC_073257.2:147021175-147027163(+)	5988	False	0.4998	0	388.0	389.0	609.0	609.0		1.0																																																							
NC_085927.1	-3::NC_085927.1:0-7983(-)	7983	False	0.5058	0	1284.0	1237.0	92.0	44.0		1.0																			1.0																								1.0		1.0										
NC_085927.1	2::NC_085927.1:1-9505(+)	9504	False	0.5133	1	2.0		9.0	13.0		1.0	1255.0	1247.0	111.0	45.0	27.0	3.0	11.0	2.0	2.0	9.0	8.0	8.0	2.0	1.0	4.0	2.0	7.0	4.0	17.0	3.0	22.0	9.0		46.0	1.0	37.0	12.0	10.0	4.0	17.0	5.0	1.0	9.0	1.0		4.0	12.0	4.0	14.0	1.0	4.0	104.0	1.0		2.0	10.0	3.0			7.0	4.0	1.0	4.0	17.0	9.0
NC_085927.1	-2::NC_085927.1:103-7540(-)	7437	False	0.5003	0			1237.0	1237.0		3.0													2.0																																										
NC_085927.1	3::NC_085927.1:104-7541(+)	7437	False	0.5005	0									1237.0	1237.0	3.0																															2.0																			
NC_085927.1	3::NC_085927.1:30940529-30945902(+)	5373	False	0.6399	2	50.0	3.0	8.0	37.0	6.0	15.0	36.0	24.0	37.0	12.0	55.0	55.0	12.0	8.0	30.0	26.0	43.0	29.0	27.0	16.0	22.0	13.0	48.0	16.0	105.0	45.0	36.0	68.0	50.0	13.0	13.0	14.0	11.0	35.0	116.0	25.0	3.0	47.0	19.0	14.0	40.0	28.0	50.0	24.0	104.0	17.0	23.0	35.0	53.0	16.0	9.0	30.0	16.0	6.0	6.0	26.0	3.0	24.0	16.0	15.0	8.0
NC_085927.1	-2::NC_085927.1:41662150-41667442(-)	5292	False	0.4286	1	13.0	34.0	23.0	17.0	27.0	31.0	40.0	34.0	33.0	17.0	18.0	18.0	34.0	6.0	26.0	23.0	38.0	37.0	6.0	32.0	4.0	42.0	42.0	28.0	32.0	9.0	13.0	23.0	51.0	60.0	15.0	31.0	32.0	24.0	43.0	18.0	24.0	2.0	41.0	32.0	2.0	38.0	37.0	27.0	46.0	22.0	16.0	35.0	20.0	82.0	56.0	104.0	2.0	28.0	6.0	29.0	5.0	50.0	41.0	11.0	34.0
NC_085927.1	-2::NC_085927.1:52042261-52048060(-)	5799	False	0.5154	2	40.0	17.0	25.0	34.0	11.0	48.0	78.0	30.0	27.0	11.0	37.0	52.0	31.0	6.0	46.0	6.0	50.0	42.0	11.0	16.0	9.0	54.0	47.0	23.0	33.0	22.0	16.0	33.0	66.0	57.0	27.0	33.0	30.0	26.0	58.0	11.0	21.0	7.0	14.0	32.0	6.0	51.0	32.0	45.0	116.0	13.0	17.0	59.0	32.0	47.0	45.0	56.0	8.0	8.0	7.0	35.0	6.0	38.0	24.0	23.0	28.0
NC_085927.1	-3::NC_085927.1:55712091-55721742(-)	9651	False	0.6511	2	26.0	2.0	3.0	6.0	8.0	2.0	209.0	2.0	82.0	2.0	404.0	10.0	3.0	2.0	5.0	9.0		6.0	2.0	4.0	27.0	1.0	8.0	1.0	14.0	2.0	220.0	155.0	2.0	23.0		193.0	4.0	786.0	22.0	3.0	1.0	4.0	5.0	12.0	125.0	6.0	3.0	16.0	10.0	10.0	1.0	41.0	4.0	3.0	3.0	2.0	1.0		3.0	13.0	124.0	1.0	565.0	1.0	15.0
NC_085927.1	-1::NC_085927.1:55712801-55722035(-)	9234	False	0.6484	2	10.0	2.0	3.0	2.0		4.0	183.0	4.0	93.0	3.0	423.0	8.0	2.0	2.0	2.0	6.0	5.0	8.0	9.0	4.0	2.0		7.0	3.0	4.0	1.0	231.0	128.0	2.0	25.0	2.0	196.0	2.0	775.0	5.0	2.0	1.0	3.0	1.0	18.0	124.0		4.0	7.0	10.0	4.0	2.0	22.0	5.0	1.0	1.0	5.0	1.0			5.0	135.0	1.0	567.0	2.0	1.0
NC_085927.1	-2::NC_085927.1:55712848-55719919(-)	7071	False	0.6517	1	3.0			1.0		1.0	134.0	1.0	55.0	1.0	358.0	3.0		2.0		6.0	2.0	4.0	2.0		1.0	1.0	1.0	1.0	1.0	1.0	165.0	102.0	1.0	28.0		169.0	2.0	595.0				1.0		10.0	114.0	1.0			2.0	11.0		16.0	1.0				1.0				100.0		456.0	3.0	
NC_085927.1	-3::NC_085927.1:56085609-56092626(-)	7017	False	0.4865	2	30.0	26.0	35.0	37.0	23.0	23.0	44.0	45.0	38.0	27.0	51.0	39.0	38.0	12.0	38.0	23.0	41.0	45.0	44.0	46.0	13.0	32.0	38.0	34.0	72.0	18.0	52.0	55.0	53.0	48.0	48.0	22.0	40.0	37.0	40.0	42.0	51.0	21.0	25.0	28.0	27.0	32.0	45.0	30.0	68.0	48.0	56.0	28.0	80.0	54.0	49.0	53.0	17.0	32.0	9.0	31.0	11.0	49.0	45.0	28.0	73.0
NC_085927.1	-1::NC_085927.1:56447828-56454950(-)	7122	False	0.6029	1	312.0	4.0		68.0	3.0	2.0	99.0	130.0	131.0	91.0	19.0	3.0	5.0	3.0	11.0	22.0	19.0	14.0	19.0	7.0	15.0		1.0	11.0	12.0	48.0		6.0	24.0		4.0		4.0	260.0	3.0			7.0	4.0	18.0	43.0	18.0	7.0	134.0	74.0	2.0	1.0	19.0	1.0	9.0	2.0	134.0		8.0	3.0	65.0	89.0		284.0	101.0	1.0
NC_085927.1	1::NC_085927.1:60287118-60298359(+)	11241	False	0.6066	0	98.0			4.0		1.0	157.0	1.0	234.0	1.0	25.0	33.0	2.0	10.0		2.0	182.0	1.0	2.0	1.0		2.0	2.0	2.0	1.0	179.0	321.0	20.0	1.0	13.0		411.0	156.0	561.0	2.0	16.0		6.0	2.0	120.0	3.0	1.0	139.0	132.0	168.0	115.0		85.0	2.0	8.0	2.0	2.0			1.0	167.0	166.0	1.0	184.0	1.0	1.0
NC_085927.1	2::NC_085927.1:60287209-60298258(+)	11049	False	0.6068	0	102.0	1.0	1.0	2.0			157.0	5.0	225.0		26.0	25.0	1.0	4.0	1.0		164.0	1.0					1.0		1.0	160.0	320.0	16.0		14.0		433.0	142.0	566.0	1.0	11.0		14.0		107.0	4.0		130.0	151.0	164.0	120.0	1.0	93.0		6.0					1.0	182.0	161.0		167.0	1.0	1.0
NC_085927.1	3::NC_085927.1:60287306-60298430(+)	11124	False	0.608	0	104.0	1.0		2.0			171.0		223.0	1.0	24.0	25.0		17.0			165.0	2.0		1.0						156.0	314.0	16.0	1.0	17.0	1.0	437.0	131.0	582.0		5.0	1.0	9.0		116.0	3.0		154.0	139.0	184.0	105.0		79.0	1.0	2.0	1.0					169.0	182.0		166.0	1.0	
NC_085927.1	-1::NC_085927.1:65043425-65050880(-)	7455	False	0.5001	0							853.0	854.0	388.0	389.0	1.0																																																		
NC_085927.1	1::NC_085927.1:65043426-65050881(+)	7455	False	0.4999	0	853.0	853.0	388.0	389.0		1.0																																																							1.0
NC_085927.1	-2::NC_085927.1:65046091-65051200(-)	5109	False	0.5003	1							53.0	53.0	798.0	798.0	1.0																																																		
NC_085927.1	3::NC_085927.1:65046092-65051201(+)	5109	False	0.5001	1	53.0	53.0	798.0	798.0		1.0																																																							
