clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ACT	codon_TAA	codon_CCC	codon_GCC	codon_GCA	codon_CCG	codon_TGA	codon_CAA	codon_ATT	codon_AGT	codon_CAG	codon_CTC	codon_TCC	codon_TTC	codon_CGG	codon_GGT	codon_CTT	codon_CGA	codon_TCA	codon_GAG	codon_TTT	codon_GGC	codon_AGC	codon_GAT	codon_AGG	codon_GAC	codon_GTT	codon_GTG	codon_GCG	codon_TAG
NC_073236.2	2::NC_073236.2:20630425-20636221	5796	False	0.5276	0		97.0									219.0	127.0	133.0		13.0			124.0	3.0			1.0	99.0				14.0	206.0	103.0	329.0									11.0			9.0		96.0	4.0				99.0	1.0				122.0		2.0			19.0			100.0	1.0	
NC_073236.2	2::NC_073236.2:20636224-20641474	5250	False	0.5269	0		90.0									193.0	113.0	117.0		11.0			114.0	3.0			1.0	90.0				9.0	193.0	95.0	289.0			1.0						18.0	1.0		13.0		91.0	4.0				90.0	2.0				109.0		1.0			10.0			92.0		
NC_073236.2	1::NC_073236.2:20641923-20649855	7932	False	0.5265	0		139.0			1.0						284.0	157.0	159.0		23.0			175.0	6.0			1.0	135.0		5.0		9.0	296.0	154.0	437.0									28.0	1.0		22.0		141.0	1.0				136.0	2.0				163.0	2.0	5.0			15.0			146.0	1.0	
NC_073236.2	-1::NC_073236.2:20647873-20678827	30954	False	0.5264	0		513.0			1.0						1146.0	658.0	667.0		52.0		1.0	655.0	40.0			4.0	527.0		12.0		45.0	1146.0	573.0	1735.0						12.0			70.0	3.0		53.0	5.0	554.0	20.0				525.0	14.0				633.0	3.0	15.0			82.0	2.0		551.0		1.0
NC_073236.2	-2::NC_073236.2:20652327-20661708	9381	False	0.5271	0		160.0									354.0	203.0	201.0		14.0			195.0	10.0			1.0	160.0		3.0		17.0	346.0	172.0	527.0						5.0			19.0	1.0		11.0	1.0	165.0	5.0				159.0	4.0				192.0		3.0		1.0	31.0	1.0		166.0		
NC_073236.2	3::NC_073236.2:20658137-20663387	5250	False	0.5274	0		89.0									197.0	112.0	112.0		6.0			107.0	7.0			1.0	93.0		1.0	1.0	6.0	193.0	99.0	293.0									14.0	1.0		8.0		95.0	3.0				92.0	1.0				109.0	1.0	1.0			16.0			92.0		
NC_073236.2	-3::NC_073236.2:20658158-20665091	6933	False	0.5269	0		118.0									262.0	147.0	149.0		8.0			141.0	8.0			1.0	118.0		1.0		8.0	259.0	129.0	385.0						3.0			20.0	1.0		9.0		126.0	4.0				119.0	2.0				142.0	1.0	2.0			24.0			124.0		
NC_073236.2	-2::NC_073236.2:20661711-20673642	11931	False	0.5267	0		205.0			1.0						444.0	263.0	260.0		20.0			243.0	10.0			1.0	204.0		1.0		20.0	449.0	219.0	667.0						8.0			28.0			19.0	2.0	209.0	7.0				194.0	6.0				241.0		3.0			34.0	2.0		217.0		
NC_073236.2	2::NC_073236.2:20663611-20673643	10032	False	0.5267	0		160.0									368.0	216.0	218.0		10.0		1.0	218.0	16.0			2.0	173.0		5.0		16.0	370.0	186.0	569.0									18.0	1.0		19.0	1.0	178.0	8.0				171.0	5.0				207.0	2.0	5.0			25.0	1.0		175.0		
NC_073236.2	-3::NC_073236.2:20665094-20670701	5607	False	0.527	0		97.0									208.0	114.0	114.0		11.0			121.0	4.0				91.0		4.0		7.0	210.0	105.0	319.0						3.0			9.0			10.0		102.0	2.0				96.0					119.0		4.0			20.0	1.0		98.0		
NC_073236.2	3::NC_073236.2:20670683-20678828	8145	False	0.526	0		136.0									293.0	172.0	171.0		13.0			181.0	9.0			1.0	135.0		5.0	1.0	16.0	302.0	154.0	464.0									11.0			21.0	1.0	142.0	6.0				139.0	3.0				166.0	2.0	5.0			20.0			146.0		
NC_073236.2	-3::NC_073236.2:20670704-20683145	12441	False	0.5262	0		208.0			2.0						456.0	264.0	267.0		24.0			266.0	14.0			2.0	206.0		5.0		21.0	465.0	231.0	700.0						4.0			25.0			26.0	1.0	219.0	8.0				210.0	5.0				254.0	2.0	6.0			32.0			224.0		
NC_073236.2	-2::NC_073236.2:20675481-20686392	10911	False	0.5261	0		183.0			1.0						397.0	228.0	234.0		28.0			234.0	10.0				185.0		5.0		11.0	400.0	204.0	610.0						4.0			28.0	2.0	1.0	25.0	1.0	202.0	8.0				186.0	3.0				224.0	1.0	6.0			22.0			194.0		
NC_073236.2	1::NC_073236.2:20677398-20683146	5748	False	0.5263	0		92.0									207.0	123.0	126.0		9.0			129.0	7.0				98.0		4.0		8.0	208.0	106.0	324.0									12.0	2.0		14.0	1.0	105.0	5.0				98.0	3.0				117.0	1.0	4.0			12.0			101.0		
NC_073236.2	-1::NC_073236.2:20678830-20690914	12084	False	0.526	0		207.0			1.0						435.0	244.0	249.0		30.0			265.0	10.0				204.0		5.0		16.0	447.0	230.0	669.0				1.0		4.0			38.0	2.0		34.0	1.0	218.0	3.0				209.0	2.0				246.0	2.0	7.0			26.0	1.0		222.0		
NC_073236.2	-3::NC_073236.2:20683148-20689418	6270	False	0.526	0		111.0									221.0	125.0	128.0		20.0			132.0	4.0				108.0		2.0		8.0	237.0	121.0	348.0						2.0			20.0	1.0		21.0		115.0	2.0				109.0					131.0	1.0	2.0		1.0	9.0			111.0		
NC_073236.2	-2::NC_073236.2:20686395-20710056	23661	False	0.5262	0		400.0			6.0						865.0	490.0	508.0	1.0	60.0			502.0	21.0			2.0	398.0		8.0		29.0	870.0	441.0	1308.0						9.0			75.0			51.0	1.0	425.0	9.0				405.0	8.0				487.0	4.0	11.0			59.0	1.0		433.0		
NC_073236.2	-3::NC_073236.2:20689421-20713337	23916	False	0.5262	0		407.0			1.0						868.0	500.0	509.0		59.0			515.0	15.0				405.0		8.0		33.0	876.0	446.0	1333.0						11.0			62.0	3.0	1.0	60.0	4.0	435.0	12.0				408.0	9.0				488.0	1.0	13.0			53.0	2.0		434.0	1.0	
NC_073236.2	-1::NC_073236.2:20692039-20698921	6882	False	0.5267	0		114.0			1.0						253.0	151.0	156.0		11.0			145.0	7.0			1.0	115.0		2.0		12.0	255.0	121.0	383.0						3.0			17.0	1.0		15.0		122.0	6.0				114.0	4.0				139.0		2.0			21.0			123.0		
NC_073236.2	1::NC_073236.2:20697594-20706465	8871	False	0.527	0		155.0			2.0						320.0	180.0	185.0		22.0			193.0	5.0				152.0		3.0		14.0	320.0	169.0	493.0									27.0			24.0		156.0	2.0				158.0	2.0				179.0	2.0	5.0			21.0	1.0		167.0		
NC_073236.2	-1::NC_073236.2:20702086-20735131	33045	False	0.526	0		560.0			2.0						1204.0	702.0	731.0		78.0			703.0	20.0				553.0		11.0		41.0	1204.0	603.0	1829.0						13.0			99.0	5.0	3.0	75.0	5.0	603.0	23.0				557.0	14.0				668.0	2.0	15.0	2.0		87.0			603.0		
NC_073236.2	-2::NC_073236.2:20710059-20716737	6678	False	0.5256	0		110.0			1.0						245.0	142.0	147.0		18.0			137.0	8.0			1.0	113.0		1.0		8.0	253.0	123.0	369.0						4.0			19.0	1.0		16.0	1.0	122.0	4.0				111.0	3.0				136.0		2.0			12.0			119.0		
NC_073236.2	-3::NC_073236.2:20713340-20728484	15144	False	0.5261	0		255.0			2.0						548.0	313.0	317.0		33.0			337.0	11.0				255.0		7.0		23.0	564.0	284.0	843.0			1.0			5.0			42.0	1.0	1.0	40.0		269.0	5.0				255.0	4.0				309.0	2.0	9.0			34.0	2.0		276.0	1.0	
NC_073236.2	3::NC_073236.2:20715410-20722853	7443	False	0.5267	0		126.0			1.0						269.0	157.0	158.0		15.0			167.0	5.0				127.0		3.0		14.0	272.0	139.0	414.0			1.0						20.0	1.0		21.0		130.0	3.0				127.0	3.0				149.0	1.0	4.0			15.0	1.0		137.0	1.0	
NC_073236.2	-2::NC_073236.2:20716740-20725203	8463	False	0.5265	0		144.0			1.0						308.0	174.0	177.0		22.0			179.0	9.0			1.0	140.0		3.0		10.0	321.0	159.0	471.0						4.0			23.0	1.0	1.0	19.0		155.0	3.0				145.0	2.0				178.0		3.0			18.0			150.0		
NC_073236.2	-2::NC_073236.2:20725206-20731884	6678	False	0.5258	0		111.0			1.0						245.0	141.0	147.0		18.0			137.0	8.0			1.0	113.0		1.0		8.0	252.0	122.0	369.0						4.0			19.0	1.0		16.0	1.0	122.0	4.0				112.0	3.0				136.0		2.0			12.0			120.0		
NC_073236.2	-3::NC_073236.2:20728487-20736644	8157	False	0.5256	0		136.0			1.0						296.0	169.0	173.0		19.0			179.0	7.0				138.0		3.0		9.0	302.0	153.0	452.0		1.0				4.0			24.0	1.0		21.0	1.0	148.0	3.0				137.0	2.0				164.0	1.0	5.0			19.0	1.0		150.0		
NC_073236.2	-2::NC_073236.2:20731887-20737800	5913	False	0.5253	0		103.0									208.0	121.0	122.0		17.0			127.0	4.0				100.0		2.0		7.0	218.0	115.0	330.0						2.0			16.0	1.0	2.0	20.0	1.0	109.0	3.0				104.0	1.0				119.0	1.0	2.0			8.0			108.0		
NC_073236.2	-1::NC_073236.2:20735134-20748748	13614	False	0.5263	0		234.0			1.0						497.0	283.0	287.0		31.0			293.0	10.0				229.0		5.0		16.0	506.0	255.0	761.0						6.0			32.0	1.0		32.0	2.0	248.0	7.0				231.0	5.0				278.0	1.0	10.0			29.0	1.0		246.0	1.0	
NC_073236.2	-3::NC_073236.2:20736647-20941634	204987	False	0.5284	1		3514.0	2.0		4.0	4.0		1.0		4.0	7856.0	4576.0	4391.0	3.0	186.0	1.0	7.0	4317.0	175.0	8.0		8.0	3493.0	1.0	21.0		460.0	7690.0	3793.0	11701.0		9.0	8.0	1.0	5.0	28.0	1.0		286.0	7.0	6.0	167.0	13.0	3385.0	90.0				3442.0	50.0		7.0		4278.0	2.0	75.0	1.0	27.0	705.0	13.0	1.0	3481.0	13.0	12.0
NC_073236.2	-2::NC_073236.2:20742240-20789826	47586	False	0.5266	0		778.0			1.0						1767.0	1019.0	1030.0	1.0	72.0		1.0	1028.0	64.0			12.0	800.0		20.0		72.0	1789.0	874.0	2669.0						12.0			109.0	1.0	2.0	78.0	1.0	835.0	33.0				793.0	19.0				981.0	3.0	21.0	1.0		132.0	7.0		837.0		
NC_073236.2	-1::NC_073236.2:20748751-20767312	18561	False	0.5265	0		306.0			2.0						688.0	388.0	393.0		35.0			403.0	21.0			2.0	297.0		8.0		27.0	709.0	340.0	1044.0				1.0		11.0			43.0			32.0		334.0	11.0				310.0	4.0				385.0		10.0	1.0		54.0	1.0		327.0		
NC_073236.2	1::NC_073236.2:20760630-20767782	7152	False	0.5273	0		118.0									264.0	152.0	151.0	1.0	10.0			156.0	12.0			2.0	121.0		4.0		7.0	263.0	133.0	398.0									19.0			12.0		129.0	5.0				122.0	3.0				148.0	1.0	4.0			22.0	1.0		126.0		
NC_073236.2	-1::NC_073236.2:20769712-20792665	22953	False	0.5256	0		368.0			2.0	3.0					860.0	494.0	497.0		25.0		2.0	508.0	28.0	3.0		4.0	368.0		11.0		32.0	846.0	427.0	1316.0		1.0	1.0			5.0			25.0			32.0	1.0	403.0	16.0				377.0	6.0		1.0		471.0		12.0			100.0	4.0		401.0		1.0
NC_073236.2	1::NC_073236.2:20775981-20781027	5046	False	0.5275	0		83.0									191.0	110.0	108.0		4.0		1.0	107.0	8.0			2.0	87.0		1.0		7.0	190.0	93.0	287.0									8.0			6.0		89.0	5.0				83.0	2.0				109.0		2.0			16.0	1.0		82.0		
NC_073236.2	2::NC_073236.2:20777443-20784682	7239	False	0.5276	0		120.0									268.0	149.0	150.0		9.0			162.0	9.0			1.0	114.0		5.0		10.0	260.0	136.0	418.0									6.0			12.0		130.0	6.0				127.0	1.0				152.0		6.0			37.0	1.0		124.0		
NC_073236.2	1::NC_073236.2:20781030-20790816	9786	False	0.5263	0		154.0									370.0	216.0	218.0		6.0			209.0	16.0	1.0		3.0	160.0		3.0	1.0	18.0	371.0	180.0	560.0			1.0						12.0			12.0	1.0	167.0	7.0				163.0	3.0				209.0		3.0		1.0	35.0	1.0		161.0		
NC_073236.2	3::NC_073236.2:20783903-20790050	6147	False	0.5266	0		97.0									235.0	138.0	135.0		2.0			131.0	13.0			3.0	107.0				18.0	237.0	114.0	350.0									10.0			6.0		97.0	3.0				99.0	3.0				126.0		2.0		1.0	16.0	1.0	1.0	104.0		
NC_073236.2	-2::NC_073236.2:20789829-20939484	149655	False	0.5295	1		2568.0			3.0	3.0				4.0	5772.0	3366.0	3169.0	1.0	85.0		9.0	3197.0	140.0	9.0	1.0		2591.0		4.0		323.0	5519.0	2773.0	8624.0		9.0	10.0	3.0	4.0	4.0			134.0	2.0	13.0	83.0	6.0	2472.0	77.0				2592.0	27.0		3.0		3181.0		63.0	1.0	25.0	551.0	1.0	2.0	2451.0	5.0	5.0
NC_073236.2	2::NC_073236.2:20793691-20799934	6243	False	0.5212	0		96.0				1.0					252.0	133.0	140.0				4.0	133.0	10.0	3.0			97.0			1.0	19.0	244.0	114.0	353.0		2.0	2.0						4.0					103.0					98.0			2.0		134.0		2.0		4.0	27.0			103.0		
NC_073236.2	-1::NC_073236.2:20794453-20939476	145023	False	0.53	1		2534.0			3.0	3.0		1.0	1.0	4.0	5615.0	3202.0	3009.0	1.0	82.0		10.0	3055.0	119.0	7.0		1.0	2504.0		1.0		334.0	5368.0	2706.0	8347.0		6.0	6.0	1.0	3.0	1.0	1.0		144.0	1.0	8.0	85.0	6.0	2369.0	47.0				2526.0	24.0		8.0		3050.0		83.0	4.0	25.0	596.0	1.0		2432.0	5.0	2.0
NC_073236.2	3::NC_073236.2:20794454-20878304	83850	False	0.5283	1		1493.0				2.0					3203.0	1816.0	1756.0	2.0	81.0	1.0	2.0	1725.0	59.0	3.0			1472.0		4.0		223.0	3104.0	1585.0	4811.0		1.0	5.0	1.0	1.0				111.0	1.0		82.0	9.0	1380.0	26.0				1453.0	5.0		6.0		1815.0		19.0		4.0	281.0			1403.0	5.0	
NC_073236.2	1::NC_073236.2:20799036-20846271	47235	False	0.5287	1		829.0			1.0					1.0	1800.0	1009.0	979.0	1.0	43.0			981.0	40.0				838.0		1.0		109.0	1740.0	899.0	2710.0		1.0	5.0	2.0	1.0				67.0			48.0		805.0	14.0				839.0			1.0		1037.0		13.0		3.0	144.0			784.0		
NC_073236.2	2::NC_073236.2:20800192-20836225	36033	False	0.5289	1		641.0									1374.0	766.0	749.0	1.0	39.0		2.0	744.0	28.0				635.0				72.0	1317.0	680.0	2073.0				1.0					44.0	1.0		40.0		619.0	13.0				640.0			2.0		776.0		10.0	2.0	3.0	129.0			610.0		
NC_073236.2	2::NC_073236.2:20836228-20877307	41079	False	0.5287	1		725.0								2.0	1569.0	857.0	830.0		40.0		2.0	862.0	37.0				714.0				114.0	1479.0	792.0	2351.0			3.0						59.0			41.0	5.0	672.0	5.0				737.0	1.0		3.0		871.0		22.0		6.0	182.0			712.0		
NC_073236.2	1::NC_073236.2:20846274-20861622	15348	False	0.5288	0		268.0									586.0	328.0	319.0		18.0			325.0	12.0				277.0				32.0	548.0	291.0	883.0		2.0	1.0	1.0	1.0				20.0			15.0		261.0	6.0				272.0					342.0		7.0		2.0	54.0			245.0		
NC_073236.2	1::NC_073236.2:20861625-20894208	32583	False	0.5307	1		554.0				1.0					1259.0	744.0	695.0		18.0		4.0	699.0	38.0	2.0			573.0				48.0	1164.0	591.0	1889.0		1.0			1.0				19.0	1.0		18.0	4.0	554.0	26.0				573.0	6.0		1.0		673.0		13.0		4.0	138.0			547.0	3.0	
NC_073236.2	2::NC_073236.2:20877310-20908543	31233	False	0.5328	1		548.0			3.0	3.0		1.0		2.0	1222.0	734.0	636.0		2.0		4.0	659.0	24.0	4.0			529.0				63.0	1207.0	576.0	1807.0		3.0	1.0		3.0				20.0			2.0	1.0	504.0	13.0				534.0	6.0		1.0		638.0		24.0		8.0	112.0			514.0	3.0	
NC_073236.2	3::NC_073236.2:20878307-20886779	8472	False	0.5328	1		144.0			1.0			1.0			332.0	207.0	186.0		2.0		2.0	169.0	11.0				146.0				10.0	319.0	152.0	492.0			1.0						4.0	1.0				142.0	5.0				141.0	3.0				176.0		2.0		1.0	31.0			141.0	2.0	
NC_073236.2	3::NC_073236.2:20887700-20903012	15312	False	0.5326	1		259.0			1.0	1.0				1.0	600.0	377.0	336.0					316.0	9.0	1.0			270.0				23.0	577.0	275.0	879.0		2.0			1.0				18.0					254.0	9.0				255.0	3.0				312.0		9.0		7.0	53.0	1.0		254.0	1.0	
NC_073236.2	1::NC_073236.2:20894211-20926218	32007	False	0.5334	1		561.0								2.0	1245.0	767.0	676.0					691.0	24.0	1.0			548.0				76.0	1197.0	580.0	1859.0		1.0			1.0				14.0	1.0				500.0	23.0				560.0	12.0				657.0		25.0	1.0	8.0	125.0	1.0		511.0	2.0	
NC_073236.2	3::NC_073236.2:20903015-20930447	27432	False	0.5336	1		477.0								2.0	1081.0	665.0	572.0		1.0			587.0	21.0				476.0				75.0	1026.0	504.0	1567.0		3.0			1.0				21.0	1.0		1.0		412.0	16.0				484.0	8.0				562.0		13.0		6.0	114.0			447.0	1.0	
NC_073236.2	2::NC_073236.2:20908546-20922076	13530	False	0.5329	1		236.0									533.0	322.0	285.0					298.0	8.0				231.0				30.0	507.0	242.0	782.0		1.0							7.0					208.0	5.0				229.0	5.0				281.0		10.0		4.0	62.0	1.0		223.0		
NC_073236.2	2::NC_073236.2:20922094-20933350	11256	False	0.5353	1		202.0									441.0	262.0	236.0					230.0	5.0				210.0				23.0	392.0	203.0	655.0									7.0			1.0		177.0	8.0				203.0	10.0				238.0		12.0	1.0		58.0			177.0	1.0	
NC_073236.2	1::NC_073236.2:20926866-20937630	10764	False	0.5331	1		187.0									421.0	260.0	227.0					221.0	7.0				187.0				34.0	405.0	202.0	614.0		2.0							11.0			1.0		164.0	5.0				191.0	8.0				228.0		5.0		1.0	41.0			166.0		
NC_073236.2	-3::NC_073236.2:20956022-20961452	5430	False	0.495	0	1.0	50.0	5.0		1.0	4.0				3.0	213.0	107.0	167.0	3.0	4.0		3.0	164.0	7.0	3.0			46.0	1.0	2.0		8.0	243.0	85.0	317.0			3.0		3.0		1.0		4.0		2.0	5.0	2.0	86.0	7.0				40.0					98.0				2.0	16.0	1.0	1.0	97.0	2.0	3.0
NC_073236.2	-2::NC_073236.2:21020442-21026055	5613	False	0.4912	0	1.0	54.0	4.0		1.0	4.0				3.0	219.0	104.0	179.0	3.0	5.0		3.0	170.0	8.0	3.0		1.0	45.0	1.0	3.0		10.0	254.0	87.0	325.0			6.0		3.0		2.0		7.0		2.0	6.0	2.0	84.0	6.0				42.0					98.0				3.0	15.0	1.0		99.0	2.0	6.0
NC_073236.2	-1::NC_073236.2:21023437-21028987	5550	False	0.5007	0		55.0	2.0		1.0	2.0				2.0	217.0	115.0	165.0	2.0	3.0		2.0	162.0	9.0	2.0			55.0		2.0		9.0	247.0	89.0	321.0			4.0		4.0		1.0		3.0		4.0	3.0		86.0	5.0				49.0					107.0				5.0	18.0		1.0	93.0	1.0	4.0
NC_073236.2	-1::NC_073236.2:21031573-21037018	5445	False	0.4955	0		44.0	3.0		1.0	3.0				2.0	219.0	102.0	168.0	2.0	4.0		1.0	168.0	10.0	2.0		1.0	50.0	1.0	3.0		10.0	255.0	86.0	306.0			3.0		3.0		1.0		5.0		3.0	5.0		84.0	4.0				47.0	2.0				102.0				2.0	17.0			91.0	1.0	4.0
NC_073236.2	1::NC_073236.2:21439263-21445905	6642	False	0.6606	0	13.0	16.0		5.0	32.0		43.0	5.0	3.0	5.0	15.0		5.0	3.0	6.0	10.0			187.0			17.0		422.0			24.0		16.0		5.0						27.0	399.0	42.0	16.0		176.0	1.0	10.0	226.0		10.0	6.0	8.0		5.0	7.0	5.0	8.0		13.0	384.0	2.0	13.0	14.0			10.0	
NC_073236.2	1::NC_073236.2:46653438-46658634	5196	False	0.4036	1	41.0	24.0	9.0	11.0	8.0	13.0	8.0	2.0	18.0	9.0	91.0	14.0	63.0	7.0	16.0	5.0	29.0	27.0	50.0	11.0	56.0	60.0	3.0	48.0	35.0	24.0	26.0	19.0	101.0	50.0	50.0	6.0	24.0	6.0	47.0		12.0	27.0	37.0	6.0		36.0	31.0	54.0	46.0	6.0	8.0	25.0	4.0	32.0	16.0	6.0	47.0	38.0	83.0	21.0	25.0	75.0	13.0	14.0	37.0	19.0	3.0	
NC_073236.2	-2::NC_073236.2:66312414-66318552	6138	False	0.4471	1	7.0	72.0	36.0		36.0	31.0	14.0	3.0	9.0	80.0	33.0	24.0	48.0	43.0	33.0	45.0	47.0	47.0	21.0	14.0	33.0	2.0	1.0	3.0	46.0		76.0	91.0	23.0	37.0	14.0	3.0	47.0	5.0	64.0	24.0	17.0	20.0	5.0	8.0	78.0	41.0	33.0	104.0	33.0	83.0	41.0	67.0	5.0	22.0	74.0	6.0		11.0	53.0	16.0	72.0	7.0	67.0	13.0	9.0	16.0		33.0
NC_073236.2	-1::NC_073236.2:84856534-84861682	5148	False	0.6744	1		2.0				1.0	2.0				91.0	475.0	4.0	1.0	3.0	2.0	2.0	8.0	56.0	3.0	2.0	1.0		2.0	2.0		188.0	15.0	29.0	229.0						2.0			3.0		2.0	3.0	1.0	3.0	5.0		1.0		6.0	10.0	3.0	9.0		297.0	2.0	11.0	3.0	4.0	214.0	3.0	2.0	10.0	3.0	1.0
NC_073236.2	-2::NC_073236.2:84856575-84861717	5142	False	0.6752	1	1.0								3.0	1.0	56.0	456.0	6.0			1.0	1.0	8.0	93.0	3.0	1.0	4.0	1.0	2.0	1.0		162.0	13.0	29.0	227.0			1.0			1.0		1.0	2.0		2.0	5.0		4.0	7.0	3.0	2.0		3.0	9.0		3.0		299.0	1.0	5.0	2.0	6.0	253.0	1.0	1.0	13.0	14.0	7.0
NC_073236.2	-3::NC_073236.2:84856613-84861650	5037	False	0.6802	1		2.0				1.0		1.0	1.0		86.0	492.0	3.0				2.0	4.0	82.0	2.0		2.0	1.0		3.0		167.0	16.0	35.0	194.0			1.0	1.0		1.0			8.0			1.0		5.0	2.0		1.0		2.0	7.0	1.0			333.0		15.0		4.0	186.0	3.0		9.0	4.0	1.0
NC_073236.2	-2::NC_073236.2:112334532-112350717	16185	False	0.44	2	84.0	50.0	106.0		75.0	83.0	135.0	14.0	140.0	170.0	60.0	72.0	67.0	112.0	75.0	36.0	119.0	114.0	94.0	45.0	113.0	46.0	11.0	31.0	12.0		272.0	269.0	83.0	56.0	65.0	7.0	270.0	20.0	114.0	97.0	127.0	30.0	28.0	12.0	172.0	148.0	82.0	106.0	70.0	220.0	94.0	176.0	10.0	67.0	140.0	12.0		35.0	260.0	27.0	41.0	43.0	111.0	44.0	63.0	59.0	22.0	79.0
NC_073236.2	-1::NC_073236.2:118782334-118788139	5805	False	0.3406	1	15.0	49.0	53.0		24.0	50.0	28.0	4.0	33.0	38.0	20.0	8.0	71.0	70.0	35.0	23.0	28.0	30.0	48.0	65.0	38.0	41.0	5.0	25.0	15.0		56.0	41.0	78.0	10.0	7.0	2.0	46.0	3.0	35.0	55.0	7.0	10.0	10.0	1.0	53.0	57.0	77.0	30.0	17.0	34.0	34.0	104.0	3.0	6.0	39.0	4.0		10.0	118.0	14.0	36.0	17.0	35.0	10.0	31.0	6.0	2.0	21.0
NC_073236.2	2::NC_073236.2:118912846-118920511	7665	False	0.4067	1	32.0	68.0	31.0	41.0	54.0	51.0	36.0	4.0	38.0	75.0	91.0	20.0	93.0	58.0	2.0	32.0	4.0	36.0	76.0	34.0	61.0	66.0	6.0	33.0	31.0	50.0	29.0	21.0	126.0	45.0	63.0	9.0	36.0	5.0	48.0		21.0	38.0	50.0	3.0		52.0	79.0	46.0	63.0	37.0	45.0	64.0	7.0	13.0	51.0	6.0	49.0	61.0	78.0	30.0	30.0	79.0	19.0	52.0	43.0	30.0	4.0	
NC_073236.2	-1::NC_073236.2:145892002-145897231	5229	False	0.5005	0												2.0																																						634.0					1.0				237.0		236.0			633.0
NC_073236.2	3::NC_073236.2:145892003-145897232	5229	False	0.5003	0												237.0													1.0	236.0																								2.0					1.0				633.0		632.0	1.0		
NC_073243.2	-2::NC_073243.2:738-8973	8235	False	0.5001	0	302.0	302.0			1.0																															1070.0	1070.0																											
NC_073243.2	2::NC_073243.2:739-10516	9777	False	0.5174	1	1247.0	1203.0		304.0	324.0		72.0			2.0	11.0								2.0																		58.0			3.0		1.0				10.0	1.0		1.0			4.0								16.0				
NC_073243.2	-1::NC_073243.2:2698-10507	7809	False	0.522	1	1222.0	1178.0			22.0		72.0			2.0	11.0								2.0																		58.0			3.0		1.0				10.0	1.0		1.0			4.0								16.0				
NC_073243.2	3::NC_073243.2:2699-10406	7707	False	0.52	1		12.0		1149.0	1265.0					1.0														32.0											1.0		6.0			26.0						72.0						3.0					2.0							
NC_073243.2	-1::NC_073243.2:31952662-31963174	10512	False	0.4131	1	21.0	70.0	62.0		43.0	50.0	62.0	8.0	44.0	71.0	26.0	28.0	75.0	110.0	106.0	59.0	94.0	54.0	37.0	45.0	42.0	15.0	9.0	11.0	12.0		147.0	138.0	63.0	57.0	24.0	5.0	71.0	3.0	63.0	68.0	15.0	22.0	7.0	3.0	171.0	57.0	70.0	72.0	37.0	153.0	56.0	322.0	16.0	37.0	121.0	11.0		22.0	180.0	25.0	75.0	30.0	86.0	29.0	26.0	27.0	3.0	38.0
NC_073243.2	-3::NC_073243.2:39508136-39514832	6696	False	0.4764	2	15.0	22.0	20.0		25.0	16.0	53.0	6.0	38.0	38.0	23.0	40.0	29.0	73.0	34.0	65.0	47.0	11.0	18.0	34.0	16.0	11.0	5.0	7.0	27.0		88.0	66.0	29.0	57.0	28.0	8.0	29.0	12.0	36.0	20.0	20.0	31.0	9.0	3.0	52.0	19.0	32.0	51.0	27.0	136.0	32.0	153.0	12.0	65.0	113.0	4.0		28.0	110.0	54.0	50.0	33.0	74.0	31.0	14.0	19.0	4.0	10.0
NC_073243.2	-2::NC_073243.2:110850339-110856828	6489	False	0.5737	2	3.0	4.0	1.0		2.0		4.0	7.0	4.0	78.0	83.0	12.0	70.0	4.0	7.0	70.0	82.0	136.0	5.0	1.0	13.0	1.0	5.0	2.0	69.0		67.0	123.0	25.0	256.0	70.0	60.0	1.0	1.0		2.0	118.0	9.0	4.0	65.0	19.0		1.0	3.0	6.0	2.0	62.0		6.0	2.0		4.0		207.0		1.0	74.0	70.0	146.0	2.0		17.0	8.0	69.0
NC_073243.2	-3::NC_073243.2:110850764-110856824	6060	False	0.5698	0	4.0	2.0						1.0	1.0	74.0	73.0	9.0	67.0	4.0	2.0	65.0	88.0	135.0	1.0	1.0	5.0	1.0	1.0	1.0	69.0		67.0	105.0	19.0	252.0	63.0	62.0		1.0		2.0	115.0	5.0	2.0	59.0	30.0				1.0	4.0	58.0		5.0	1.0				206.0		3.0	69.0	68.0	138.0			9.0	5.0	67.0
NC_073243.2	-1::NC_073243.2:110850793-110857012	6219	False	0.5708	0	3.0				2.0		3.0	1.0	3.0	71.0	56.0	8.0	69.0	1.0	6.0	58.0	78.0	138.0	2.0	1.0	13.0		1.0	3.0	69.0		69.0	116.0	33.0	260.0	66.0	65.0			2.0	2.0	115.0	4.0	1.0	63.0	21.0		2.0	4.0	2.0	7.0	63.0		6.0	4.0	2.0	1.0		204.0		9.0	66.0	68.0	140.0	1.0		17.0	6.0	68.0
