clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_CGG	codon_TCC	codon_GTT	codon_GAT	codon_GGC	codon_GGT	codon_AGT	codon_CCG	codon_TTT	codon_CAA	codon_TTC	codon_CTT	codon_ATT	codon_CAG	codon_GTG	codon_TCA	codon_AGG	codon_GCC	codon_CTC	codon_CCC	codon_CGA	codon_GAG	codon_GAC	codon_GCA	codon_GCG	codon_AGC	codon_ACT
NC_073236.2	-2::NC_073236.2:20716740-20725203(-)	8463	False	0.5265	0	18.0		3.0		2.0		150.0		179.0	3.0					23.0		1.0				10.0			321.0		4.0						140.0	19.0		1.0	471.0	144.0			1.0		145.0	159.0		308.0	9.0	177.0			1.0		3.0	178.0	174.0				22.0			155.0
NC_073236.2	-2::NC_073236.2:20725206-20731884(-)	6678	False	0.5258	0	12.0		1.0		3.0		120.0		137.0	4.0			1.0		19.0		1.0				8.0			252.0		4.0						113.0	16.0		1.0	369.0	111.0			1.0		112.0	122.0		245.0	8.0	147.0					2.0	136.0	141.0				18.0			122.0
NC_073236.2	-3::NC_073236.2:20728487-20736644(-)	8157	False	0.5256	0	19.0		3.0		2.0		150.0		179.0	3.0			1.0		24.0	1.0					9.0		1.0	302.0		4.0			1.0			138.0	21.0		1.0	452.0	136.0			1.0		137.0	153.0		296.0	7.0	173.0					5.0	164.0	169.0				19.0			148.0
NC_073236.2	-2::NC_073236.2:20731887-20737800(-)	5913	False	0.5253	0	8.0		2.0		1.0		108.0		127.0	3.0			1.0		16.0						7.0			218.0		2.0			1.0			100.0	20.0		1.0	330.0	103.0					104.0	115.0		208.0	4.0	122.0			2.0		2.0	119.0	121.0				17.0			109.0
NC_073236.2	-1::NC_073236.2:20735134-20748748(-)	13614	False	0.5263	0	29.0		5.0		5.0		246.0	1.0	293.0	7.0			2.0		32.0	1.0					16.0			506.0		6.0			1.0			229.0	32.0		1.0	761.0	234.0			1.0		231.0	255.0		497.0	10.0	287.0					10.0	278.0	283.0				31.0			248.0
NC_073236.2	-3::NC_073236.2:20736647-20941634(-)	204987	False	0.5284	1	705.0	1.0	21.0	12.0	50.0	8.0	3481.0	13.0	4317.0	90.0		1.0	13.0	27.0	286.0	13.0	8.0			4.0	460.0	7.0	9.0	7690.0	2.0	28.0		1.0	2.0		1.0	3493.0	167.0	7.0	7.0	11701.0	3514.0	3.0		4.0	5.0	3442.0	3793.0	8.0	7856.0	175.0	4391.0	4.0		6.0		75.0	4278.0	4576.0	1.0		1.0	186.0	1.0		3385.0
NC_073236.2	-2::NC_073236.2:20742240-20789826(-)	47586	False	0.5266	0	132.0		20.0		19.0		837.0		1028.0	33.0			1.0		109.0	7.0	12.0				72.0	1.0		1789.0		12.0			3.0		1.0	800.0	78.0		1.0	2669.0	778.0	1.0		1.0		793.0	874.0		1767.0	64.0	1030.0			2.0		21.0	981.0	1019.0				72.0			835.0
NC_073236.2	-1::NC_073236.2:20748751-20767312(-)	18561	False	0.5265	0	54.0		8.0		4.0		327.0		403.0	11.0					43.0	1.0	2.0				27.0			709.0		11.0					1.0	297.0	32.0			1044.0	306.0			2.0		310.0	340.0		688.0	21.0	393.0					10.0	385.0	388.0	1.0			35.0			334.0
NC_073236.2	1::NC_073236.2:20760630-20767782(+)	7152	False	0.5273	0		118.0									264.0	152.0	151.0	1.0	10.0			156.0	12.0			2.0	121.0		4.0		7.0	263.0	133.0	398.0					122.0				4.0	3.0	129.0		1.0	12.0				5.0	126.0		22.0					148.0	1.0	19.0			
NC_073236.2	-1::NC_073236.2:20769712-20792665(-)	22953	False	0.5256	0	100.0		11.0	1.0	6.0	3.0	401.0		508.0	16.0			1.0		25.0	4.0	4.0			3.0	32.0	2.0	1.0	846.0		5.0						368.0	32.0	1.0		1316.0	368.0			2.0		377.0	427.0	1.0	860.0	28.0	497.0					12.0	471.0	494.0				25.0			403.0
NC_073236.2	1::NC_073236.2:20775981-20781027(+)	5046	False	0.5275	0		83.0									191.0	110.0	108.0		4.0		1.0	107.0	8.0			2.0	87.0		1.0		7.0	190.0	93.0	287.0					83.0				2.0	2.0	89.0			6.0				5.0	82.0		16.0					109.0	1.0	8.0			
NC_073236.2	2::NC_073236.2:20777443-20784682(+)	7239	False	0.5276	0		120.0									268.0	149.0	150.0		9.0			162.0	9.0			1.0	114.0		5.0		10.0	260.0	136.0	418.0					127.0				6.0	1.0	130.0			12.0				6.0	124.0		37.0					152.0	1.0	6.0			
NC_073236.2	1::NC_073236.2:20781030-20790816(+)	9786	False	0.5263	0		154.0									370.0	216.0	218.0		6.0			209.0	16.0	1.0		3.0	160.0		3.0	1.0	18.0	371.0	180.0	560.0			1.0		163.0			1.0	3.0	3.0	167.0			12.0			1.0	7.0	161.0		35.0					209.0	1.0	12.0			
NC_073236.2	3::NC_073236.2:20783903-20790050(+)	6147	False	0.5266	0		97.0									235.0	138.0	135.0		2.0			131.0	13.0			3.0	107.0				18.0	237.0	114.0	350.0					99.0		1.0	1.0	2.0	3.0	97.0			6.0				3.0	104.0		16.0					126.0	1.0	10.0			
NC_073236.2	-2::NC_073236.2:20789829-20939484(-)	149655	False	0.5295	1	551.0	2.0	4.0	5.0	27.0	9.0	2451.0	5.0	3197.0	77.0			6.0	25.0	134.0	1.0				3.0	323.0	9.0	9.0	5519.0		4.0	1.0				1.0	2591.0	83.0	3.0	2.0	8624.0	2568.0	1.0		3.0	4.0	2592.0	2773.0	10.0	5772.0	140.0	3169.0	4.0		13.0		63.0	3181.0	3366.0	3.0			85.0			2472.0
NC_073236.2	2::NC_073236.2:20793691-20799934(+)	6243	False	0.5212	0		96.0				1.0					252.0	133.0	140.0				4.0	133.0	10.0	3.0			97.0			1.0	19.0	244.0	114.0	353.0		2.0	2.0		98.0			4.0	2.0		103.0								103.0		27.0				2.0	134.0		4.0			
NC_073236.2	-1::NC_073236.2:20794453-20939476(-)	145023	False	0.53	1	596.0		1.0	2.0	24.0	7.0	2432.0	5.0	3055.0	47.0		1.0	6.0	25.0	144.0	1.0	1.0	1.0		3.0	334.0	10.0	6.0	5368.0		1.0					4.0	2504.0	85.0	8.0	1.0	8347.0	2534.0	1.0		3.0	3.0	2526.0	2706.0	6.0	5615.0	119.0	3009.0	4.0		8.0		83.0	3050.0	3202.0	1.0			82.0	1.0		2369.0
NC_073236.2	3::NC_073236.2:20794454-20878304(+)	83850	False	0.5283	1		1493.0				2.0					3203.0	1816.0	1756.0	2.0	81.0	1.0	2.0	1725.0	59.0	3.0			1472.0		4.0		223.0	3104.0	1585.0	4811.0		1.0	5.0	1.0	1453.0			4.0	19.0	5.0	1380.0	1.0		82.0			9.0	26.0	1403.0		281.0				6.0	1815.0		111.0	5.0		1.0
NC_073236.2	1::NC_073236.2:20799036-20846271(+)	47235	False	0.5287	1		829.0			1.0					1.0	1800.0	1009.0	979.0	1.0	43.0			981.0	40.0				838.0		1.0		109.0	1740.0	899.0	2710.0		1.0	5.0	2.0	839.0			3.0	13.0		805.0			48.0				14.0	784.0		144.0				1.0	1037.0		67.0			1.0
NC_073236.2	2::NC_073236.2:20800192-20836225(+)	36033	False	0.5289	1		641.0									1374.0	766.0	749.0	1.0	39.0		2.0	744.0	28.0				635.0				72.0	1317.0	680.0	2073.0				1.0	640.0			3.0	10.0		619.0	1.0		40.0				13.0	610.0		129.0				2.0	776.0		44.0		2.0	
NC_073236.2	2::NC_073236.2:20836228-20877307(+)	41079	False	0.5287	1		725.0								2.0	1569.0	857.0	830.0		40.0		2.0	862.0	37.0				714.0				114.0	1479.0	792.0	2351.0			3.0		737.0			6.0	22.0	1.0	672.0			41.0			5.0	5.0	712.0		182.0				3.0	871.0		59.0			
NC_073236.2	1::NC_073236.2:20846274-20861622(+)	15348	False	0.5288	0		268.0									586.0	328.0	319.0		18.0			325.0	12.0				277.0				32.0	548.0	291.0	883.0		2.0	1.0	1.0	272.0			2.0	7.0		261.0			15.0				6.0	245.0		54.0					342.0		20.0			1.0
NC_073236.2	1::NC_073236.2:20861625-20894208(+)	32583	False	0.5307	1		554.0				1.0					1259.0	744.0	695.0		18.0		4.0	699.0	38.0	2.0			573.0				48.0	1164.0	591.0	1889.0		1.0			573.0			4.0	13.0	6.0	554.0	1.0		18.0			4.0	26.0	547.0		138.0				1.0	673.0		19.0	3.0		1.0
NC_073236.2	2::NC_073236.2:20877310-20908543(+)	31233	False	0.5328	1		548.0			3.0	3.0		1.0		2.0	1222.0	734.0	636.0		2.0		4.0	659.0	24.0	4.0			529.0				63.0	1207.0	576.0	1807.0		3.0	1.0		534.0			8.0	24.0	6.0	504.0			2.0			1.0	13.0	514.0		112.0				1.0	638.0		20.0	3.0		3.0
NC_073236.2	3::NC_073236.2:20878307-20886779(+)	8472	False	0.5328	1		144.0			1.0			1.0			332.0	207.0	186.0		2.0		2.0	169.0	11.0				146.0				10.0	319.0	152.0	492.0			1.0		141.0			1.0	2.0	3.0	142.0	1.0						5.0	141.0		31.0					176.0		4.0	2.0		
NC_073236.2	3::NC_073236.2:20887700-20903012(+)	15312	False	0.5326	1		259.0			1.0	1.0				1.0	600.0	377.0	336.0					316.0	9.0	1.0			270.0				23.0	577.0	275.0	879.0		2.0			255.0			7.0	9.0	3.0	254.0							9.0	254.0		53.0					312.0	1.0	18.0	1.0		1.0
NC_073236.2	1::NC_073236.2:20894211-20926218(+)	32007	False	0.5334	1		561.0								2.0	1245.0	767.0	676.0					691.0	24.0	1.0			548.0				76.0	1197.0	580.0	1859.0		1.0			560.0			8.0	25.0	12.0	500.0	1.0						23.0	511.0		125.0					657.0	1.0	14.0	2.0	1.0	1.0
NC_073236.2	3::NC_073236.2:20903015-20930447(+)	27432	False	0.5336	1		477.0								2.0	1081.0	665.0	572.0		1.0			587.0	21.0				476.0				75.0	1026.0	504.0	1567.0		3.0			484.0			6.0	13.0	8.0	412.0	1.0		1.0				16.0	447.0		114.0					562.0		21.0	1.0		1.0
NC_073236.2	2::NC_073236.2:20908546-20922076(+)	13530	False	0.5329	1		236.0									533.0	322.0	285.0					298.0	8.0				231.0				30.0	507.0	242.0	782.0		1.0			229.0			4.0	10.0	5.0	208.0							5.0	223.0		62.0					281.0	1.0	7.0			
NC_073236.2	2::NC_073236.2:20922094-20933350(+)	11256	False	0.5353	1		202.0									441.0	262.0	236.0					230.0	5.0				210.0				23.0	392.0	203.0	655.0					203.0				12.0	10.0	177.0			1.0				8.0	177.0		58.0					238.0		7.0	1.0	1.0	
NC_073236.2	1::NC_073236.2:20926866-20937630(+)	10764	False	0.5331	1		187.0									421.0	260.0	227.0					221.0	7.0				187.0				34.0	405.0	202.0	614.0		2.0			191.0			1.0	5.0	8.0	164.0			1.0				5.0	166.0		41.0					228.0		11.0			
NC_073236.2	-3::NC_073236.2:20956022-20961452(-)	5430	False	0.495	0	16.0	1.0	2.0	3.0		3.0	97.0	2.0	164.0	7.0		1.0	2.0	2.0	4.0	1.0				4.0	8.0	3.0		243.0	5.0			1.0				46.0	5.0			317.0	50.0	3.0		1.0	3.0	40.0	85.0	3.0	213.0	7.0	167.0	3.0		2.0	1.0		98.0	107.0				4.0			86.0
NC_073236.2	-2::NC_073236.2:21020442-21026055(-)	5613	False	0.4912	0	15.0		3.0	6.0		3.0	99.0	2.0	170.0	6.0		2.0	2.0	3.0	7.0	1.0	1.0			4.0	10.0	3.0		254.0	4.0			1.0				45.0	6.0			325.0	54.0	3.0		1.0	3.0	42.0	87.0	6.0	219.0	8.0	179.0	3.0		2.0	1.0		98.0	104.0				5.0			84.0
NC_073236.2	-1::NC_073236.2:21023437-21028987(-)	5550	False	0.5007	0	18.0	1.0	2.0	4.0		2.0	93.0	1.0	162.0	5.0		1.0		5.0	3.0					2.0	9.0	2.0		247.0	2.0							55.0	3.0			321.0	55.0	2.0		1.0	4.0	49.0	89.0	4.0	217.0	9.0	165.0	2.0		4.0			107.0	115.0				3.0			86.0
NC_073236.2	-1::NC_073236.2:21031573-21037018(-)	5445	False	0.4955	0	17.0		3.0	4.0	2.0	2.0	91.0	1.0	168.0	4.0		1.0		2.0	5.0		1.0			3.0	10.0	1.0		255.0	3.0			1.0				50.0	5.0			306.0	44.0	2.0		1.0	3.0	47.0	86.0	3.0	219.0	10.0	168.0	2.0		3.0			102.0	102.0				4.0			84.0
NC_073236.2	1::NC_073236.2:21439263-21445905(+)	6642	False	0.6606	0	13.0	16.0		5.0	32.0		43.0	5.0	3.0	5.0	15.0		5.0	3.0	6.0	10.0			187.0			17.0		422.0			24.0		16.0		5.0				8.0	10.0		2.0	13.0		10.0	16.0		176.0	6.0	5.0	1.0	226.0		5.0	13.0	399.0		27.0	7.0	8.0	14.0	42.0	10.0	384.0	
NC_073236.2	-1::NC_073236.2:84856534-84861682(-)	5148	False	0.6744	1	214.0	2.0	2.0	1.0	10.0	3.0	10.0	3.0	8.0	5.0			1.0	4.0	3.0	3.0	1.0		3.0	1.0	188.0	2.0		15.0		2.0	2.0	2.0	2.0	1.0	3.0		3.0	9.0		229.0	2.0	1.0				6.0	29.0		91.0	56.0	4.0		2.0	2.0		11.0	297.0	475.0			2.0	3.0			3.0
NC_073236.2	-2::NC_073236.2:84856575-84861717(-)	5142	False	0.6752	1	253.0	1.0	1.0	7.0	9.0	3.0	13.0	14.0	8.0	7.0				6.0	2.0	1.0	4.0	3.0			162.0	1.0		13.0		1.0	1.0	2.0	1.0	2.0	2.0	1.0	5.0	3.0		227.0			1.0			3.0	29.0	1.0	56.0	93.0	6.0	1.0		2.0	1.0	5.0	299.0	456.0		3.0	1.0				4.0
NC_073236.2	-3::NC_073236.2:84856613-84861650(-)	5037	False	0.6802	1	186.0		3.0	1.0	7.0	2.0	9.0	4.0	4.0	2.0				4.0	8.0	3.0	2.0	1.0	1.0	1.0	167.0	2.0		16.0		1.0				1.0		1.0	1.0			194.0	2.0					2.0	35.0	1.0	86.0	82.0	3.0					15.0	333.0	492.0	1.0				1.0		5.0
NC_073236.2	-1::NC_073236.2:145892002-145897231(-)	5229	False	0.5005	0	237.0	236.0		633.0	634.0																								1.0																									2.0							
NC_073236.2	3::NC_073236.2:145892003-145897232(+)	5229	False	0.5003	0												237.0													1.0	236.0											632.0			2.0			1.0						1.0		633.0										
NC_073243.2	-2::NC_073243.2:738-8973(-)	8235	False	0.5001	0												1070.0														1070.0											302.0			1.0											302.0										
NC_073243.2	2::NC_073243.2:739-10516(+)	9777	False	0.5174	1	1247.0	1203.0		304.0	324.0		72.0			2.0	11.0								2.0																1.0	1.0						3.0		1.0									10.0	58.0	4.0		16.0				
NC_073243.2	-1::NC_073243.2:2698-10507(-)	7809	False	0.522	1												58.0				16.0														1.0			1.0	4.0	3.0		1178.0			22.0		1.0			11.0	2.0		2.0	72.0		1222.0					10.0					
NC_073243.2	3::NC_073243.2:2699-10406(+)	7707	False	0.52	1		12.0		1149.0	1265.0					1.0														32.0																		26.0											72.0	6.0	3.0					2.0	1.0
NC_073243.2	-2::NC_073243.2:110850339-110856828(-)	6489	False	0.5737	2	146.0		69.0	69.0	2.0	1.0	17.0	8.0	136.0	6.0		118.0	1.0	70.0	4.0	2.0	1.0	4.0			67.0	82.0	60.0	123.0	1.0	2.0	13.0	2.0		62.0	74.0	5.0		4.0	65.0	256.0	4.0	4.0	9.0	2.0		6.0	25.0	1.0	83.0	5.0	70.0	78.0	4.0	19.0	3.0	1.0	207.0	12.0	1.0	2.0	70.0	7.0	7.0	70.0	3.0
NC_073243.2	-3::NC_073243.2:110850764-110856824(-)	6060	False	0.5698	0	138.0		69.0	67.0	1.0	1.0	9.0	5.0	135.0	1.0		115.0		68.0	2.0		1.0	1.0			67.0	88.0	62.0	105.0		2.0	5.0	1.0		58.0	69.0	1.0			59.0	252.0	2.0	4.0	5.0			5.0	19.0		73.0	1.0	67.0	74.0		30.0	4.0	3.0	206.0	9.0	1.0	4.0	65.0	2.0	1.0	63.0	
NC_073243.2	-1::NC_073243.2:110850793-110857012(-)	6219	False	0.5708	0	140.0		69.0	68.0	4.0	1.0	17.0	6.0	138.0	2.0		115.0	2.0	68.0	1.0	1.0		3.0	2.0		69.0	78.0	65.0	116.0		2.0	13.0	3.0		63.0	66.0	1.0		1.0	63.0	260.0		1.0	4.0	2.0	2.0	6.0	33.0		56.0	2.0	69.0	71.0	3.0	21.0	3.0	9.0	204.0	8.0		7.0	58.0	6.0	1.0	66.0	4.0
NC_086017.1	-2::NC_086017.1:0-9945(-)	9945	False	0.4995	0				1.0		1.0	1.0			1.0		1639.0					2.0								1.0	1636.0	1.0		2.0				3.0				12.0								1.0		1.0				12.0									1.0	
NC_086017.1	2::NC_086017.1:1-10147(+)	10146	False	0.4971	0	1636.0	1641.0	3.0	17.0	14.0	6.0	3.0	1.0	4.0	3.0	3.0		2.0	3.0	1.0		2.0	3.0		3.0	5.0	3.0		1.0		1.0	1.0	2.0	4.0	3.0	1.0											2.0	1.0	1.0	1.0	1.0	2.0	1.0			1.0	1.0		3.0						1.0	1.0
NC_086017.1	-1::NC_086017.1:76-9937(-)	9861	False	0.4997	0	1.0									1.0		3.0	1.0				1.0			1.0		1.0							1.0								1639.0						1.0					1.0			1636.0										
NC_086017.1	3::NC_086017.1:77-10082(+)	10005	False	0.498	0		2.0	3.0	1638.0	1641.0	2.0	2.0	1.0		1.0	2.0		2.0	3.0	1.0		2.0	2.0		4.0	4.0	4.0		4.0	2.0	2.0		1.0	2.0	2.0	2.0											1.0	1.0			2.0										1.0				1.0	
NC_086017.1	-3::NC_086017.1:137318519-137331521(-)	13002	False	0.5447	1			95.0				5.0		2.0		80.0	462.0				2.0	95.0	1.0	82.0	1.0		337.0	6.0	1.0	5.0	92.0	902.0	5.0	85.0	94.0					1.0		87.0		86.0	2.0	90.0	1.0		3.0	1.0			428.0	100.0	1.0	177.0					662.0	251.0	91.0	1.0		
NC_086017.1	-1::NC_086017.1:137319988-137326111(-)	6123	False	0.5463	1			50.0				1.0				34.0	217.0					50.0		43.0	1.0		163.0	2.0		1.0	38.0	411.0	4.0	43.0	48.0					3.0		42.0		44.0	1.0	42.0							199.0	39.0	1.0	92.0					317.0	119.0	36.0			
NC_086017.1	-2::NC_086017.1:137324298-137336481(-)	12183	False	0.5448	1			84.0		1.0		3.0				73.0	429.0				1.0	84.0		80.0			318.0	1.0	1.0	2.0	88.0	851.0	1.0	75.0	84.0					5.0		86.0	2.0	89.0	7.0	95.0		1.0	4.0				401.0	91.0	1.0	172.0					607.0	240.0	84.0			
NC_086017.1	-1::NC_086017.1:137334631-137341288(-)	6657	False	0.5442	1			51.0								37.0	231.0			1.0	1.0	49.0		38.0			161.0	3.0		3.0	51.0	458.0	6.0	50.0	53.0					2.0		39.0	1.0	36.0	4.0	42.0		1.0	2.0				229.0	51.0	1.0	97.0					330.0	138.0	51.0	2.0		
NC_086017.1	-1::NC_086017.1:137341291-137347354(-)	6063	False	0.5456	1			42.0				1.0		2.0		40.0	221.0				1.0	42.0		33.0			151.0	2.0	1.0	3.0	48.0	421.0	2.0	40.0	42.0							39.0		37.0	1.0	40.0			3.0				204.0	50.0		88.0					302.0	118.0	47.0			
NC_086017.1	-2::NC_086017.1:137342151-137350194(-)	8043	False	0.5461	1			65.0			1.0	1.0				45.0	287.0					64.0		56.0	1.0		207.0	3.0		1.0	52.0	543.0	6.0	57.0	64.0					3.0		54.0	1.0	55.0	2.0	55.0							264.0	53.0	1.0	120.0					409.0	160.0	50.0			1.0
NC_086017.1	-3::NC_086017.1:137345834-137356823(-)	10989	False	0.5447	1			76.0							1.0	71.0	391.0				1.0	76.0	1.0	70.0			288.0	4.0			80.0	774.0	1.0	68.0	76.0					2.0		77.0		77.0	2.0	80.0			1.0				368.0	84.0		141.0					560.0	212.0	80.0		1.0	
NC_086017.1	-1::NC_086017.1:137349379-137360929(-)	11550	False	0.5429	1			85.0				1.0				69.0	381.0					85.0		79.0			309.0	2.0		1.0	76.0	799.0	5.0	74.0	85.0					5.0		83.0	1.0	84.0	3.0	87.0			1.0				383.0	78.0	1.0	174.0					597.0	227.0	75.0			
NC_086017.1	-2::NC_086017.1:137350197-137369193(-)	18996	False	0.544	1		1.0	136.0		1.0		3.0		1.0		118.0	664.0			2.0	4.0	135.0	1.0	120.0	1.0		492.0	6.0		4.0	137.0	1327.0	7.0	125.0	137.0					6.0		127.0	2.0	127.0	6.0	131.0	1.0	2.0	3.0				634.0	144.0		260.0					954.0	375.0	137.0		1.0	
NC_086017.1	-3::NC_086017.1:137358251-137364461(-)	6210	False	0.5448	1			49.0				3.0				35.0	220.0					49.0	2.0	43.0			168.0	1.0		3.0	39.0	426.0	1.0	39.0	46.0	1.0				3.0		44.0		43.0	1.0	46.0							200.0	40.0	3.0	83.0					323.0	120.0	38.0	1.0		
NC_086017.1	-2::NC_086017.1:137369196-137375754(-)	6558	False	0.5438	1		1.0	48.0				1.0				37.0	224.0				2.0	47.0		39.0			167.0	3.0			49.0	448.0	2.0	47.0	50.0					2.0		42.0	3.0	43.0	4.0	46.0	1.0		2.0			1.0	219.0	52.0	2.0	93.0					333.0	129.0	49.0			
NC_086017.1	-3::NC_086017.1:137369438-137382548(-)	13110	False	0.5441	1			95.0				5.0				78.0	458.0			1.0	3.0	93.0	1.0	89.0	2.0		337.0	4.0		7.0	92.0	908.0	7.0	85.0	95.0					5.0		90.0	1.0	90.0	5.0	95.0		2.0	3.0				432.0	95.0	2.0	184.0				1.0	651.0	259.0	92.0	1.0	2.0	
NC_086017.1	-1::NC_086017.1:137375050-137381176(-)	6126	False	0.5446	1			48.0			1.0	2.0				35.0	215.0				1.0	47.0	1.0	43.0			165.0	2.0		4.0	39.0	422.0	1.0	38.0	46.0	1.0			1.0	4.0		41.0		42.0	1.0	44.0		1.0	1.0				195.0	42.0	2.0	80.0					318.0	118.0	39.0	2.0		
NC_086017.1	-3::NC_086017.1:137382551-137390600(-)	8049	False	0.544	1			58.0			1.0	2.0			1.0	49.0	277.0			2.0	1.0	56.0	2.0	53.0			211.0	4.0		5.0	56.0	560.0	4.0	49.0	59.0	1.0				2.0		56.0	1.0	57.0	3.0	58.0			2.0				258.0	58.0	1.0	103.0					410.0	159.0	58.0	2.0	3.0	1.0
NC_086017.1	-2::NC_086017.1:137386611-137394606(-)	7995	False	0.5448	1			58.0							2.0	46.0	284.0			1.0	2.0	57.0		55.0	1.0		202.0	2.0		3.0	58.0	550.0	1.0	55.0	58.0					6.0		53.0	2.0	54.0	5.0	57.0			2.0			1.0	269.0	61.0	2.0	112.0					388.0	158.0	56.0		3.0	1.0
NC_086017.1	-3::NC_086017.1:137391974-137397785(-)	5811	False	0.544	1			44.0				1.0			1.0	36.0	201.0			1.0	1.0	43.0	1.0	37.0			144.0	3.0		3.0	43.0	404.0	4.0	41.0	47.0					2.0		35.0	1.0	37.0	3.0	34.0		1.0	1.0				196.0	44.0		79.0					282.0	120.0	43.0	1.0	2.0	1.0
NC_086017.1	-2::NC_086017.1:137396034-137401485(-)	5451	False	0.5438	1			36.0				1.0			1.0	34.0	195.0					36.0		38.0	1.0		142.0				39.0	377.0	1.0	37.0	36.0					3.0		39.0	2.0	40.0	2.0	45.0			1.0			1.0	183.0	43.0	1.0	74.0					262.0	108.0	38.0			1.0
NC_086017.1	-3::NC_086017.1:137397788-137403314(-)	5526	False	0.5445	1			41.0				1.0			1.0	34.0	198.0				1.0	41.0	1.0	38.0			143.0	4.0		1.0	38.0	382.0	2.0	37.0	40.0					1.0		36.0	3.0	39.0		35.0		1.0	2.0			1.0	180.0	42.0	1.0	73.0					274.0	109.0	40.0		1.0	1.0
NC_086017.1	-1::NC_086017.1:137399455-137405287(-)	5832	False	0.5451	1			41.0								36.0	211.0					42.0	1.0	39.0	2.0		155.0	1.0		1.0	39.0	398.0	2.0	39.0	43.0			1.0		3.0		41.0	1.0	40.0	4.0	43.0		1.0	1.0	1.0			192.0	39.0	1.0	79.0					288.0	117.0	41.0	1.0		
NC_086017.1	-2::NC_086017.1:137403075-137409789(-)	6714	False	0.5457	1			45.0				1.0				44.0	241.0				1.0	45.0	2.0	47.0	2.0		182.0	2.0		2.0	47.0	465.0	2.0	38.0	45.0					2.0		49.0		51.0	3.0	49.0		1.0	1.0				221.0	53.0		89.0					327.0	131.0	47.0	1.0	2.0	
NC_086017.1	-1::NC_086017.1:137409181-137414941(-)	5760	False	0.5493	1			45.0		1.0		2.0			1.0	31.0	210.0				1.0	45.0	1.0	43.0	2.0		157.0	1.0			35.0	385.0	2.0	34.0	47.0					5.0		42.0		43.0	2.0	44.0							180.0	36.0		86.0				1.0	296.0	107.0	33.0	1.0	1.0	
NC_086017.1	-3::NC_086017.1:137410787-137418605(-)	7818	False	0.5507	1			58.0		1.0					1.0	48.0	297.0	2.0				58.0		42.0			187.0	7.0			61.0	529.0	6.0	54.0	62.0	2.0				3.0		48.0		45.0	2.0	49.0	2.0						261.0	63.0	1.0	109.0				2.0	395.0	155.0	56.0			
NC_086017.1	-3::NC_086017.1:137422334-137438567(-)	16233	False	0.5471	1		2.0	120.0		1.0		3.0	1.0	1.0		100.0	599.0	1.0				124.0	2.0	116.0	5.0		428.0	7.0		1.0	105.0	1090.0	6.0	111.0	127.0					8.0		113.0		117.0	2.0	115.0	1.0	3.0	4.0	3.0			505.0	109.0		223.0				4.0	823.0	318.0	107.0	3.0	2.0	1.0
NC_086017.1	-2::NC_086017.1:137430663-137439786(-)	9123	False	0.5494	1		2.0	61.0			1.0			1.0	1.0	63.0	354.0					63.0		57.0	1.0		218.0	6.0			68.0	632.0	2.0	63.0	63.0					5.0		61.0		62.0		62.0	1.0	2.0					308.0	73.0	3.0	119.0				1.0	433.0	183.0	69.0	1.0	2.0	
NC_086017.1	-1::NC_086017.1:137437348-137445259(-)	7911	False	0.5486	1			51.0			1.0				1.0	52.0	295.0				1.0	54.0		50.0	1.0		199.0	4.0		2.0	59.0	545.0	2.0	50.0	55.0					5.0		56.0		57.0		58.0	1.0		1.0	1.0			268.0	61.0	1.0	106.0				1.0	388.0	151.0	57.0		3.0	
NC_086017.1	-3::NC_086017.1:137438570-137450096(-)	11526	False	0.5483	1			72.0	1.0		1.0	1.0				77.0	435.0				1.0	75.0		77.0			310.0	3.0		3.0	81.0	785.0	2.0	71.0	77.0					11.0		88.0	2.0	88.0	1.0	96.0	1.0	1.0	1.0	2.0		1.0	380.0	84.0	1.0	150.0	1.0				573.0	207.0	80.0	1.0		1.0
NC_086017.1	-2::NC_086017.1:137451378-137456988(-)	5610	False	0.5478	1			38.0								39.0	216.0					38.0	1.0	33.0	2.0		139.0	4.0			43.0	390.0	3.0	37.0	38.0					1.0		37.0	1.0	37.0		38.0						1.0	188.0	45.0	1.0	65.0				1.0	275.0	112.0	44.0	1.0	1.0	1.0
NC_086017.1	-1::NC_086017.1:137451439-137461858(-)	10419	False	0.548	1		2.0	69.0	1.0	1.0	3.0	1.0				69.0	394.0	1.0		1.0	1.0	70.0		67.0	2.0		264.0	2.0		1.0	74.0	722.0	2.0	65.0	73.0					5.0		75.0	1.0	75.0		76.0	1.0	1.0	1.0	1.0			347.0	79.0	1.0	143.0					503.0	200.0	76.0	1.0	2.0	
