clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_CCT	codon_AAC	codon_TAC	codon_CTA	codon_ACC	codon_TAT	codon_CAC	codon_CGC	codon_CAT	codon_CTG	codon_GAA	codon_GGG	codon_AAT	codon_ATC	codon_TGC	codon_GTC	codon_TGT	codon_ATG	codon_AAG	codon_ATA	codon_TCT	codon_ACA	codon_ACG	codon_CCA	codon_GTA	codon_TTA	codon_AGA	codon_TGG	codon_AAA	codon_GGA	codon_GCT	codon_CGT	codon_TTG	codon_TCG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_GAT	codon_TTC	codon_CCC	codon_ACT	codon_AGT	codon_GAG	codon_TCA	codon_GTT	codon_TCC	codon_AGC	codon_CAG	codon_AGG	codon_TTT	codon_GAC	codon_CTT	codon_GCC	codon_CGG	codon_GGC	codon_GGT	codon_CTC	codon_CCG	codon_CGA	codon_GCG	codon_TAA	codon_TGA	codon_TAG
NC_073236.2	-2::NC_073236.2:18461034-18586215	125181	False	0.5193	1		1765.0	1.0		1.0	16.0				14.0	4841.0	2784.0	2696.0	1.0	7.0		5.0	2728.0	435.0	48.0		2.0	1739.0		72.0		157.0	4974.0	2452.0	7272.0		8.0	23.0	2.0	21.0	10.0	2235.0	9.0	44.0	2.0		20.0	2240.0	2540.0		4.0		2.0	3.0	617.0		19.0			1723.0	7.0	64.0		1.0	1.0	11.0	51.0	8.0	52.0
NC_073236.2	-1::NC_073236.2:18461140-19049575	588435	False	0.5241	1		9172.0	1.0		2.0	65.0		2.0		108.0	22694.0	12971.0	12558.0	1.0	172.0	1.0	11.0	12603.0	1288.0	128.0		8.0	9162.0		212.0		826.0	22965.0	11162.0	34118.0		20.0	71.0	2.0	69.0	186.0	10404.0	234.0	129.0			122.0	10419.0	12072.0		10.0		2.0	55.0	2289.0	3.0	102.0			9144.0	75.0	196.0		5.0	4.0	23.0	138.0	12.0	129.0
NC_073236.2	3::NC_073236.2:18521804-18540476	18672	False	0.5247	1		306.0				2.0				4.0	723.0	414.0	398.0			1.0		406.0	30.0	8.0			274.0		10.0		27.0	738.0	350.0	1084.0		3.0	4.0		3.0		338.0		3.0			4.0	324.0	380.0						78.0		8.0			289.0	3.0	10.0				2.0			
NC_073236.2	2::NC_073236.2:18541138-18553663	12525	False	0.5244	0		192.0				2.0				6.0	478.0	280.0	271.0				1.0	269.0	27.0	3.0			195.0		11.0		23.0	494.0	237.0	735.0		6.0	2.0		6.0		226.0					2.0	211.0	255.0						46.0		3.0			189.0	1.0	2.0				2.0			
NC_073236.2	1::NC_073236.2:18541485-18554649	13164	False	0.5246	0		210.0				2.0				3.0	514.0	295.0	285.0				2.0	284.0	21.0	2.0			199.0		2.0		14.0	517.0	249.0	760.0			2.0		1.0		231.0		3.0			7.0	237.0	271.0						57.0		2.0			201.0	2.0	9.0				6.0			
NC_073236.2	3::NC_073236.2:18556250-18567926	11676	False	0.5254	1		181.0				2.0				6.0	456.0	259.0	260.0				2.0	240.0	22.0	3.0			177.0		5.0		13.0	447.0	215.0	673.0			2.0				208.0		5.0			3.0	214.0	233.0						61.0		1.0			191.0		9.0				4.0			
NC_073236.2	2::NC_073236.2:18569653-18579052	9399	False	0.5254	0		156.0				1.0				1.0	365.0	213.0	200.0					199.0	14.0	2.0			148.0		3.0		12.0	370.0	182.0	550.0			1.0		1.0		159.0		1.0			5.0	162.0	199.0						36.0		2.0			148.0	1.0	2.0							
NC_073236.2	1::NC_073236.2:18573687-18581553	7866	False	0.524	0		123.0				2.0				2.0	310.0	172.0	168.0					173.0	15.0	1.0			125.0		1.0		15.0	300.0	152.0	462.0		1.0	2.0		1.0		137.0		1.0			1.0	132.0	164.0						32.0		2.0			127.0		1.0							
NC_073236.2	1::NC_073236.2:18581556-18597183	15627	False	0.524	0		252.0				1.0				3.0	609.0	349.0	343.0				1.0	328.0	22.0	2.0			250.0		3.0	1.0	23.0	598.0	311.0	917.0			1.0		3.0		267.0	1.0	5.0			2.0	267.0	323.0						67.0		2.0			256.0		2.0							
NC_073236.2	-2::NC_073236.2:18586218-19032354	446136	False	0.5253	1		7119.0	1.0		3.0	42.0		2.0		87.0	17259.0	9843.0	9561.0	1.0	153.0		6.0	9502.0	807.0	78.0		13.0	7106.0		124.0		670.0	17355.0	8361.0	25885.0		16.0	44.0	1.0	47.0	129.0	7857.0	182.0	84.0			88.0	7839.0	9192.0		1.0		3.0	49.0	1583.0		101.0			7149.0	39.0	136.0		3.0	3.0	15.0	87.0	12.0	74.0
NC_073236.2	2::NC_073236.2:18586219-18594598	8379	False	0.5248	0		140.0				1.0				1.0	328.0	187.0	178.0					184.0	19.0	4.0			134.0		1.0		14.0	320.0	159.0	495.0			1.0		1.0	1.0	141.0					1.0	138.0	176.0						31.0		1.0			137.0									
NC_073236.2	3::NC_073236.2:18592775-18616097	23322	False	0.5246	0		377.0				2.0				2.0	912.0	519.0	502.0					498.0	35.0	3.0			372.0		5.0		37.0	897.0	462.0	1373.0			3.0		4.0		392.0		5.0			5.0	394.0	489.0						96.0		4.0			384.0		2.0							
NC_073236.2	1::NC_073236.2:18602130-18609711	7581	False	0.5242	0		122.0				3.0				1.0	301.0	170.0	161.0					164.0	14.0	2.0			119.0		1.0		11.0	289.0	146.0	445.0			3.0		1.0		132.0					3.0	128.0	157.0						30.0		1.0			123.0									
NC_073236.2	1::NC_073236.2:18612690-18621318	8628	False	0.5248	0		140.0				2.0				3.0	335.0	193.0	184.0					181.0	14.0	1.0			140.0		2.0		13.0	326.0	171.0	509.0			2.0		1.0		146.0		2.0			2.0	150.0	181.0						36.0					142.0									
NC_073236.2	3::NC_073236.2:18618668-18629369	10701	False	0.5242	0		172.0				2.0				1.0	418.0	239.0	230.0					231.0	21.0	3.0			174.0		3.0		19.0	418.0	207.0	631.0			2.0		3.0		177.0		1.0			1.0	179.0	225.0						35.0		2.0			173.0									
NC_073236.2	2::NC_073236.2:18622903-18631954	9051	False	0.5245	0		149.0								3.0	355.0	202.0	197.0					193.0	14.0	1.0			148.0		1.0		17.0	347.0	177.0	530.0				1.0	1.0		159.0		2.0			1.0	150.0	184.0						37.0		1.0			145.0		2.0							
NC_073236.2	1::NC_073236.2:18627546-18639555	12009	False	0.5244	0		194.0				2.0				1.0	472.0	266.0	259.0	1.0				252.0	19.0	2.0			192.0		3.0		16.0	470.0	234.0	707.0			2.0		3.0		197.0		2.0			2.0	208.0	257.0						44.0		2.0			196.0									
NC_073236.2	3::NC_073236.2:18634724-18644291	9567	False	0.5251	0		156.0								3.0	373.0	213.0	203.0					206.0	14.0	1.0			154.0		2.0		19.0	371.0	190.0	561.0					1.0		165.0		2.0			3.0	158.0	196.0						38.0		2.0			156.0		2.0							
NC_073236.2	1::NC_073236.2:18639690-18648291	8601	False	0.5252	0		139.0				1.0				4.0	337.0	194.0	184.0					181.0	15.0	1.0			138.0		2.0		13.0	332.0	168.0	505.0			1.0		1.0		147.0		2.0			2.0	149.0	177.0						33.0					140.0		1.0							
NC_073236.2	3::NC_073236.2:18673940-18688697	14757	False	0.5242	0		235.0				3.0				2.0	572.0	332.0	324.0		3.0			320.0	23.0	6.0			217.0		8.0		25.0	583.0	271.0	859.0		1.0	3.0		1.0	1.0	272.0	2.0	4.0			3.0	259.0	297.0						55.0		6.0			227.0	1.0	4.0							
NC_073236.2	2::NC_073236.2:18683053-18691570	8517	False	0.5251	0		134.0								1.0	329.0	181.0	183.0		1.0			177.0	18.0	1.0			126.0		4.0		12.0	339.0	161.0	496.0		1.0			3.0	2.0	155.0		4.0			1.0	153.0	172.0						35.0		2.0			143.0		5.0							
NC_073236.2	1::NC_073236.2:18689988-18701328	11340	False	0.5249	0		173.0								1.0	441.0	255.0	247.0		2.0			249.0	23.0	3.0			165.0		6.0		13.0	453.0	210.0	654.0		2.0			2.0	1.0	208.0	3.0	4.0				205.0	230.0						44.0		3.0			175.0		7.0				1.0			
NC_073236.2	3::NC_073236.2:18707651-18718583	10932	False	0.5247	1		181.0				2.0					419.0	250.0	234.0		2.0			241.0	12.0	6.0			161.0		7.0		19.0	434.0	203.0	641.0		1.0	3.0		1.0	2.0	199.0		1.0			4.0	188.0	227.0						34.0		4.0			167.0		1.0							
NC_073236.2	2::NC_073236.2:18710575-18719227	8652	False	0.5244	1		131.0				1.0				3.0	337.0	185.0	187.0					179.0	23.0	1.0			133.0		3.0		14.0	345.0	162.0	498.0			1.0		2.0	1.0	157.0	1.0	5.0				157.0	170.0		1.0				36.0		3.0			142.0		6.0							
NC_073236.2	1::NC_073236.2:18717834-18729276	11442	False	0.5245	0		189.0				1.0				1.0	442.0	253.0	244.0		3.0			246.0	17.0	6.0			168.0		7.0		15.0	457.0	211.0	670.0			2.0		1.0	2.0	213.0		4.0			4.0	202.0	229.0						42.0		5.0			176.0		4.0							
NC_073236.2	2::NC_073236.2:18807499-18817717	10218	False	0.5247	0		164.0				1.0				2.0	394.0	227.0	223.0		2.0		1.0	222.0	18.0	4.0			150.0		5.0		14.0	409.0	187.0	596.0			1.0			2.0	187.0	1.0	3.0			2.0	182.0	205.0						36.0		4.0			159.0		4.0				1.0			
NC_073236.2	-3::NC_073236.2:18847316-18977078	129762	False	0.5261	1		2106.0	3.0		2.0	20.0		1.0		30.0	5028.0	2851.0	2752.0		27.0		1.0	2739.0	205.0	13.0		2.0	2110.0		33.0		254.0	5045.0	2422.0	7575.0			18.0		16.0	24.0	2281.0	27.0	13.0			26.0	2252.0	2714.0					6.0	458.0		30.0			2101.0	4.0	29.0			1.0	2.0	16.0	3.0	14.0
NC_073236.2	1::NC_073236.2:18868818-18887247	18429	False	0.5264	0		306.0				2.0				3.0	718.0	412.0	390.0		2.0			392.0	30.0	4.0			299.0		4.0		44.0	708.0	345.0	1072.0			1.0			1.0	321.0	3.0	4.0			5.0	307.0	391.0					1.0	70.0		5.0			297.0		5.0			1.0				
NC_073236.2	2::NC_073236.2:18873340-18912373	39033	False	0.5269	0		650.0				2.0		2.0		8.0	1513.0	851.0	814.0		1.0			821.0	63.0	8.0			640.0		14.0		70.0	1517.0	734.0	2286.0			2.0		5.0	4.0	662.0	4.0	3.0			11.0	670.0	847.0					1.0	152.0		10.0			636.0	1.0	7.0			1.0	1.0			
NC_073236.2	3::NC_073236.2:18878117-18890426	12309	False	0.5271	0		203.0				3.0		1.0		4.0	481.0	273.0	259.0					256.0	18.0	2.0			204.0		2.0		25.0	461.0	233.0	719.0			2.0		1.0	1.0	209.0	2.0				2.0	212.0	265.0						56.0		3.0			204.0	1.0					1.0			
NC_073236.2	1::NC_073236.2:18887382-18911676	24294	False	0.5271	0		398.0	1.0			3.0		1.0		8.0	950.0	537.0	510.0		2.0		1.0	514.0	44.0				399.0		2.0		52.0	929.0	456.0	1414.0			3.0		2.0		421.0	3.0	4.0			4.0	420.0	511.0						85.0		7.0			406.0		9.0			1.0	1.0			
NC_073236.2	3::NC_073236.2:18900044-18909755	9711	False	0.5273	0		160.0	1.0			2.0				3.0	380.0	214.0	206.0		1.0			201.0	16.0				166.0		3.0		20.0	373.0	179.0	568.0			2.0		2.0		165.0					3.0	164.0	212.0						33.0		1.0			161.0		1.0							
NC_073236.2	3::NC_073236.2:18910421-18925187	14766	False	0.5261	0		244.0				1.0				2.0	573.0	320.0	307.0		2.0			302.0	25.0	2.0			240.0		6.0		39.0	573.0	283.0	869.0			1.0		2.0	1.0	266.0		3.0			4.0	250.0	304.0						54.0		6.0			242.0		1.0							
NC_073236.2	2::NC_073236.2:18913384-18924823	11439	False	0.5268	0		192.0								5.0	447.0	250.0	236.0					242.0	22.0				188.0		1.0		21.0	431.0	218.0	667.0					1.0		196.0	1.0	2.0			1.0	204.0	237.0						52.0		3.0			192.0		4.0							
NC_073236.2	2::NC_073236.2:18924826-18973396	48570	False	0.5257	0		783.0				14.0				9.0	1878.0	1066.0	1039.0		10.0			1060.0	61.0			2.0	780.0		16.0		91.0	1887.0	898.0	2821.0			14.0		11.0	17.0	849.0	17.0	1.0			9.0	850.0	1024.0					4.0	164.0		8.0			790.0	4.0	12.0		1.0					
NC_073236.2	1::NC_073236.2:18929280-18969027	39747	False	0.5256	0		638.0			1.0	7.0				7.0	1543.0	864.0	868.0		6.0			849.0	44.0				639.0		14.0		65.0	1577.0	730.0	2325.0			7.0		14.0	3.0	677.0	4.0				8.0	701.0	862.0					1.0	135.0		9.0			637.0		12.0		2.0					
NC_073236.2	3::NC_073236.2:18932732-18969911	37179	False	0.5254	0		593.0	1.0		2.0	10.0				8.0	1436.0	802.0	797.0		6.0			815.0	51.0				591.0		8.0		84.0	1489.0	688.0	2167.0			10.0		7.0	9.0	653.0	6.0				6.0	636.0	787.0					3.0	108.0		8.0			597.0	1.0	14.0							
NC_073236.2	1::NC_073236.2:18969030-18977079	8049	False	0.5263	0		126.0				1.0					301.0	183.0	187.0		7.0		1.0	182.0	12.0			3.0	130.0		2.0		14.0	290.0	140.0	451.0			1.0			13.0	142.0	18.0					139.0	159.0					7.0	32.0		1.0			133.0	4.0	4.0							
NC_073236.2	2::NC_073236.2:18974266-18984871	10605	False	0.5259	0		171.0									397.0	225.0	208.0		13.0			257.0	9.0			1.0	160.0		5.0		16.0	408.0	209.0	615.0						12.0	174.0	10.0	1.0				195.0	227.0		1.0			9.0	29.0		1.0			171.0	10.0	1.0							
NC_073236.2	-3::NC_073236.2:18977081-19025996	48915	False	0.527	0		826.0			1.0						1833.0	1042.0	1059.0		80.0			1024.0	45.0			3.0	819.0		5.0		85.0	1848.0	909.0	2764.0			2.0		1.0	83.0	865.0	107.0					844.0	1017.0				3.0	24.0	162.0		6.0			804.0	25.0	6.0		1.0		2.0	9.0	1.0	
NC_073236.2	1::NC_073236.2:18977394-18992334	14940	False	0.5261	0		232.0									570.0	338.0	344.0		15.0			334.0	23.0			6.0	242.0		2.0		28.0	559.0	267.0	847.0			1.0			14.0	259.0	26.0					256.0	296.0					18.0	47.0		1.0			243.0	6.0	5.0				1.0			
NC_073236.2	3::NC_073236.2:18988427-18996566	8139	False	0.5277	0		137.0			1.0						303.0	174.0	177.0		14.0			165.0	9.0				140.0		1.0		16.0	310.0	151.0	462.0						16.0	148.0	17.0					137.0	169.0				1.0	2.0	26.0		1.0			132.0	3.0	1.0							
NC_073236.2	2::NC_073236.2:18992116-19003213	11097	False	0.5283	0		189.0									416.0	244.0	240.0		12.0			240.0	10.0			1.0	185.0		1.0		20.0	406.0	204.0	628.0						17.0	192.0	23.0					196.0	229.0					9.0	37.0					191.0	6.0	2.0				1.0			
NC_073236.2	3::NC_073236.2:18996569-19009145	12576	False	0.5284	0		214.0									472.0	265.0	264.0		23.0			276.0	9.0			1.0	214.0		2.0		25.0	456.0	236.0	721.0						20.0	219.0	19.0					212.0	263.0				2.0	6.0	44.0		1.0			216.0	9.0	1.0		1.0		1.0			
NC_073236.2	3::NC_073236.2:19009148-19018631	9483	False	0.5279	0		168.0									351.0	202.0	200.0		15.0			192.0	6.0				161.0				19.0	362.0	179.0	534.0			1.0			21.0	162.0	23.0					164.0	206.0					3.0	29.0					158.0	3.0	1.0				1.0			
NC_073236.2	2::NC_073236.2:19009369-19018852	9483	False	0.5279	0		161.0									356.0	200.0	192.0		17.0			217.0	7.0				157.0		1.0		23.0	347.0	181.0	534.0						15.0	160.0	24.0					162.0	200.0		1.0		1.0	5.0	27.0					166.0	6.0					1.0			
NC_073236.2	1::NC_073236.2:19010625-19020108	9483	False	0.5278	0		157.0									354.0	209.0	217.0		21.0			200.0	8.0			2.0	166.0		1.0		17.0	334.0	170.0	538.0						17.0	164.0	18.0					161.0	199.0				1.0	6.0	35.0					162.0	3.0	1.0							
NC_073236.2	-3::NC_073236.2:19029263-19042622	13359	False	0.5261	0		232.0			1.0						485.0	272.0	275.0		31.0			294.0	9.0			2.0	217.0		7.0		20.0	495.0	253.0	746.0						30.0	244.0	36.0					239.0	272.0					5.0	36.0	2.0	1.0			231.0	8.0	4.0					5.0		1.0
NC_073236.2	-2::NC_073236.2:19036794-19046175	9381	False	0.5272	0		160.0									354.0	203.0	201.0		14.0			195.0	10.0			1.0	160.0		3.0		17.0	346.0	172.0	527.0					1.0	11.0	166.0	19.0					165.0	193.0					5.0	31.0		1.0			159.0	3.0	4.0		1.0			5.0		
NC_073236.2	-3::NC_073236.2:19042625-19058126	15501	False	0.5268	0		264.0			1.0						580.0	339.0	337.0		23.0			316.0	16.0			2.0	268.0		2.0		25.0	579.0	286.0	869.0					2.0	23.0	278.0	34.0					272.0	317.0					9.0	46.0	1.0	2.0			257.0	4.0	7.0					8.0		
NC_073236.2	-2::NC_073236.2:19046178-19081059	34881	False	0.5261	0		580.0			2.0						1268.0	727.0	738.0		65.0		1.0	759.0	43.0			3.0	590.0		16.0		53.0	1290.0	656.0	1957.0				1.0	4.0	80.0	627.0	82.0					621.0	714.0					19.0	82.0	6.0	1.0			596.0	21.0	12.0		4.0			9.0		
NC_073236.2	1::NC_073236.2:19048095-19058127	10032	False	0.5266	0		161.0									368.0	216.0	218.0		10.0		1.0	218.0	16.0			2.0	173.0		5.0		16.0	370.0	186.0	569.0					1.0	19.0	175.0	18.0					178.0	207.0					8.0	25.0	2.0				171.0	5.0	5.0		1.0					
NC_073236.2	2::NC_073236.2:19055167-19062814	7647	False	0.5264	0		127.0									279.0	155.0	157.0		15.0			169.0	11.0				126.0		4.0	1.0	15.0	284.0	146.0	438.0						17.0	132.0	10.0					134.0	163.0					4.0	19.0	2.0				135.0	5.0	1.0							
NC_073236.2	-1::NC_073236.2:19055188-19063804	8616	False	0.5265	0		145.0									317.0	177.0	176.0		16.0			189.0	11.0				141.0		4.0		16.0	321.0	164.0	492.0						17.0	151.0	13.0					152.0	181.0					4.0	25.0	2.0	1.0			149.0	5.0	1.0					2.0		
NC_073236.2	-3::NC_073236.2:19059965-19068989	9024	False	0.5264	0		151.0			1.0						335.0	195.0	199.0		15.0			185.0	12.0			2.0	152.0		1.0		13.0	332.0	165.0	501.0					2.0	15.0	166.0	25.0					161.0	180.0					6.0	28.0					151.0	4.0	5.0		1.0			5.0		
NC_073236.2	-1::NC_073236.2:19065643-19073290	7647	False	0.5266	0		127.0			3.0						286.0	162.0	165.0		21.0			159.0	10.0			1.0	128.0		3.0		7.0	284.0	141.0	425.0						11.0	136.0	21.0					140.0	157.0					4.0	18.0	1.0				130.0	3.0	2.0					4.0		
NC_073236.2	-3::NC_073236.2:19068992-19076537	7545	False	0.5262	0		128.0									273.0	161.0	165.0		16.0			159.0	4.0				129.0		2.0		9.0	279.0	140.0	419.0					1.0	20.0	136.0	21.0					139.0	153.0					6.0	16.0					127.0	3.0	3.0		2.0			3.0	1.0	
NC_073236.2	-3::NC_073236.2:19076540-19099589	23049	False	0.5259	0		389.0			5.0						840.0	479.0	491.0	1.0	55.0			499.0	19.0			1.0	389.0		9.0		31.0	851.0	431.0	1272.0					1.0	54.0	422.0	73.0					412.0	471.0					9.0	54.0	4.0	2.0			389.0	12.0	8.0		1.0			8.0	1.0	
NC_073236.2	-1::NC_073236.2:19079566-19106236	26670	False	0.5258	0		451.0			1.0						972.0	564.0	585.0		67.0			571.0	16.0				445.0		9.0		35.0	968.0	489.0	1482.0					5.0	61.0	484.0	72.0					489.0	542.0					18.0	67.0	1.0	1.0			452.0	14.0	12.0		3.0			13.0	1.0	
NC_073236.2	-3::NC_073236.2:19099592-19107749	8157	False	0.5256	0		136.0			1.0						296.0	168.0	173.0		19.0			179.0	7.0				138.0		3.0		9.0	302.0	153.0	453.0					1.0	21.0	150.0	24.0					148.0	164.0					3.0	19.0	1.0	1.0			138.0	5.0	2.0		1.0			4.0		
NC_073236.2	-3::NC_073236.2:19107752-19139135	31383	False	0.5264	0		531.0									1150.0	650.0	654.0	1.0	57.0			687.0	29.0			4.0	525.0		17.0		50.0	1191.0	588.0	1765.0					1.0	63.0	567.0	69.0					555.0	639.0				1.0	15.0	78.0	2.0	3.0			530.0	18.0	7.0		1.0		1.0	12.0		
NC_073236.2	-2::NC_073236.2:19108908-19119870	10962	False	0.5268	0		188.0			1.0						409.0	231.0	235.0		25.0			228.0	9.0			1.0	186.0		3.0		13.0	411.0	202.0	608.0						18.0	199.0	33.0					197.0	224.0					5.0	27.0	1.0	1.0			186.0	4.0	3.0					6.0		
NC_073236.2	-1::NC_073236.2:19113328-19287679	174351	False	0.5267	1		3001.0	1.0		3.0	7.0			2.0	1.0	6658.0	3745.0	3703.0	5.0	159.0		6.0	3662.0	160.0	9.0		17.0	2991.0		23.0		344.0	6551.0	3262.0	9957.0		3.0	16.0	1.0	17.0	159.0	3016.0	247.0	11.0	1.0	2.0	2.0	2986.0	3663.0		3.0	1.0	1.0	72.0	548.0	1.0	21.0			2941.0	36.0	29.0		6.0	8.0	1.0	29.0	18.0	11.0
NC_073236.2	-2::NC_073236.2:19119873-19172223	52350	False	0.527	1		879.0			3.0		1.0		2.0		1956.0	1105.0	1105.0		81.0			1128.0	55.0			5.0	851.0		21.0		85.0	1939.0	970.0	2992.0				1.0	2.0	74.0	907.0	74.0					932.0	1092.0					32.0	198.0		11.0			882.0	29.0	14.0		2.0	1.0	1.0	20.0		
NC_073236.2	-3::NC_073236.2:19139138-19176983	37845	False	0.5267	1		603.0			2.0					1.0	1422.0	821.0	830.0		27.0		2.0	802.0	68.0			17.0	633.0		9.0		78.0	1440.0	693.0	2157.0						48.0	631.0	51.0	4.0				647.0	804.0		2.0			32.0	113.0		4.0			632.0	14.0	18.0					7.0		3.0
NC_073236.2	3::NC_073236.2:19160282-19170887	10605	False	0.5277	1		174.0								1.0	401.0	232.0	230.0		7.0			222.0	18.0			5.0	179.0		2.0		28.0	400.0	196.0	603.0						13.0	177.0	16.0	1.0				175.0	227.0					6.0	32.0		1.0			181.0	4.0	4.0							
NC_073236.2	1::NC_073236.2:19164753-19176456	11703	False	0.5268	1		195.0							4.0		452.0	262.0	255.0		7.0			250.0	14.0	2.0		2.0	195.0		3.0	2.0	23.0	429.0	212.0	671.0					1.0	4.0	188.0	14.0	2.0				200.0	251.0					7.0	55.0		5.0			193.0	1.0	2.0							
NC_073236.2	-2::NC_073236.2:19178703-19287357	108654	False	0.5271	1		1910.0			4.0	3.0				1.0	4192.0	2285.0	2250.0	1.0	92.0		5.0	2277.0	91.0	8.0		4.0	1880.0		5.0		242.0	4057.0	2070.0	6253.0		2.0	8.0	1.0	14.0	72.0	1893.0	121.0	17.0				1844.0	2290.0					18.0	346.0					1900.0	25.0	5.0		4.0	10.0	2.0	6.0	4.0	6.0
NC_073236.2	3::NC_073236.2:19182548-19191698	9150	False	0.5221	0		140.0				1.0					370.0	194.0	205.0				5.0	191.0	16.0	4.0			144.0			1.0	29.0	359.0	167.0	517.0		3.0	3.0				151.0	6.0	4.0				151.0	198.0						40.0					145.0	3.0				3.0				
NC_073236.2	-3::NC_073236.2:19183310-19287365	104055	False	0.5277	1		1829.0	1.0		5.0				1.0		3996.0	2191.0	2170.0	1.0	87.0		5.0	2164.0	86.0	3.0	1.0	1.0	1846.0		5.0		203.0	3816.0	1966.0	6011.0		4.0	14.0	4.0	7.0	90.0	1783.0	89.0	12.0			1.0	1809.0	2214.0				2.0	27.0	351.0					1839.0	34.0			3.0	6.0		4.0	4.0	
NC_073236.2	1::NC_073236.2:19183311-19257468	74157	False	0.5279	1		1324.0				3.0				1.0	2858.0	1557.0	1522.0	1.0	52.0		2.0	1532.0	56.0	4.0			1298.0		3.0		152.0	2780.0	1420.0	4277.0			4.0	1.0	10.0	52.0	1318.0	79.0	5.0				1277.0	1555.0					13.0	219.0					1317.0	16.0	2.0		1.0	6.0	2.0			
NC_073236.2	2::NC_073236.2:19190800-19275301	84501	False	0.5285	1		1524.0			2.0	1.0					3236.0	1792.0	1751.0	2.0	60.0			1723.0	56.0			1.0	1518.0		3.0		167.0	3152.0	1605.0	4870.0			9.0	1.0	10.0	72.0	1434.0	90.0	4.0				1464.0	1822.0					29.0	233.0					1510.0	17.0	2.0		2.0	4.0	1.0			
NC_073236.2	3::NC_073236.2:19191956-19215290	23334	False	0.5285	1		398.0									887.0	499.0	490.0	1.0	24.0		2.0	494.0	23.0				415.0				38.0	848.0	440.0	1343.0		1.0	2.0	1.0		27.0	378.0	29.0	2.0			1.0	409.0	516.0				2.0	9.0	79.0					409.0	11.0								
NC_073236.2	3::NC_073236.2:19215293-19254029	38736	False	0.5286	0		706.0									1493.0	794.0	784.0		24.0			801.0	19.0			1.0	711.0				50.0	1438.0	743.0	2255.0			3.0		4.0	22.0	703.0	26.0	3.0				705.0	799.0					5.0	98.0					711.0	13.0				1.0				
NC_073236.2	3::NC_073236.2:19261415-19270775	9360	False	0.5292	0		168.0			1.0						353.0	199.0	194.0		11.0			193.0	7.0				168.0		1.0		24.0	322.0	176.0	542.0			1.0	1.0		14.0	161.0	7.0	1.0				157.0	203.0					2.0	41.0					170.0	2.0			1.0					
NC_073236.2	3::NC_073236.2:19270778-19286483	15705	False	0.5284	0		278.0			2.0						593.0	338.0	330.0		18.0			321.0	14.0				280.0		3.0		34.0	560.0	296.0	909.0			3.0	2.0	2.0	19.0	262.0	12.0	2.0				267.0	340.0					7.0	61.0					276.0	5.0				1.0				
NC_073236.2	1::NC_073236.2:19271496-19279836	8340	False	0.5293	0		150.0			1.0						322.0	177.0	169.0		11.0			175.0	5.0				151.0				23.0	299.0	159.0	478.0			1.0			5.0	139.0	11.0	2.0				135.0	181.0					2.0	31.0					148.0	2.0			1.0	2.0				
NC_073236.2	-2::NC_073236.2:20055615-20205381	149766	False	0.5261	0	2.0	2449.0	3.0		2.0	18.0				16.0	5760.0	3267.0	3227.0	3.0	93.0		5.0	3212.0	200.0	4.0		7.0	2450.0		27.0		276.0	5717.0	2777.0	8619.0			24.0	1.0	17.0	98.0	2598.0	140.0	3.0	1.0		21.0	2594.0	3140.0		1.0		4.0	40.0	529.0		25.0			2462.0	24.0	32.0		5.0	1.0	3.0	17.0	4.0	4.0
NC_073236.2	-1::NC_073236.2:20055694-20154544	98850	False	0.5257	0		1607.0	1.0		4.0	14.0				23.0	3839.0	2163.0	2116.0		10.0		4.0	2098.0	159.0	2.0		4.0	1600.0		30.0		203.0	3859.0	1842.0	5769.0			15.0	1.0	17.0	15.0	1725.0	19.0	3.0	2.0		19.0	1700.0	2077.0					5.0	345.0		20.0			1595.0	3.0	27.0			3.0		6.0	2.0	4.0
NC_073236.2	-3::NC_073236.2:20055800-20216210	160410	False	0.5262	0		2639.0	4.0		6.0	16.0				19.0	6142.0	3468.0	3426.0		131.0		4.0	3422.0	210.0	3.0		6.0	2638.0		44.0		295.0	6143.0	2986.0	9226.0		1.0	18.0		23.0	123.0	2789.0	170.0	3.0		1.0	16.0	2790.0	3382.0		1.0		3.0	36.0	519.0	3.0	25.0			2631.0	42.0	27.0		4.0	1.0	3.0	18.0	8.0	5.0
NC_073236.2	2::NC_073236.2:20061346-20074342	12996	False	0.5267	0		214.0				2.0				1.0	507.0	278.0	269.0				1.0	275.0	23.0				204.0		3.0		23.0	506.0	246.0	758.0			2.0		2.0		224.0					1.0	231.0	278.0						52.0		5.0			219.0	2.0	5.0			1.0				
NC_073236.2	1::NC_073236.2:20062689-20074824	12135	False	0.5267	0		191.0	2.0			3.0				5.0	473.0	267.0	255.0				3.0	256.0	24.0				205.0		3.0		27.0	465.0	228.0	712.0			3.0		2.0		210.0					1.0	208.0	257.0					1.0	38.0		2.0			202.0		2.0							
NC_073236.2	3::NC_073236.2:20066009-20074586	8577	False	0.5266	0		142.0				2.0				1.0	330.0	193.0	183.0					178.0	11.0				145.0		4.0		17.0	326.0	161.0	503.0			2.0		2.0		153.0	1.0				4.0	146.0	185.0						33.0					136.0		1.0							
