clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TCT	codon_AGG	codon_GTT	codon_TTA	codon_GGG	codon_GGT	codon_CCT	codon_AAC	codon_CTA	codon_ACC	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTT	codon_ATT	codon_AGT	codon_AGC	codon_AAG	codon_CCA	codon_TTC	codon_ATG	codon_CAT	codon_AAT	codon_AGA	codon_CTT	codon_AAA	codon_GGC	codon_GTA	codon_TGT	codon_TCG	codon_TCC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CCC	codon_CTC	codon_ACT	codon_TGG	codon_CTG	codon_TCA	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GAA	codon_GCC	codon_ACG	codon_CGG
NC_072006.2	-3::NC_072006.2:52766027-52771079(-)	5052	False	0.5649	0	7.0		1.0	1.0		1.0	8.0		13.0	9.0		12.0	1.0	1.0						1.0	1.0	11.0	1.0	2.0	1.0	329.0	15.0	2.0	320.0	2.0	1.0	4.0	1.0				2.0	333.0	1.0	1.0	3.0	307.0	1.0	17.0	206.0	4.0	2.0			4.0	16.0	3.0	1.0	1.0	17.0	18.0			2.0		
NC_072006.2	-1::NC_072006.2:52766071-52771090(-)	5019	False	0.5657	0	8.0			1.0			13.0	1.0	10.0	14.0	2.0	11.0	1.0	2.0			1.0	1.0				3.0		1.0	1.0	315.0	14.0	2.0	317.0	2.0		3.0	1.0					332.0		2.0	1.0	327.0	1.0	15.0	204.0	4.0	3.0		1.0	5.0	18.0		1.0		15.0	18.0			2.0		
NC_072006.2	-2::NC_072006.2:52766094-52771314(-)	5220	False	0.5567	0	7.0	1.0	1.0	5.0		1.0	12.0		12.0	14.0	1.0	13.0	2.0	3.0	4.0		2.0	1.0		1.0	4.0	14.0	3.0	1.0	4.0	334.0	5.0	1.0	310.0	3.0		6.0	4.0			4.0	1.0	351.0	2.0		1.0	321.0	2.0	13.0	193.0	6.0	3.0		2.0	10.0	18.0	5.0		2.0	18.0	15.0		1.0	3.0		
NC_072006.2	1::NC_072006.2:67677885-67683840(+)	5955	False	0.6433	0	33.0		55.0		177.0	9.0	181.0							84.0				132.0		2.0		1.0	2.0	1.0	178.0	1.0	178.0					2.0		93.0		137.0	1.0	357.0		162.0				1.0	17.0	7.0	1.0	1.0	170.0	1.0											1.0
NC_072006.2	-2::NC_072006.2:67677918-67683882(-)	5964	False	0.6435	0		180.0			16.0			54.0	1.0	8.0			84.0	1.0		357.0		1.0	4.0	2.0			1.0	2.0	2.0	2.0		1.0		1.0	33.0	178.0							137.0					132.0	178.0		2.0	2.0	3.0		1.0	170.0				1.0	162.0	178.0	94.0		
NC_072006.2	-2::NC_072006.2:68743362-68749476(-)	6114	False	0.516	0							361.0	314.0	631.0	633.0														71.0		2.0															1.0				25.0																
NC_072006.2	2::NC_072006.2:68743363-68749477(+)	6114	False	0.5159	0		631.0	633.0	291.0	386.0	2.0			70.0						23.0																																	1.0	1.0												
NC_071994.2	-3::NC_071994.2:914734-929251(-)	14517	False	0.57	1	140.0	34.0	34.0	14.0	73.0	42.0	192.0	34.0	38.0	621.0	1.0	26.0	66.0	4.0	26.0	29.0	8.0	62.0	11.0	20.0	10.0	23.0	90.0	173.0	32.0	271.0	104.0	76.0	74.0	14.0	12.0	49.0	37.0	43.0	2.0	3.0	26.0	289.0	413.0	7.0	35.0	97.0	12.0	257.0	169.0	46.0	250.0	4.0	15.0	138.0	57.0	93.0	2.0	3.0	6.0	81.0	6.0	33.0	192.0	114.0	6.0
NC_071994.2	2::NC_071994.2:1002610-1013347(+)	10737	False	0.6132	2	14.0	5.0	5.0		8.0	9.0	41.0	8.0	5.0	986.0	6.0	1.0	13.0	14.0	3.0	14.0	14.0	92.0	25.0	4.0	7.0	8.0	50.0	37.0	9.0	356.0	13.0	15.0	3.0	9.0	5.0	5.0	5.0	121.0	51.0	12.0	5.0	15.0	463.0	3.0	12.0	133.0	3.0	5.0	267.0	8.0	169.0	10.0	20.0	22.0	59.0	129.0	3.0	11.0	1.0	14.0	15.0	6.0	46.0	180.0	7.0
NC_071994.2	1::NC_071994.2:1004799-1013100(+)	8301	False	0.6205	1	1.0	1.0				110.0	9.0	393.0		215.0	6.0	12.0		7.0		2.0			27.0			9.0	11.0	4.0	2.0	2.0	1.0		107.0	6.0	5.0		1.0	2.0		1.0	1.0	12.0	115.0	43.0	2.0	13.0	149.0	711.0	333.0	9.0	2.0	19.0		3.0	4.0	33.0	1.0	270.0	4.0	6.0			16.0	1.0	86.0
NC_071994.2	-3::NC_071994.2:1006120-1011310(-)	5190	False	0.6222	1			2.0		144.0	519.0		1.0			76.0	1.0		4.0	2.0	4.0			1.0	11.0			96.0					2.0	4.0	2.0	2.0			17.0		252.0	1.0	2.0		9.0			29.0	51.0		3.0	24.0	187.0	72.0		2.0	5.0	1.0	2.0	105.0			2.0	65.0		30.0
NC_071994.2	-1::NC_071994.2:1007730-1012986(-)	5256	False	0.6237	1		4.0	248.0		221.0	138.0	1.0			72.0	8.0		5.0			4.0	5.0	444.0	4.0	2.0		4.0	2.0			9.0		71.0		7.0		2.0		10.0	97.0	76.0		1.0	1.0			3.0				19.0	6.0	1.0	22.0		62.0				1.0	171.0	25.0		1.0	4.0	1.0
NC_071994.2	2::NC_071994.2:1096249-1113430(+)	17181	False	0.571	2	317.0	45.0	60.0		35.0	43.0	317.0	67.0	5.0	727.0	13.0	5.0	37.0	124.0	27.0	71.0	26.0	134.0	106.0	196.0	31.0	6.0	39.0	537.0	72.0	93.0	32.0	18.0	31.0	7.0	48.0	11.0	45.0	67.0	20.0	28.0	22.0	159.0	645.0	32.0	19.0	112.0	35.0	55.0	160.0	44.0	226.0	41.0	46.0	50.0	52.0	153.0	24.0	70.0	12.0	33.0	4.0	64.0	146.0	43.0	40.0
NC_071994.2	2::NC_071994.2:1161730-1175959(+)	14229	False	0.6346	2	27.0	67.0	5.0	1.0	104.0	19.0	39.0	51.0	21.0	676.0	3.0	1.0	100.0	49.0	10.0	18.0	5.0	117.0	72.0	62.0	23.0	8.0	37.0	133.0	25.0	163.0	50.0	68.0	9.0	12.0	13.0	33.0	43.0	124.0	5.0	23.0	20.0	347.0	380.0	22.0	9.0	70.0	28.0	67.0	266.0	63.0	232.0	54.0	152.0	35.0	32.0	80.0	4.0	44.0	12.0	46.0	21.0	35.0	318.0	178.0	12.0
NC_071994.2	1::NC_071994.2:1166217-1172616(+)	6399	False	0.6276	1	1.0	20.0	1.0		19.0	18.0	58.0	83.0		72.0	4.0	2.0		37.0	18.0				15.0	54.0		5.0	10.0	159.0	45.0	35.0	4.0		40.0	4.0	19.0	19.0	4.0	55.0		18.0		57.0	18.0	18.0	20.0	2.0	58.0	532.0	86.0	207.0	32.0	26.0	1.0	1.0		42.0		129.0		18.0		36.0	1.0		30.0
NC_071994.2	-1::NC_071994.2:1166958-1173009(-)	6051	False	0.6265	1	17.0	53.0	79.0		81.0	68.0	20.0	1.0	2.0	19.0	5.0		35.0	1.0	18.0	57.0	2.0	496.0	191.0	146.0	4.0	3.0	29.0	50.0	17.0	26.0	33.0	43.0		5.0	2.0	42.0		4.0	56.0	20.0			17.0	1.0	16.0	4.0			18.0	15.0	9.0	33.0	40.0		27.0	1.0		17.0		120.0	16.0	5.0	52.0		1.0
NC_071994.2	2::NC_071994.2:12196426-12214498(+)	18072	False	0.4904	2	90.0	8.0	160.0	32.0	125.0	153.0	220.0	68.0	24.0	22.0	389.0	5.0	61.0	2.0	103.0	158.0	35.0	316.0	147.0	78.0	64.0	136.0	57.0	64.0	417.0	240.0	94.0	266.0	43.0	73.0	10.0	58.0	441.0	201.0	51.0	10.0	13.0	69.0	29.0	4.0	30.0	124.0	4.0	58.0	263.0	40.0	34.0	33.0	150.0	49.0	22.0	35.0	4.0	244.0	6.0	97.0	10.0	202.0	70.0	9.0	4.0
NC_071994.2	-1::NC_071994.2:49257894-49263489(-)	5595	False	0.3982	0	23.0	1.0	26.0	21.0		1.0	21.0	8.0	16.0	10.0	3.0	17.0	13.0	15.0	12.0		6.0			4.0	42.0	226.0	7.0	2.0	4.0	194.0	277.0	8.0	239.0	13.0	2.0	30.0	9.0		1.0	11.0	2.0	254.0	79.0	2.0	24.0	11.0	26.0	70.0	7.0	9.0	16.0	1.0	1.0	32.0	10.0	3.0	3.0	3.0	22.0	4.0	1.0		1.0	22.0	
NC_071994.2	-3::NC_071994.2:53830039-53835769(-)	5730	False	0.4005	0	14.0		35.0	17.0		1.0	19.0	4.0	12.0	9.0	5.0	21.0	30.0	21.0	16.0	1.0	12.0	3.0		2.0	40.0	236.0	5.0	1.0		209.0	293.0	9.0	202.0	17.0	1.0	42.0	11.0	1.0	1.0	6.0	5.0	227.0	79.0	6.0	26.0	14.0	27.0	95.0	6.0	9.0	19.0		6.0	35.0	13.0	7.0	3.0	1.0	19.0	3.0			2.0	12.0	
NC_071994.2	-3::NC_071994.2:53873515-53878750(-)	5235	False	0.3975	0	15.0		13.0	21.0		1.0	21.0	1.0	14.0	7.0	4.0	18.0	13.0	24.0	17.0		12.0			1.0	31.0	249.0	7.0	1.0		208.0	225.0	7.0	221.0	21.0		34.0	5.0		4.0	9.0	3.0	222.0	60.0	8.0	18.0	13.0	20.0	68.0	11.0	9.0	13.0		4.0	29.0	9.0	2.0	4.0	1.0	17.0	6.0	2.0	4.0	2.0	15.0	1.0
NC_071994.2	-1::NC_071994.2:54083898-54089679(-)	5781	False	0.3939	0	16.0	1.0	18.0	19.0		1.0	20.0	10.0	12.0	10.0	3.0	8.0	13.0	22.0	19.0		11.0		1.0	2.0	55.0	261.0	4.0		2.0	240.0	281.0	4.0	249.0	15.0	4.0	29.0	6.0		1.0	6.0	5.0	228.0	69.0	5.0	26.0	21.0	20.0	75.0	7.0	7.0	17.0		4.0	39.0	8.0	9.0	3.0	1.0	18.0	7.0	1.0		2.0	12.0	
NC_071994.2	-3::NC_071994.2:54088714-54094366(-)	5652	False	0.3868	0	17.0		17.0	22.0			20.0	8.0	8.0	4.0	5.0	22.0	18.0	27.0	16.0		14.0	2.0		2.0	42.0	277.0	2.0			233.0	254.0	1.0	237.0	22.0	2.0	39.0	4.0	2.0	1.0	8.0	2.0	246.0	66.0	3.0	20.0	7.0	21.0	54.0	6.0	5.0	16.0	2.0	4.0	45.0	9.0	4.0	3.0		23.0	4.0	1.0	8.0	1.0	8.0	
NC_071994.2	-3::NC_071994.2:54106549-54111817(-)	5268	False	0.395	0	12.0		33.0	12.0		1.0	20.0	2.0	17.0	3.0	2.0	19.0	17.0	17.0	17.0		8.0	1.0		1.0	33.0	242.0	4.0	1.0		206.0	251.0	6.0	220.0	26.0		25.0	6.0		3.0	3.0	9.0	230.0	59.0	4.0	22.0	9.0	28.0	63.0	6.0	11.0	14.0		6.0	31.0	6.0	7.0	3.0	2.0	19.0	4.0		1.0	4.0	10.0	
NC_071994.2	-1::NC_071994.2:54669327-54674832(-)	5505	False	0.408	0	16.0	1.0	29.0	15.0			31.0	3.0	12.0	13.0	6.0	15.0	10.0	19.0	17.0	1.0	9.0			2.0	30.0	230.0	6.0			197.0	249.0	3.0	217.0	28.0	3.0	32.0	8.0		2.0	8.0	4.0	252.0	72.0	4.0	27.0	16.0	16.0	85.0	9.0	13.0	16.0		8.0	28.0	11.0	8.0	6.0	2.0	24.0	3.0		1.0	1.0	17.0	
NC_071994.2	1::NC_071994.2:59508393-59513745(+)	5352	False	0.5749	1	138.0			3.0	1.0		2.0	3.0	1.0	52.0	1.0	8.0	7.0	6.0	1.0		102.0	4.0			1.0	3.0	5.0	1.0	1.0	1.0	4.0	48.0	13.0	3.0	133.0	1.0	1.0		7.0	7.0		119.0	53.0	71.0	2.0	4.0	31.0	448.0	18.0	10.0	9.0		137.0	94.0		6.0			4.0	1.0	5.0		212.0	2.0	
NC_071994.2	1::NC_071994.2:66034881-66040878(+)	5997	False	0.598	1		2.0		2.0	261.0	4.0	1.0	1.0	1.0	3.0	1.0		4.0			85.0	2.0	5.0	342.0		1.0		8.0	1.0	5.0	1.0	1.0		2.0		362.0	1.0	6.0		1.0	5.0			278.0	3.0	2.0		1.0	286.0	6.0	2.0		3.0	2.0	30.0		58.0	35.0	101.0						45.0	39.0
NC_071994.2	-2::NC_071994.2:66034913-66040892(-)	5979	False	0.5984	1	398.0	1.0		1.0		7.0	5.0	1.0	1.0	1.0			1.0	2.0	2.0	1.0		253.0	30.0		5.0		1.0	1.0	1.0	7.0	4.0		3.0	1.0	1.0	2.0	1.0		1.0	343.0	1.0	44.0	4.0	35.0	2.0	2.0		4.0	273.0	324.0		2.0	44.0	2.0	65.0	1.0			41.0	70.0	1.0		1.0	1.0	1.0
NC_071994.2	2::NC_071994.2:66034942-66040774(+)	5832	False	0.6015	1		34.0	1.0		237.0							1.0	3.0			30.0	1.0	12.0	358.0						6.0	4.0					359.0		1.0	35.0		3.0			290.0	1.0				275.0	2.0		30.0	2.0		1.0	2.0	28.0		113.0				5.0		66.0	44.0
NC_071994.2	3::NC_071994.2:66035006-66040853(+)	5847	False	0.6008	1		2.0			272.0					6.0	1.0		1.0		1.0	44.0			323.0		1.0				1.0	1.0					397.0		5.0					1.0	340.0	1.0	2.0		1.0	252.0		30.0	1.0	7.0			1.0	44.0	1.0	68.0	1.0		35.0	3.0		41.0	65.0
NC_071994.2	-1::NC_071994.2:111622392-111627834(-)	5442	False	0.4217	1	68.0	38.0	23.0	32.0	20.0	23.0	47.0	39.0	15.0	21.0	49.0	23.0	22.0	6.0	20.0	30.0	15.0	19.0	50.0	29.0	47.0	34.0	50.0	39.0	35.0	43.0	27.0	26.0	34.0	77.0	56.0	23.0	76.0	18.0	20.0	18.0	5.0	34.0	58.0	3.0	38.0	16.0	8.0	21.0	30.0	10.0	39.0	11.0	18.0	76.0	5.0	49.0	8.0	39.0	3.0	14.0	2.0	87.0	20.0	6.0	2.0
NC_072007.2	1::NC_072007.2:3056943-3063621(+)	6678	False	0.4039	1	20.0		32.0	18.0		1.0	28.0	7.0	14.0	9.0	5.0	21.0	23.0	24.0	26.0	1.0	13.0	1.0		2.0	50.0	281.0	8.0		2.0	259.0	311.0	8.0	280.0	21.0	2.0	42.0	7.0			6.0	5.0	296.0	72.0	5.0	31.0	19.0	16.0	90.0	15.0	20.0	30.0	1.0	3.0	34.0	8.0	9.0	2.0		18.0	4.0	1.0	2.0	3.0	18.0	2.0
NC_072007.2	-2::NC_072007.2:6931784-6939200(-)	7416	False	0.4052	0	24.0	2.0	40.0	16.0		1.0	32.0	9.0	29.0	14.0	5.0	19.0	25.0	24.0	21.0	1.0	14.0	1.0		1.0	66.0	314.0	7.0	1.0	3.0	292.0	338.0	7.0	272.0	39.0	6.0	65.0	7.0	1.0	5.0	7.0	3.0	345.0	76.0	9.0	24.0	19.0	20.0	101.0	11.0	9.0	18.0	1.0	5.0	28.0	13.0	7.0	3.0	1.0	37.0	5.0		1.0		27.0	1.0
NC_072007.2	-3::NC_072007.2:6974746-6982837(-)	8091	False	0.4059	0	36.0		20.0	22.0		4.0	30.0	12.0	16.0	2.0	1.0	28.0	44.0	33.0	28.0		15.0			7.0	63.0	343.0	4.0		1.0	325.0	368.0	4.0	351.0	17.0		35.0	12.0		1.0	2.0		363.0	98.0		20.0	14.0	38.0	128.0	9.0	30.0	41.0		7.0	54.0	19.0	4.0	3.0	3.0	27.0		4.0	1.0	3.0	7.0	
NC_072007.2	-1::NC_072007.2:6974985-6983718(-)	8733	False	0.4036	0	17.0		37.0	22.0			32.0	2.0	19.0	25.0	3.0	19.0	23.0	34.0	39.0		16.0				63.0	380.0	3.0		1.0	342.0	380.0	8.0	390.0	31.0	4.0	59.0	7.0			5.0	9.0	391.0	107.0		39.0	23.0	41.0	125.0	22.0	33.0	54.0	3.0	5.0	28.0	9.0	8.0	2.0	1.0	29.0	2.0		3.0	9.0	6.0	1.0
NC_072007.2	2::NC_072007.2:8377363-8385088(+)	7725	False	0.4038	0	11.0	1.0	50.0	20.0		2.0	30.0	6.0	13.0	5.0	6.0	14.0	28.0	35.0	34.0		12.0	1.0	1.0	1.0	71.0	318.0	4.0	1.0	1.0	305.0	373.0	12.0	327.0	23.0	2.0	42.0	11.0		5.0	15.0	5.0	323.0	100.0	3.0	41.0	8.0	23.0	120.0	12.0	17.0	19.0	1.0	4.0	32.0	14.0	5.0	7.0	3.0	29.0	6.0	1.0	1.0	2.0	19.0	
NC_072007.2	2::NC_072007.2:9642052-9647116(+)	5064	False	0.3947	0	15.0		17.0	21.0		1.0	19.0	5.0	9.0	4.0	3.0	17.0	11.0	26.0	21.0		12.0			2.0	40.0	222.0	3.0	1.0	1.0	198.0	232.0	2.0	221.0	26.0		31.0	11.0	1.0	2.0	4.0	3.0	234.0	64.0	4.0	17.0	15.0	17.0	50.0	5.0	7.0	11.0		7.0	20.0	17.0	5.0	5.0	1.0	14.0	5.0			4.0	5.0	
NC_072007.2	3::NC_072007.2:11013539-11019182(+)	5643	False	0.3936	1	14.0		26.0	23.0		1.0	17.0	3.0	12.0	7.0	6.0	7.0	20.0	10.0	21.0		9.0			3.0	49.0	256.0	4.0	1.0	1.0	225.0	267.0	7.0	229.0	25.0	3.0	37.0	4.0		5.0	3.0	3.0	239.0	71.0	3.0	32.0	6.0	15.0	97.0	10.0	8.0	12.0	1.0	1.0	42.0	6.0	8.0	1.0	1.0	14.0	2.0		1.0	2.0	10.0	1.0
NC_072007.2	2::NC_072007.2:11475070-11482765(+)	7695	False	0.4027	1	22.0	2.0	45.0	20.0		5.0	31.0	11.0	20.0	8.0	4.0	15.0	18.0	23.0	25.0	1.0	11.0	1.0		3.0	78.0	324.0	9.0	1.0	3.0	293.0	362.0	9.0	318.0	27.0	1.0	36.0	9.0	1.0	2.0	10.0	6.0	341.0	93.0	4.0	25.0	9.0	25.0	111.0	15.0	10.0	27.0	1.0	6.0	46.0	12.0	8.0	10.0	1.0	38.0	2.0	1.0		4.0	20.0	2.0
NC_072007.2	-3::NC_072007.2:11659216-11665006(-)	5790	False	0.3972	0	14.0	2.0	21.0	15.0		2.0	20.0	5.0	17.0	8.0	8.0	14.0	13.0	22.0	19.0	5.0	12.0				50.0	270.0	5.0		3.0	239.0	271.0	2.0	228.0	19.0	7.0	43.0	6.0	1.0	1.0	8.0	4.0	255.0	63.0	2.0	22.0	11.0	22.0	88.0	11.0	7.0	11.0	1.0	3.0	33.0	12.0	6.0	2.0	3.0	13.0	1.0		1.0		8.0	1.0
NC_072007.2	-3::NC_072007.2:11699338-11704393(-)	5055	False	0.3998	0	16.0	1.0	20.0	10.0		1.0	18.0		16.0	10.0	1.0	20.0	20.0	13.0	22.0		12.0	1.0		1.0	32.0	223.0	6.0	3.0		203.0	237.0	11.0	214.0	16.0	2.0	31.0	7.0	1.0	2.0	10.0	5.0	229.0	56.0	2.0	16.0	9.0	16.0	64.0	6.0	6.0	14.0	1.0	6.0	28.0	7.0	4.0	1.0	3.0	14.0	2.0		2.0	3.0	10.0	1.0
NC_072007.2	1::NC_072007.2:13582212-13587948(+)	5736	False	0.402	0	9.0		19.0	17.0		1.0	30.0	5.0	16.0	9.0	7.0	9.0	18.0	15.0	13.0		7.0				37.0	236.0	5.0			215.0	277.0	5.0	260.0	23.0	2.0	39.0	6.0		2.0	3.0	6.0	282.0	84.0		23.0	17.0	17.0	61.0	5.0	17.0	29.0		6.0	28.0	5.0	4.0	8.0	1.0	11.0	2.0		4.0	6.0	11.0	
NC_072007.2	-3::NC_072007.2:14466625-14473183(-)	6558	False	0.3998	0	13.0	1.0	40.0	14.0		1.0	28.0	5.0	14.0	11.0	7.0	19.0	9.0	20.0	24.0		17.0	1.0		2.0	60.0	281.0	7.0			256.0	312.0	1.0	292.0	24.0	4.0	29.0	8.0		5.0	4.0	7.0	299.0	67.0	6.0	26.0	9.0	26.0	79.0	16.0	14.0	21.0		6.0	31.0	14.0	8.0	3.0	2.0	18.0	4.0		4.0		16.0	1.0
NC_072007.2	1::NC_072007.2:43864692-43870614(+)	5922	False	0.4943	2	99.0	23.0	30.0	46.0	32.0	17.0	80.0	9.0	10.0	40.0	47.0	22.0	68.0	2.0	42.0	15.0	12.0	60.0	109.0	49.0	13.0	23.0	31.0	35.0	35.0	81.0	2.0	112.0	22.0	16.0	45.0	16.0	42.0	8.0	40.0	2.0	19.0	51.0	55.0	23.0	12.0	9.0	13.0	5.0	30.0	3.0	48.0	1.0	39.0	74.0	15.0	50.0	13.0	32.0	17.0	11.0	17.0	68.0	13.0	11.0	10.0
NC_072007.2	1::NC_072007.2:53590422-53595966(+)	5544	False	0.5438	1	2.0							7.0	1.0	93.0			7.0	3.0	1.0		21.0	2.0				7.0	2.0	2.0		187.0	9.0	3.0	17.0	6.0	2.0	3.0	3.0	1.0		2.0	1.0	74.0	463.0	8.0	20.0	10.0	11.0	639.0	27.0	92.0	88.0		1.0	9.0		8.0		3.0	1.0	1.0			7.0	4.0	
NC_072007.2	2::NC_072007.2:53590432-53595976(+)	5544	False	0.5435	1	2.0	1.0	1.0		1.0		1.0	9.0	2.0	113.0		2.0	8.0	3.0			13.0	1.0		1.0	1.0	3.0		4.0		174.0	10.0	1.0	19.0	10.0	3.0	4.0	4.0			2.0		105.0	478.0	2.0	22.0	6.0	20.0	617.0	24.0	82.0	66.0	1.0	2.0	5.0	2.0	7.0	1.0	2.0	1.0	3.0	1.0	1.0	3.0	3.0	1.0
NC_072007.2	3::NC_072007.2:53590454-53595998(+)	5544	False	0.5435	1	4.0					2.0	1.0	15.0	1.0	102.0	1.0		7.0	1.0	1.0		10.0	2.0	2.0	1.0	1.0	7.0	1.0	3.0	1.0	226.0	7.0	2.0	31.0	9.0	2.0	2.0	2.0	1.0				95.0	448.0	6.0	14.0	12.0	15.0	612.0	17.0	67.0	92.0	2.0	1.0	3.0	2.0	7.0		3.0		1.0			1.0	5.0	
NC_072007.2	-3::NC_072007.2:55891459-55897339(-)	5880	False	0.515	0		121.0	92.0			119.0		11.0	47.0	120.0	1.0	31.0	1.0	1.0	2.0		120.0	1.0		1.0	4.0	24.0	128.0	115.0	1.0		1.0	1.0	2.0	3.0	122.0	2.0	1.0	1.0				1.0	121.0		2.0	1.0	110.0	89.0		71.0	2.0	122.0	240.0	1.0		1.0		1.0		5.0			120.0		
NC_072007.2	-2::NC_072007.2:57131063-57137675(-)	6612	False	0.5375	0							784.0	1022.0	71.0	79.0																9.0																			1.0						238.0										
NC_072007.2	1::NC_072007.2:57131064-57137676(+)	6612	False	0.5374	0		71.0	79.0	784.0	1030.0	2.0																					238.0																																		
NC_072007.2	-3::NC_072007.2:57131536-57139204(-)	7668	False	0.5312	0							255.0	255.0	784.0	1022.0																															1.0				1.0								238.0								
NC_072007.2	3::NC_072007.2:57131537-57139205(+)	7668	False	0.531	0		784.0	1022.0	255.0	254.0	2.0																																										1.0													238.0
NC_071995.2	-3::NC_071995.2:2802-9081(-)	6279	False	0.5018	0		936.0	947.0	99.0	110.0	1.0																																																							
NC_071995.2	2::NC_071995.2:2803-9082(+)	6279	False	0.502	0							99.0	99.0	936.0	947.0																11.0																			1.0																
NC_071995.2	-1::NC_071995.2:3521-9020(-)	5499	False	0.5021	0				905.0	916.0	1.0									11.0																																														
NC_071995.2	1::NC_071995.2:3522-9021(+)	5499	False	0.5023	0							905.0	916.0																																					12.0																
NC_071995.2	1::NC_071995.2:33106182-33111219(+)	5037	False	0.3861	0	58.0	13.0	38.0	32.0	6.0	16.0	45.0	32.0	19.0	22.0	48.0	22.0	32.0	8.0	27.0	24.0	26.0	22.0	35.0	25.0	28.0	31.0	43.0	23.0	56.0	46.0	6.0	37.0	24.0	82.0	18.0	18.0	105.0	7.0	36.0	26.0	4.0	12.0	53.0		68.0	15.0	13.0	13.0	19.0	7.0	47.0	7.0	17.0	58.0	5.0	64.0	4.0	24.0	8.0	10.0	5.0	74.0	9.0	5.0	2.0
NC_071995.2	2::NC_071995.2:38089258-38100541(+)	11283	False	0.4878	0	66.0	19.0	61.0	45.0	307.0	36.0	19.0	2.0	120.0	17.0	9.0	3.0	63.0	1.0	10.0	433.0	68.0	236.0	47.0	240.0	12.0	35.0	27.0		6.0	117.0	1.0	16.0		20.0	88.0	6.0	44.0	15.0	50.0		5.0	2.0	570.0		31.0	3.0	4.0	2.0		4.0	293.0	5.0	13.0	408.0	3.0	8.0	6.0	4.0		8.0	4.0	130.0	7.0	11.0	1.0
NC_071995.2	-3::NC_071995.2:38092758-38098662(-)	5904	False	0.5076	0	36.0	2.0	188.0		5.0	52.0	167.0	1.0	20.0	68.0	209.0	1.0	12.0				12.0	5.0	3.0	163.0	18.0	28.0	88.0	12.0		270.0	12.0	1.0	1.0	14.0	1.0	31.0			19.0	7.0	1.0	1.0	12.0			27.0			2.0	5.0	106.0		3.0	54.0	3.0		1.0	14.0	2.0	278.0			10.0	3.0	
NC_071995.2	-1::NC_071995.2:48121901-48128549(-)	6648	False	0.5137	2	51.0	19.0	19.0	23.0	80.0	11.0	159.0	13.0	21.0	91.0	29.0	16.0	22.0	1.0	35.0	26.0	34.0	19.0	57.0	54.0	20.0	26.0	23.0	9.0	67.0	36.0	14.0	35.0	16.0	14.0	25.0	31.0	86.0	7.0	13.0	4.0	3.0	25.0	31.0	1.0	57.0	77.0	10.0	8.0	26.0	89.0	50.0	18.0	62.0	40.0	2.0	257.0	5.0	19.0	4.0	21.0	17.0	118.0	57.0	3.0	10.0
NC_071995.2	-2::NC_071995.2:54629449-54634963(-)	5514	False	0.5537	2	98.0	2.0	33.0	16.0	37.0	28.0	120.0	12.0	21.0	58.0	13.0	4.0	50.0	8.0	11.0	33.0	14.0	32.0	24.0	100.0	15.0	21.0	19.0	11.0	34.0	146.0	11.0	16.0	9.0	16.0	10.0	27.0	92.0	18.0	16.0	10.0	4.0	78.0	31.0	2.0	16.0	11.0	5.0	8.0	150.0	26.0	98.0	2.0	23.0	34.0	7.0	20.0	2.0	15.0	2.0	21.0	3.0	21.0	72.0	2.0	
NC_071995.2	-2::NC_071995.2:108144004-108150562(-)	6558	False	0.6003	1		77.0	1.0		45.0	1.0	14.0	63.0	2.0	71.0	2.0		69.0	6.0	2.0	95.0	4.0	6.0	9.0	22.0		1.0	4.0	34.0	83.0	135.0	5.0	65.0	61.0	5.0	13.0	2.0	39.0	62.0	1.0	1.0	1.0	83.0	154.0	17.0	95.0	2.0	6.0	190.0	166.0	82.0	43.0	66.0	2.0	8.0	13.0	27.0	22.0	64.0	10.0	6.0	14.0	62.0	6.0	32.0	15.0
NC_071995.2	-1::NC_071995.2:108196031-108201044(-)	5013	False	0.5518	2	1.0	24.0			50.0	1.0	7.0	107.0	5.0	85.0	1.0		30.0	2.0	1.0	76.0	1.0	1.0		8.0		3.0	2.0	12.0	37.0	141.0	5.0	55.0	58.0	7.0	8.0	4.0	62.0	11.0	1.0	1.0		56.0	141.0	5.0	78.0	7.0	4.0	142.0	124.0	52.0	44.0	59.0		5.0	7.0	14.0	7.0	25.0	3.0	2.0		70.0	4.0	11.0	4.0
NC_071995.2	1::NC_071995.2:108419175-108425592(+)	6417	False	0.5835	0	25.0	2.0	1.0	7.0			1.0	9.0	9.0	385.0	2.0	2.0	20.0	2.0	1.0				1.0	1.0		6.0	1.0	15.0	1.0	468.0		1.0	178.0	1.0	6.0	1.0				2.0	3.0	13.0	13.0	8.0	6.0	115.0	13.0	606.0	1.0	26.0	12.0	1.0	2.0	119.0	5.0	24.0	3.0	3.0	7.0	5.0		3.0	2.0	1.0	
