clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGA	codon_CTA	codon_GAT	codon_TAT	codon_GCA	codon_TGC	codon_TTG	codon_GGA	codon_ATA	codon_GTG	codon_GAG	codon_GCT	codon_TTA	codon_TTT	codon_ATT	codon_TAG	codon_ATG	codon_CAT	codon_TGG	codon_GAA	codon_AGC	codon_CTT	codon_ACT	codon_GGG	codon_AAT	codon_AGT	codon_AAA	codon_GGC	codon_GTA	codon_CCA	codon_TCT	codon_TGT	codon_TCG	codon_TCC	codon_TTC	codon_ACA	codon_CGC	codon_CAA	codon_ATC	codon_TAC	codon_CAC	codon_CTC	codon_CTG	codon_TCA	codon_GTT	codon_CCG	codon_CAG	codon_CGA	codon_GAC	codon_CGT	codon_GTC	codon_GCG	codon_GCC	codon_ACG	codon_AAG	codon_GGT	codon_AGG	codon_CGG	codon_TGA
NC_071990.2	-3::NC_071990.2:172461487-172470817	9330	False	0.3773	0		2.0			2.0	1.0						25.0		67.0	473.0	89.0	81.0		1.0	43.0		13.0	1.0		275.0	5.0		449.0		475.0	40.0	1.0	1.0	216.0	1.0		1.0			256.0					273.0	10.0		231.0		20.0	48.0	1.0		4.0		2.0			1.0			1.0	1.0	
NC_085928.1	-3::NC_085928.1:2341-11347	9006	False	0.5167	0	80.0	166.0	176.0	1289.0	1218.0																					26.0						2.0																			36.0													9.0
NC_085928.1	3::NC_085928.1:2342-11348	9006	False	0.5168	0	1218.0		81.0	175.0	168.0		1289.0																																														36.0	9.0				26.0						
NC_085928.1	-1::NC_085928.1:3339-11409	8070	False	0.5198	0	11.0	1201.0	1334.0	1.0	1.0											17.0					9.0				19.0																				80.0			9.0																8.0
NC_085928.1	2::NC_085928.1:3340-11293	7953	False	0.5179	0	80.0		1.0	1289.0	1218.0																					26.0						1.0																			36.0													
NC_085928.1	-3::NC_085928.1:209536363-209544817	8454	False	0.5004	0						1.0							1.0								1389.0								2.0		1.0																			17.0											1390.0	17.0		
NC_085928.1	3::NC_085928.1:209536364-209544818	8454	False	0.5002	0																2.0		17.0											18.0					2.0																1389.0											1.0	1389.0		
NC_085928.1	-2::NC_085928.1:209536370-209544713	8343	False	0.5003	0																													2.0					1.0																1389.0												1389.0		
NC_085928.1	1::NC_085928.1:209536371-209544708	8337	False	0.5002	0																		1389.0											1390.0																																			
NC_071991.2	-2::NC_071991.2:2019-8154	6135	False	0.4999	0	1.0	280.0	280.0	741.0	743.0																																																											
NC_071991.2	2::NC_071991.2:2020-8155	6135	False	0.5001	0	741.0		1.0	280.0	280.0		741.0																																		2.0																							
NC_071991.2	3::NC_071991.2:355409-360563	5154	False	0.505	0	834.0				13.0		2.0		3.0	2.0		1.0		4.0	3.0		7.0		4.0	12.0		2.0	4.0	2.0		9.0	2.0	30.0	1.0	2.0	2.0	5.0		1.0	1.0	2.0			2.0	1.0	2.0		1.0	721.0	1.0	1.0	1.0	3.0	2.0	2.0	1.0	2.0		1.0		12.0		15.0	1.0	1.0				
NC_071991.2	-3::NC_071991.2:355448-360470	5022	False	0.5092	0	833.0				13.0					1.0				2.0	1.0		6.0		1.0	11.0		1.0		2.0		9.0	1.0	30.0		1.0	2.0	1.0				1.0			1.0	1.0	2.0			721.0		1.0		1.0		2.0		1.0		1.0		12.0		15.0						
NC_071991.2	-1::NC_071991.2:355471-360490	5019	False	0.5077	0		1.0		1.0	3.0			1.0	33.0		2.0			1.0	1.0		1.0		2.0	1.0	1.0		699.0				2.0			2.0			1.0		1.0	1.0	5.0			2.0		17.0	14.0		8.0	852.0	1.0					9.0		1.0	10.0									
NC_071991.2	-1::NC_071991.2:6055165-6061726	6561	False	0.8	2	46.0		446.0	80.0	1.0					46.0	1.0		5.0		35.0	151.0	45.0			1.0	36.0			36.0	1.0	92.0			251.0	1.0	90.0		113.0		36.0			2.0	69.0	1.0	2.0	79.0				34.0	46.0				80.0	80.0	35.0				47.0	37.0			1.0	114.0	2.0	45.0
NC_071991.2	-2::NC_071991.2:6058005-6065613	7608	False	0.8026	2	48.0		518.0	93.0						49.0			3.0		46.0	184.0	48.0				45.0			45.0		97.0			283.0		96.0		138.0		46.0			1.0	90.0			93.0				45.0	49.0				93.0	94.0	45.0			1.0	49.0	47.0			1.0	139.0	2.0	48.0
NC_071991.2	2::NC_071991.2:7473415-7483390	9975	False	0.7812	2	1.0		241.0	238.0	1.0	1.0	121.0	1.0	2.0	3.0	1.0	3.0	240.0	3.0	122.0	1.0	2.0	2.0		6.0		1.0	1.0	121.0	1.0		1.0	2.0	480.0	3.0	2.0	2.0	120.0		123.0	1.0	3.0	121.0	1.0	5.0		1.0	1.0	1.0	1.0	122.0	365.0	120.0	1.0	3.0	2.0			1.0	2.0	1.0	122.0	241.0			3.0	239.0	122.0	
NC_071991.2	-3::NC_071991.2:7473434-7483151	9717	False	0.7894	2	119.0		119.0	119.0							119.0				1.0	120.0	120.0				120.0			120.0					718.0				240.0		121.0				360.0			120.0		1.0		121.0	119.0	119.0			119.0	1.0	119.0	120.0		1.0				1.0		1.0		1.0
NC_071991.2	1::NC_071991.2:7473435-7483203	9768	False	0.7884	2	1.0		479.0	121.0		1.0	1.0		1.0		120.0				1.0	120.0	240.0								1.0	120.0	1.0	240.0	719.0		1.0		1.0		1.0		2.0	2.0	2.0	1.0		121.0	1.0				119.0	120.0	119.0			120.0					120.0	119.0	1.0		119.0	121.0		
NC_071991.2	1::NC_071991.2:12250926-12259260	8334	False	0.647	2	294.0		372.0	92.0	12.0	6.0	3.0	1.0	5.0	35.0	1.0	4.0	3.0	8.0	4.0	6.0	9.0	1.0		1.0		1.0	13.0	5.0	3.0	32.0	1.0	14.0	8.0	1.0	2.0	2.0	6.0	3.0	367.0	8.0	1.0		89.0	1.0	409.0	4.0	22.0	6.0	11.0	719.0	106.0	8.0	3.0	3.0	3.0	36.0	2.0	2.0	1.0	5.0	4.0	3.0	2.0	3.0	5.0	5.0	2.0	
NC_071991.2	3::NC_071991.2:12251345-12263321	11976	False	0.6455	2	447.0		585.0	133.0	15.0	1.0	2.0	1.0	7.0	31.0	3.0		1.0	25.0		2.0	2.0		1.0	1.0		1.0	22.0	6.0	3.0	35.0	3.0	32.0	3.0		1.0	1.0	3.0		494.0	2.0	2.0		157.0	1.0	654.0	5.0	11.0	18.0	14.0	1058.0	136.0	4.0	7.0	1.0	2.0	33.0	4.0	2.0	3.0	1.0		10.0	6.0					
NC_071991.2	2::NC_071991.2:12251383-12263269	11886	False	0.6462	1	459.0		578.0	128.0	27.0	3.0	4.0	1.0	6.0	30.0	6.0		2.0	17.0	1.0		1.0					2.0	35.0			32.0	1.0	13.0	1.0	1.0		1.0	2.0		442.0	1.0			169.0		650.0	2.0	14.0	16.0	17.0	1090.0	147.0	3.0	2.0		3.0	32.0		4.0	1.0	1.0	1.0	7.0	7.0	1.0		1.0		
NC_071991.2	-3::NC_071991.2:99591134-99596744	5610	False	0.531	1	1.0	1.0	1.0	2.0	4.0	2.0				123.0	118.0		1.0		212.0		115.0		1.0	49.0		2.0			115.0	67.0	1.0	179.0	131.0	114.0	1.0	4.0	114.0	106.0		1.0	1.0			1.0	2.0		2.0	47.0	2.0			2.0						1.0		91.0		26.0		1.0		1.0		228.0
NC_071991.2	-1::NC_071991.2:99591235-99596803	5568	False	0.5316	1			1.0							1.0	122.0	114.0	114.0								2.0	115.0	48.0	19.0	114.0	25.0	2.0		114.0	51.0	204.0	2.0			1.0	1.0	205.0		1.0			114.0				180.0	1.0	116.0				2.0		1.0						69.0	1.0	115.0		1.0
NC_071991.2	2::NC_071991.2:99591247-99596788	5541	False	0.5315	1										1.0	122.0	114.0	114.0									115.0	48.0	19.0	114.0	25.0	2.0		114.0	51.0	204.0	2.0			1.0		205.0		1.0			114.0				180.0		115.0				1.0								69.0	1.0	115.0		
NC_071991.2	3::NC_071991.2:129355379-129361046	5667	False	0.7341	1	6.0		550.0	320.0	1.0	1.0				1.0	5.0			1.0			3.0	1.0	6.0	1.0							22.0	6.0		1.0		1.0			4.0	113.0	3.0	3.0	347.0	30.0		11.0		1.0	1.0	7.0	396.0	6.0	4.0		14.0			1.0	1.0	9.0		11.0	1.0					
NC_071991.2	1::NC_071991.2:129355386-129361059	5673	False	0.7342	1	1.0		550.0	347.0	2.0		3.0		1.0	1.0	6.0	3.0					4.0	1.0	4.0			1.0					32.0	6.0							5.0	116.0		4.0	309.0	21.0	2.0	15.0				9.0	404.0	4.0	7.0	1.0	12.0			1.0	2.0	4.0		11.0	1.0				1.0	
NC_071991.2	2::NC_071991.2:129355405-129361036	5631	False	0.7368	1	6.0		535.0	324.0			1.0				4.0						3.0		5.0	1.0			1.0				29.0	3.0					1.0		4.0	93.0	1.0	4.0	329.0	31.0		9.0	1.0		2.0	11.0	433.0	8.0	2.0		8.0				8.0	2.0		18.0						
NC_071991.2	-1::NC_071991.2:129355672-129361045	5373	False	0.7463	1	5.0		527.0	318.0							3.0						1.0		2.0								14.0	1.0					1.0		2.0	91.0	1.0	1.0	321.0	18.0		5.0			1.0	6.0	427.0	8.0			8.0	1.0			8.0	2.0		18.0						1.0
NC_071991.2	-1::NC_071991.2:145885978-145893217	7239	False	0.509	1	2.0	3.0	8.0	5.0	5.0	32.0		282.0	1.0	9.0	6.0	3.0	446.0	15.0	89.0	87.0	1.0		2.0	3.0	22.0	360.0	10.0	414.0	104.0	2.0	3.0	2.0	16.0	89.0	76.0	2.0	3.0	2.0	4.0		4.0	10.0	1.0	1.0	31.0	2.0	3.0	6.0	2.0	2.0	3.0	6.0		4.0		41.0	7.0	65.0	1.0	3.0	1.0	4.0	39.0	8.0	7.0	5.0	32.0	17.0
NC_071991.2	-3::NC_071991.2:145886114-145893236	7122	False	0.5065	1	1.0	1.0	4.0		12.0	59.0		283.0	2.0	6.0	7.0	7.0	438.0	15.0	77.0	82.0				3.0	11.0	360.0	5.0	430.0	83.0	8.0		4.0	10.0	82.0	85.0	7.0	5.0	5.0	1.0	2.0	2.0	6.0	2.0	1.0	24.0	4.0	2.0	4.0	3.0	3.0	1.0	1.0		3.0		32.0	11.0	53.0		2.0	2.0	3.0	44.0	11.0	10.0	2.0	35.0	18.0
NC_072003.2	-2::NC_072003.2:688162-697054	8892	False	0.5892	0		2.0	173.0	1.0		1.0					2.0	133.0		1.0	135.0		266.0		131.0	5.0		102.0		268.0	134.0			2.0	134.0	1.0			1.0			135.0	122.0	45.0	317.0	2.0	134.0			50.0	1.0							136.0		71.0	12.0	280.0				33.0			133.0	1.0
NC_072003.2	2::NC_072003.2:688180-698353	10173	False	0.5888	0			196.0	3.0		4.0				3.0	4.0	153.0	2.0		153.0	1.0	306.0	1.0	150.0	6.0		117.0	1.0	305.0	152.0		2.0	2.0	153.0	1.0			2.0	3.0		154.0	140.0	51.0	360.0	3.0	152.0			58.0	1.0	1.0		3.0				152.0		80.0	12.0	317.0				36.0			151.0	
NC_072003.2	3::NC_072003.2:688211-697055	8844	False	0.5903	0				401.0						1.0	1.0	1.0	6.0		134.0				2.0				134.0	234.0		12.0			131.0		123.0		41.0		50.0	1.0	134.0		133.0	132.0	71.0						134.0	268.0	197.0		38.0						1.0			134.0	356.0	33.0	45.0	
NC_072003.2	-3::NC_072003.2:688431-698292	9861	False	0.5899	0			1.0					4.0		1.0	2.0				136.0		1.0		2.0	1.0	1.0	149.0	171.0	150.0		1.0					149.0		295.0		148.0	1.0	71.0	148.0	147.0	2.0		1.0	35.0			148.0	297.0	151.0		294.0				2.0	42.0	252.0	12.0	44.0		1.0	199.0	2.0		226.0
NC_072003.2	-2::NC_072003.2:5446816-5452354	5538	False	0.7591	2	66.0	67.0	200.0	67.0	1.0	66.0		3.0		67.0	66.0		3.0	2.0	3.0	69.0	67.0			1.0		1.0				1.0		1.0	400.0	1.0		1.0	67.0	1.0	1.0	68.0			67.0	1.0		68.0	1.0	2.0	1.0	3.0	69.0	69.0			66.0	67.0	67.0	1.0			1.0	1.0	2.0		1.0	68.0		1.0
NC_072003.2	1::NC_072003.2:5446914-5452377	5463	False	0.764	2	1.0		134.0	133.0		68.0	67.0		1.0	1.0	1.0				67.0		2.0							66.0					204.0			1.0	133.0		1.0	1.0		66.0	1.0			1.0	1.0	1.0		66.0	67.0	1.0	66.0		2.0	69.0	1.0			66.0	66.0	199.0		66.0	1.0	133.0	67.0	
NC_072003.2	3::NC_072003.2:5446925-5452622	5697	False	0.7651	2	1.0		209.0	71.0		1.0	1.0	1.0			69.0				1.0	138.0	68.0							2.0		137.0			347.0				5.0		69.0		1.0	2.0	1.0		1.0	68.0	68.0			1.0	138.0	68.0	71.0			1.0				1.0	70.0	75.0		71.0	137.0	3.0	2.0	
NC_072003.2	-2::NC_072003.2:6003649-6010618	6969	False	0.7579	2	82.0	83.0	253.0	85.0	1.0	83.0		3.0	1.0	84.0	84.0		4.0	3.0	6.0	84.0	83.0			2.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	2.0	498.0	1.0		1.0	85.0	1.0	2.0	85.0	1.0	2.0	85.0		1.0	85.0		4.0	1.0	3.0	85.0	87.0			83.0	83.0	83.0	1.0	1.0	1.0	1.0	1.0	2.0		2.0	85.0		1.0
NC_072003.2	1::NC_072003.2:6003747-6010692	6945	False	0.7598	2			170.0	168.0		83.0	83.0	3.0	2.0		3.0		1.0	1.0	86.0	2.0	3.0			1.0		1.0	1.0	88.0		1.0	1.0	1.0	251.0	1.0	2.0	1.0	166.0	1.0	1.0	1.0		83.0	2.0	2.0		1.0	1.0	1.0	1.0	82.0	84.0	4.0	83.0	1.0	4.0	85.0		1.0	4.0	85.0	83.0	249.0		83.0	2.0	167.0	84.0	
NC_072003.2	3::NC_072003.2:6003758-6010529	6771	False	0.7636	2	1.0		249.0	83.0				1.0	1.0	1.0	83.0		1.0			167.0	84.0			1.0						165.0			414.0				1.0		83.0	1.0	2.0	1.0	1.0	1.0	1.0	82.0	83.0				166.0	84.0	83.0				1.0				85.0	84.0		83.0	164.0			
NC_072003.2	-1::NC_072003.2:6034004-6041567	7563	False	0.7609	2	91.0	91.0	274.0	93.0	1.0	91.0		3.0		92.0	92.0		3.0	2.0	3.0	94.0	93.0			1.0		1.0				2.0		1.0	460.0	1.0		1.0	182.0	1.0	2.0	93.0			91.0			93.0	1.0	2.0	1.0	3.0	95.0	93.0			91.0	92.0	91.0	1.0			1.0	1.0	2.0	1.0	1.0	92.0		1.0
NC_072003.2	2::NC_072003.2:6034102-6041509	7407	False	0.7644	2			182.0	181.0		91.0	91.0		1.0						2.0		1.0							91.0					274.0			1.0	182.0		1.0			91.0	1.0				1.0	1.0		91.0	91.0	91.0	91.0		1.0	92.0	1.0			90.0	90.0	273.0		91.0	1.0	182.0	92.0	
NC_072003.2	1::NC_072003.2:6034113-6045801	11688	False	0.7652	2	1.0		378.0	198.0		53.0	53.0	1.0			90.0					182.0	181.0							53.0		182.0			614.0				107.0		91.0		1.0	53.0	1.0		1.0	91.0	91.0			53.0	235.0	144.0	144.0			53.0				53.0	146.0	251.0		144.0	91.0	107.0	53.0	
NC_072003.2	2::NC_072003.2:36172042-36177112	5070	False	0.4647	1	15.0		21.0	22.0	12.0	1.0	22.0	7.0	12.0	18.0	19.0	18.0		5.0			4.0	10.0	22.0	148.0		1.0	127.0	1.0	1.0		24.0	110.0	1.0	27.0	12.0	7.0	3.0		207.0	24.0	1.0	2.0	243.0	131.0	14.0	3.0	29.0	18.0	21.0	110.0	139.0	12.0	26.0	2.0	4.0	4.0	1.0	4.0	6.0	6.0		7.0	2.0	1.0	1.0	1.0	1.0	
NC_072003.2	1::NC_072003.2:80965362-80971227	5865	False	0.5424	2	88.0		192.0	5.0	2.0	6.0	1.0	9.0	11.0	20.0	3.0		1.0	17.0	3.0	1.0	1.0	1.0	2.0	2.0		2.0	109.0	1.0		1.0			2.0	1.0	96.0	3.0		1.0	142.0	1.0	2.0		58.0	65.0	246.0	13.0	4.0	108.0	5.0	353.0	4.0	2.0	152.0	62.0	5.0	101.0	1.0		3.0	25.0		5.0	13.0	1.0		3.0		
NC_072003.2	2::NC_072003.2:80965414-80971147	5733	False	0.5437	1	89.0		185.0	1.0		12.0	1.0	6.0	15.0	15.0	3.0			14.0	4.0	1.0	1.0		1.0	1.0			111.0			2.0			1.0	2.0	86.0				146.0	2.0		1.0	65.0	62.0	251.0	13.0	2.0	113.0	2.0	354.0	2.0		133.0	62.0	6.0	92.0			5.0	31.0		1.0	15.0	2.0				
NC_072003.2	-1::NC_072003.2:89543288-89549654	6366	False	0.5009	0																					933.0			4.0					1.0																					123.0											938.0	123.0		
NC_072003.2	1::NC_072003.2:89543289-89549655	6366	False	0.5008	0															1.0			123.0											127.0																					937.0											1.0	933.0		
NC_072003.2	-3::NC_072003.2:89543529-89549157	5628	False	0.5011	0															1.0														5.0																					937.0												933.0		
NC_072003.2	2::NC_072003.2:89543530-89549158	5628	False	0.5009	0												4.0						933.0						1.0					937.0																																1.0			
NC_085929.1	-2::NC_085929.1:1865-7838	5973	False	0.5048	1	6.0	222.0	227.0	764.0	749.0																				2.0										1.0													4.0			1.0			15.0										
NC_085929.1	1::NC_085929.1:1866-7776	5910	False	0.5024	0	762.0		1.0	222.0	222.0		750.0																																									13.0																
NC_085929.1	-2::NC_085929.1:3882305-3887405	5100	False	0.3957	0		12.0		1.0	20.0	15.0		13.0	10.0	21.0	18.0	30.0	209.0	10.0	75.0	7.0	1.0		13.0	21.0	11.0	208.0	6.0	195.0	240.0	1.0	1.0	6.0	13.0	221.0	18.0	53.0	2.0	22.0	1.0	2.0	65.0	3.0		1.0	5.0		12.0	2.0	1.0			1.0		4.0		2.0	2.0	2.0	10.0	3.0	4.0	1.0	20.0	27.0	6.0	16.0	12.0	25.0
NC_085929.1	1::NC_085929.1:4794510-4799538	5028	False	0.4049	0	5.0		7.0	15.0	2.0		9.0	3.0	10.0	16.0	20.0	31.0		3.0			1.0	9.0	47.0	189.0		13.0	209.0			1.0	31.0	14.0		14.0	4.0	9.0		2.0	201.0	9.0	10.0	3.0	207.0	252.0	71.0	4.0	29.0	6.0	14.0	76.0	9.0	3.0	27.0	35.0	4.0	2.0	3.0	2.0	21.0	2.0	1.0	1.0	16.0		1.0	3.0		
NC_085929.1	2::NC_085929.1:6139276-6144856	5580	False	0.3968	0	4.0		14.0	22.0	6.0	4.0	13.0	7.0	16.0	15.0	18.0	23.0	1.0	15.0	1.0		5.0	18.0	50.0	236.0		6.0	220.0	1.0	2.0	1.0	42.0	17.0	1.0	26.0	7.0	5.0	1.0	3.0	215.0	21.0	5.0	4.0	236.0	256.0	62.0	4.0	27.0	8.0	14.0	76.0	14.0		33.0	27.0	9.0	3.0	3.0	2.0	20.0	2.0		3.0	11.0	3.0	1.0	1.0		
NC_085929.1	2::NC_085929.1:7040506-7045507	5001	False	0.3933	0	6.0		9.0	25.0	4.0	2.0	6.0	8.0	17.0	13.0	10.0	10.0		4.0	1.0			17.0	41.0	228.0		3.0	231.0		2.0	1.0	37.0	15.0		21.0	7.0	3.0		4.0	201.0	20.0	9.0	1.0	230.0	206.0	66.0		17.0	14.0	20.0	58.0	9.0	1.0	30.0	17.0	12.0	4.0	5.0	1.0	9.0	2.0		1.0	6.0		1.0	1.0	1.0	
NC_085929.1	-2::NC_085929.1:7762991-7768781	5790	False	0.3978	0	2.0	15.0		2.0	23.0	16.0		12.0	15.0	21.0	12.0	23.0	259.0	18.0	85.0	5.0			5.0	18.0	13.0	229.0	2.0	239.0	264.0	1.0	3.0	6.0	12.0	263.0	9.0	55.0		22.0	1.0	7.0	65.0	4.0	5.0	1.0	8.0		20.0	7.0				7.0		6.0	1.0	3.0	4.0	1.0	8.0	3.0	2.0	1.0	16.0	42.0	8.0	18.0	13.0	30.0
NC_085929.1	-3::NC_085929.1:8763055-8768248	5193	False	0.4745	1	1.0	11.0			9.0	22.0		17.0	11.0	20.0	15.0	31.0	242.0	7.0	139.0	129.0	2.0		4.0	15.0	28.0	118.0	3.0	213.0	147.0	4.0		17.0	23.0	142.0	103.0	18.0	5.0	24.0	1.0	1.0	22.0	3.0		2.0	4.0		11.0	2.0	5.0	2.0		11.0		6.0	1.0	14.0	6.0	9.0	3.0	1.0	2.0		9.0	20.0	14.0	25.0	8.0	29.0
NC_085929.1	3::NC_085929.1:10279874-10285820	5946	False	0.4058	0	12.0		8.0	33.0	3.0	4.0	13.0	5.0	18.0	9.0	20.0	16.0	1.0	10.0			4.0	18.0	40.0	242.0		5.0	232.0		2.0		36.0	20.0		29.0	6.0	11.0		3.0	217.0	19.0	8.0	3.0	268.0	274.0	78.0	3.0	27.0	16.0	19.0	89.0	14.0	7.0	28.0	27.0	12.0	6.0	9.0	3.0	27.0	3.0	1.0	1.0	21.0			1.0	1.0	
NC_085929.1	3::NC_085929.1:11002337-11007839	5502	False	0.4048	0	6.0		11.0	22.0	3.0	2.0	10.0	2.0	17.0	17.0	15.0	15.0		10.0	2.0		3.0	18.0	51.0	223.0		7.0	230.0		2.0		40.0	23.0		13.0	1.0	3.0	1.0	3.0	217.0	10.0	3.0	5.0	235.0	260.0	76.0	2.0	14.0	8.0	26.0	93.0	9.0	1.0	27.0	37.0	10.0	5.0	4.0	1.0	19.0	4.0	1.0	4.0	12.0	1.0				
NC_085929.1	3::NC_085929.1:11045996-11051126	5130	False	0.3949	0	5.0		6.0	18.0	1.0	2.0	9.0	4.0	15.0	16.0	19.0	17.0		12.0	1.0		5.0	10.0	38.0	236.0		5.0	223.0			1.0	32.0	15.0		19.0	6.0	10.0		4.0	212.0	9.0	2.0	3.0	223.0	258.0	56.0	5.0	24.0	9.0	21.0	72.0	10.0	1.0	21.0	10.0	5.0	5.0		2.0	10.0	5.0		1.0	13.0	3.0	1.0			
NC_085929.1	-3::NC_085929.1:11665648-11670688	5040	False	0.3885	0		19.0			23.0	22.0		10.0	14.0	16.0	17.0	18.0	213.0	25.0	59.0	6.0			6.0	25.0	12.0	183.0	4.0	208.0	237.0	2.0	1.0	7.0	7.0	222.0	13.0	48.0	1.0	17.0		2.0	57.0	4.0			9.0		17.0	5.0	1.0			5.0		7.0			5.0	2.0	14.0	2.0	4.0	2.0	19.0	28.0	6.0	17.0	7.0	32.0
NC_085929.1	-1::NC_085929.1:11816118-11822316	6198	False	0.4103	0		18.0			29.0	12.0		14.0	11.0	15.0	19.0	19.0	262.0	19.0	119.0	13.0			8.0	23.0	13.0	219.0	6.0	265.0	317.0	3.0	2.0	7.0	10.0	256.0	17.0	40.0	4.0	17.0	1.0	3.0	78.0	4.0			6.0	2.0	16.0	11.0	4.0	1.0	1.0	5.0		8.0		3.0	5.0	4.0	15.0	1.0	6.0	1.0	20.0	44.0	6.0	24.0	10.0	30.0
NC_085929.1	3::NC_085929.1:11975558-11981480	5922	False	0.4056	0	11.0		7.0	34.0	2.0	4.0	12.0	5.0	17.0	9.0	19.0	17.0	1.0	12.0			4.0	18.0	41.0	234.0		4.0	231.0		2.0		35.0	18.0		30.0	5.0	11.0		3.0	217.0	20.0	10.0	2.0	268.0	275.0	79.0	4.0	28.0	16.0	19.0	87.0	13.0	8.0	28.0	30.0	12.0	6.0	8.0	3.0	26.0	2.0	1.0		23.0	1.0	1.0	1.0		
NC_085929.1	2::NC_085929.1:12643810-12649435	5625	False	0.394	0	2.0		10.0	18.0	5.0		12.0	3.0	26.0	20.0	17.0	20.0		13.0		1.0	4.0	22.0	45.0	245.0		4.0	223.0		1.0		32.0	19.0		28.0	6.0	11.0		1.0	219.0	13.0	6.0	4.0	273.0	260.0	66.0	5.0	28.0	10.0	24.0	67.0	13.0	1.0	22.0	19.0	8.0	8.0	2.0	2.0	12.0	4.0	1.0	1.0	14.0	5.0				
NC_085929.1	2::NC_085929.1:12795445-12800593	5148	False	0.3932	1	10.0		9.0	28.0	8.0	3.0	16.0	4.0	14.0	13.0	16.0	9.0	1.0	12.0			2.0	16.0	47.0	242.0		6.0	212.0	1.0	1.0	2.0	25.0	11.0		23.0	2.0	9.0			208.0	12.0	3.0	5.0	228.0	236.0	65.0	2.0	22.0	16.0	14.0	65.0	13.0	4.0	32.0	5.0	6.0	3.0	2.0	3.0	16.0	5.0		3.0	6.0					
NC_085929.1	3::NC_085929.1:13597724-13602884	5160	False	0.4004	0	8.0		5.0	24.0	5.0	1.0	11.0	5.0	19.0	19.0	15.0	6.0		9.0		1.0	1.0	18.0	46.0	218.0		4.0	190.0		3.0	2.0	39.0	20.0		21.0	4.0	4.0		2.0	206.0	20.0	6.0	3.0	220.0	257.0	60.0	4.0	20.0	10.0	18.0	76.0	14.0	2.0	22.0	21.0	8.0	7.0	6.0	2.0	18.0			4.0	12.0	2.0		1.0	1.0	
NC_085929.1	-1::NC_085929.1:14065692-14071257	5565	False	0.4081	0		11.0		1.0	35.0	20.0		9.0	5.0	18.0	12.0	14.0	229.0	14.0	101.0	11.0			6.0	24.0	11.0	195.0	5.0	235.0	249.0	2.0		3.0	12.0	234.0	14.0	65.0	1.0	15.0		2.0	76.0	4.0			10.0	1.0	18.0	4.0	3.0	1.0	2.0	3.0		9.0		7.0	2.0	3.0	15.0	7.0	3.0		42.0	32.0	4.0	22.0	10.0	24.0
NC_085929.1	-3::NC_085929.1:14204287-14209420	5133	False	0.392	0		13.0			17.0	16.0		14.0	12.0	15.0	14.0	28.0	226.0	23.0	63.0	16.0	1.0		5.0	19.0	14.0	202.0	1.0	204.0	245.0	1.0	1.0	5.0	4.0	228.0	17.0	44.0	1.0	22.0	2.0	1.0	60.0	4.0	2.0	2.0	6.0		11.0	5.0				4.0		3.0		2.0	2.0	4.0	11.0	2.0	1.0		18.0	29.0	7.0	27.0	4.0	33.0
NC_085929.1	1::NC_085929.1:15265206-15270726	5520	False	0.3915	0	6.0		4.0	20.0	6.0	5.0	8.0	7.0	15.0	16.0	19.0	19.0		12.0	3.0		1.0	17.0	34.0	241.0		7.0	247.0		3.0	1.0	36.0	18.0		30.0	3.0	8.0		3.0	213.0	14.0	3.0	5.0	254.0	269.0	80.0	4.0	23.0	10.0	16.0	73.0	6.0	2.0	29.0	13.0	4.0	3.0	1.0	1.0	11.0	5.0	1.0	2.0	8.0	1.0				
NC_085929.1	-2::NC_085929.1:15972857-15978092	5235	False	0.4111	0	2.0	8.0			21.0	21.0		8.0	7.0	31.0	21.0	19.0	241.0	17.0	64.0	18.0	2.0		6.0	16.0	11.0	206.0	10.0	192.0	239.0	1.0	1.0	3.0	13.0	218.0	24.0	45.0	1.0	16.0			61.0	5.0		2.0	6.0	1.0	18.0	1.0				2.0		4.0		4.0	1.0	4.0	18.0	1.0	3.0		26.0	38.0	5.0	28.0	11.0	24.0
NC_085929.1	3::NC_085929.1:16449026-16457471	8445	False	0.3918	0	8.0		12.0	21.0	10.0	1.0	26.0	4.0	26.0	35.0	33.0	25.0		11.0	1.0	1.0	1.0	19.0	73.0	391.0		10.0	348.0	1.0	3.0		47.0	26.0		38.0	12.0	17.0	3.0	2.0	343.0	23.0	9.0	6.0	362.0	418.0	99.0	3.0	35.0	19.0	26.0	112.0	18.0	2.0	36.0	28.0	13.0	6.0	6.0	1.0	17.0	5.0		6.0	14.0	1.0	2.0			
NC_085929.1	-2::NC_085929.1:17213846-17218865	5019	False	0.4108	0	1.0	10.0			30.0	8.0		10.0	13.0	25.0	13.0	12.0	204.0	10.0	85.0	10.0			4.0	19.0	12.0	200.0	6.0	195.0	237.0	1.0		2.0	14.0	197.0	16.0	57.0	3.0	14.0		3.0	70.0	3.0		1.0	9.0	1.0	9.0	2.0	1.0		1.0	3.0		3.0		6.0	7.0	4.0	12.0	5.0	4.0		25.0	25.0	7.0	28.0	10.0	26.0
