clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_ACC	codon_TAA	codon_CCC	codon_CCT	codon_AAC	codon_AGC	codon_CTA	codon_GCC	codon_AGG	codon_AGT	codon_GGG	codon_TAG	codon_GAG	codon_TGG	codon_TGT	codon_CAT	codon_TTT	codon_GCT	codon_CTG	codon_GAA	codon_CTC	codon_TTC	codon_AAG	codon_CTT	codon_GAC	codon_GAT	codon_GGT	codon_GTA	codon_ATG	codon_GTG	codon_ATA	codon_TGA	codon_CGA	codon_CAG	codon_GTT	codon_TGC	codon_AAT	codon_ACG	codon_ACA	codon_TTG	codon_GGA	codon_TAT	codon_ATT	codon_ATC	codon_TCT	codon_CGG	codon_CAA	codon_CGT	codon_ACT	codon_CCA	codon_GTC	codon_TCG	codon_TAC	codon_GCG	codon_GGC	codon_CGC	codon_GCA	codon_CAC	codon_TCC	codon_CCG	codon_TCA	codon_AAA	codon_AGA	codon_TTA
NC_072385.2	2::NC_072385.2:13860664-13865911	5247	False	0.393	1	5.0		12.0	20.0	3.0	2.0	5.0	1.0		5.0					1.0	233.0	32.0	2.0	2.0		10.0	255.0	2.0	28.0	3.0	7.0		1.0	5.0		17.0		6.0	2.0	8.0	11.0	21.0	5.0	65.0	7.0	2.0	21.0	251.0	11.0	10.0		28.0	12.0	22.0	210.0	3.0	2.0	13.0			6.0	8.0	58.0	263.0	7.0	21.0	9.0	2.0	14.0
NC_072385.2	2::NC_072385.2:13998478-14003563	5085	False	0.3943	0	15.0		9.0	21.0	3.0		12.0	1.0		4.0					6.0	213.0	37.0	1.0	3.0	4.0	10.0	232.0		40.0	1.0	5.0	1.0		3.0	1.0	7.0		1.0	6.0	14.0	19.0	18.0	9.0	56.0	16.0		21.0	235.0	17.0	16.0		20.0	14.0	17.0	204.0	5.0	4.0	14.0	1.0	1.0	1.0	13.0	56.0	228.0	7.0	28.0	7.0	1.0	17.0
NC_072385.2	1::NC_072385.2:14036994-14042400	5406	False	0.401	0	11.0		7.0	25.0	7.0	1.0	10.0	2.0	1.0	6.0					2.0	231.0	47.0	2.0	6.0	1.0	13.0	255.0	1.0	20.0	2.0	4.0	1.0	3.0	4.0		9.0		2.0	2.0	21.0	18.0	19.0	6.0	61.0	16.0		17.0	225.0	15.0	21.0	1.0	16.0	10.0	23.0	217.0		1.0	24.0	2.0		1.0	21.0	85.0	244.0	10.0	22.0	11.0		20.0
NC_072385.2	1::NC_072385.2:15347544-15353799	6255	False	0.388	0	7.0		11.0	24.0	4.0	1.0	14.0	2.0		3.0				4.0	4.0	266.0	48.0	1.0	3.0	2.0	9.0	293.0	2.0	33.0		3.0		2.0	8.0		17.0		6.0	2.0	22.0	21.0	30.0	16.0	71.0	21.0	1.0	27.0	276.0	15.0	20.0		29.0	20.0	25.0	226.0	6.0	6.0	32.0			2.0	21.0	80.0	274.0	7.0	33.0	11.0	3.0	21.0
NC_072385.2	-2::NC_072385.2:15436744-15444946	8202	False	0.3939	0	2.0	20.0		2.0	25.0	3.0			37.0	26.0	12.0	19.0	26.0	298.0	95.0	6.0	10.0	2.0	3.0	388.0	1.0	7.0	39.0	4.0	7.0	9.0	8.0	29.0	347.0	101.0	36.0	33.0	2.0	4.0	2.0	42.0	364.0	24.0	8.0	35.0	380.0	17.0	40.0	8.0	2.0	14.0	25.0	17.0	6.0		4.0	7.0	2.0	6.0			30.0					80.0	20.0	
NC_072385.2	-2::NC_072385.2:15586792-15592927	6135	False	0.4639	0		9.0			22.0	8.0			20.0	144.0	15.0	22.0	152.0	267.0	26.0	2.0	7.0	1.0	9.0	172.0		2.0	26.0	2.0	11.0	12.0	14.0	30.0	154.0	154.0	12.0	48.0	4.0	15.0	11.0	16.0	173.0	11.0	4.0	20.0	272.0	3.0	22.0			18.0	9.0		10.0		2.0			1.0	8.0		25.0					38.0	42.0	
NC_072385.2	2::NC_072385.2:16906513-16911577	5064	False	0.3936	0	4.0		5.0	18.0	4.0	1.0	10.0	4.0		3.0					4.0	224.0	43.0	2.0	7.0		7.0	229.0	2.0	31.0	1.0	3.0	1.0	2.0	3.0		12.0		4.0	5.0	17.0	27.0	26.0	5.0	66.0	21.0		16.0	221.0	15.0	15.0		17.0	14.0	11.0	195.0	5.0	3.0	18.0		1.0	4.0	11.0	48.0	233.0	18.0	19.0	10.0	1.0	22.0
NC_072385.2	1::NC_072385.2:17088132-17094762	6630	False	0.3965	0	15.0		7.0	21.0	3.0	1.0	12.0	2.0	1.0	4.0					10.0	291.0	47.0	2.0	3.0	3.0	10.0	345.0	3.0	24.0	3.0	1.0	1.0	2.0	6.0	1.0	20.0		1.0	2.0	29.0	16.0	33.0	12.0	81.0	15.0	1.0	12.0	284.0	13.0	23.0		28.0	24.0	13.0	268.0	4.0	3.0	21.0	2.0		5.0	27.0	98.0	272.0	13.0	43.0	10.0		19.0
NC_072385.2	3::NC_072385.2:17110820-17116394	5574	False	0.4071	0	7.0		16.0	18.0	5.0		13.0	4.0		5.0	1.0				4.0	216.0	40.0	2.0	1.0	4.0	15.0	253.0	1.0	40.0	3.0	6.0		1.0	5.0	3.0	10.0		6.0	5.0	30.0	13.0	25.0	14.0	57.0	23.0	1.0	19.0	235.0	12.0	18.0	1.0	15.0	19.0	23.0	218.0	7.0	6.0	17.0		1.0	1.0	16.0	86.0	245.0	14.0	34.0	3.0	3.0	18.0
NC_072385.2	2::NC_072385.2:17609980-17615590	5610	False	0.393	0	5.0		13.0	30.0	6.0	1.0	15.0			5.0					4.0	232.0	38.0	5.0	2.0	2.0	9.0	287.0	2.0	32.0	3.0	2.0	1.0		2.0		6.0		1.0	3.0	30.0	18.0	25.0	5.0	63.0	24.0	1.0	10.0	260.0	11.0	24.0		33.0	13.0	21.0	220.0	4.0	1.0	22.0		2.0	3.0	14.0	82.0	215.0	10.0	36.0	1.0	2.0	14.0
NC_072385.2	2::NC_072385.2:18251743-18258952	7209	False	0.3962	0	8.0		12.0	26.0	2.0	1.0	27.0	2.0		7.0					7.0	295.0	60.0	1.0	5.0	3.0	9.0	338.0	1.0	36.0	1.0	3.0	1.0	2.0	15.0	1.0	18.0		3.0	7.0	26.0	35.0	40.0	15.0	79.0	31.0	1.0	18.0	310.0	11.0	34.0	2.0	30.0	32.0	22.0	292.0	4.0	7.0	17.0		1.0	2.0	24.0	104.0	293.0	11.0	40.0	7.0		24.0
NC_072385.2	-2::NC_072385.2:18341203-18347518	6315	False	0.3994	0	3.0	19.0	1.0		22.0	1.0			30.0	17.0	13.0	10.0	14.0	240.0	75.0	11.0	8.0	2.0	4.0	307.0		2.0	49.0	1.0	2.0	9.0	10.0	27.0	260.0	87.0	18.0	19.0	4.0	6.0	4.0	19.0	277.0	22.0	6.0	22.0	270.0	9.0	29.0	6.0	3.0	11.0	21.0	15.0	6.0	1.0	4.0	4.0	4.0		6.0	1.0	20.0		1.0			46.0	27.0	
NC_072385.2	2::NC_072385.2:19377970-19383550	5580	False	0.3955	0	6.0		8.0	15.0	9.0	2.0	9.0	2.0		10.0					11.0	217.0	50.0	2.0	3.0		4.0	259.0	1.0	32.0		5.0		2.0	8.0	2.0	11.0		7.0	6.0	23.0	18.0	21.0	11.0	71.0	21.0		19.0	246.0	12.0	14.0		22.0	25.0	22.0	228.0	4.0	7.0	24.0	1.0		2.0	13.0	78.0	240.0	10.0	23.0	4.0	1.0	19.0
NC_072385.2	1::NC_072385.2:19912395-19917567	5172	False	0.4076	0	5.0		9.0	29.0	5.0		10.0	3.0	1.0	2.0				2.0	6.0	207.0	47.0	3.0	6.0	1.0	11.0	232.0	1.0	29.0	3.0	2.0	1.0	3.0	7.0	2.0	11.0		4.0	3.0	33.0	18.0	13.0	9.0	73.0	17.0		9.0	214.0	11.0	16.0		15.0	22.0	19.0	204.0	4.0	4.0	18.0	3.0		4.0	13.0	95.0	204.0	9.0	27.0	6.0	4.0	15.0
NC_072385.2	2::NC_072385.2:19938469-19943917	5448	False	0.3992	0	9.0		9.0	27.0	9.0		17.0	2.0	1.0	8.0				1.0	2.0	209.0	49.0		5.0		14.0	247.0	1.0	33.0	2.0	6.0	1.0	1.0	3.0	2.0	8.0		4.0	2.0	38.0	18.0	21.0	8.0	73.0	25.0	3.0	16.0	220.0	13.0	16.0		27.0	27.0	16.0	201.0	1.0	5.0	16.0				23.0	76.0	233.0	7.0	30.0	6.0	5.0	20.0
NC_072385.2	-3::NC_072385.2:103639377-103650225	10848	False	0.4182	0	1.0	2.0	1.0			60.0		45.0	56.0	101.0	11.0	1.0	191.0	18.0	154.0	61.0	4.0	1.0	38.0	96.0	2.0	2.0	7.0		2.0	45.0	46.0	175.0	176.0	194.0	113.0	210.0	37.0	96.0	9.0	1.0	163.0	87.0	353.0	9.0	34.0	2.0			2.0		21.0		94.0	21.0	1.0		237.0	1.0	5.0	1.0	55.0	291.0				155.0	128.0	
NC_072385.2	-2::NC_072385.2:103639411-103650247	10836	False	0.4177	0		3.0	1.0		2.0	38.0		28.0	56.0	69.0	21.0		238.0	47.0	161.0	106.0	6.0		95.0	131.0			4.0		16.0	24.0	30.0	108.0	116.0	183.0	153.0	208.0	86.0	88.0	10.0		169.0	51.0	421.0	7.0	21.0	3.0	1.0	1.0	2.0	1.0	51.0	1.0	59.0	45.0			283.0	1.0	13.0		37.0	184.0	1.0	1.0		100.0	131.0	
NC_072385.2	-1::NC_072385.2:103639424-103650215	10791	False	0.4181	0		1.0		1.0	3.0	97.0		21.0	45.0	58.0	14.0		219.0	36.0	239.0	82.0	9.0		59.0	151.0					11.0	64.0	80.0	73.0	132.0	184.0	167.0	125.0	51.0	125.0	3.0		142.0	38.0	410.0	6.0	26.0		1.0				35.0	2.0	37.0	28.0			260.0		5.0		30.0	260.0				137.0	130.0	
NC_072385.2	-1::NC_072385.2:125561003-125567456	6453	False	0.4268	0	2.0	2.0	16.0	8.0	3.0	2.0		1.0	2.0		2.0	1.0	1.0	4.0	87.0	876.0	5.0	3.0	4.0	1.0	3.0	1.0	1.0	1.0	2.0	2.0	2.0		2.0	2.0	2.0	2.0		2.0	1.0	2.0	1.0			1.0	6.0	282.0							3.0		1.0		1.0		4.0	2.0	1.0	799.0	1.0			2.0	2.0	
NC_072385.2	-3::NC_072385.2:125561007-125567268	6261	False	0.4223	0	499.0	2.0		14.0	2.0	1.0		1.0	1.0		1.0		2.0		1.0			2.0		2.0	5.0					1.0			1.0			3.0						2.0	3.0				57.0	1103.0					298.0		85.0						1.0							
NC_072385.2	2::NC_072385.2:125561011-125567407	6396	False	0.4254	0			2.0	3.0	1.0	2.0	227.0	1.0	2.0	1.0	2.0		1.0	4.0	1.0	1.0	1.0	1.0	89.0	2.0		1.0	1.0	4.0		1.0	2.0	1.0	1.0				2.0	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0				1.0	1.0	1.0		1.0	501.0		1.0					1.0	4.0	20.0		1174.0	2.0		58.0
NC_072385.2	1::NC_072385.2:125561028-125567238	6210	False	0.4225	0	499.0			14.0	1.0	1.0		1.0					2.0					1.0			5.0																	2.0	2.0				57.0	1103.0					297.0		85.0													
NC_072385.2	3::NC_072385.2:125561045-125567249	6204	False	0.4221	0			14.0	5.0	2.0										85.0	875.0										2.0			1.0		1.0											282.0														1.0		799.0					1.0	
NC_072385.2	-1::NC_072385.2:130979405-130986887	7482	False	0.5799	1	1.0	3.0		1.0	44.0	1.0		1.0	2.0	46.0	3.0		8.0	57.0	410.0	11.0	3.0	65.0	67.0	77.0	3.0	2.0		1.0	53.0	2.0	2.0	7.0	48.0	630.0	1.0	115.0	2.0	44.0	6.0	147.0	34.0	42.0	44.0	2.0	1.0	9.0	3.0		2.0		1.0	174.0	8.0	1.0	3.0		4.0	180.0	55.0	52.0	10.0			1.0			5.0	
NC_072385.2	-2::NC_072385.2:130980142-130986907	6765	False	0.5953	1		1.0		4.0	42.0	1.0		1.0	1.0	44.0	2.0		4.0	53.0	359.0	4.0	1.0	57.0	60.0	68.0				2.0	49.0	1.0	1.0	4.0	33.0	562.0		119.0		45.0		139.0	19.0	43.0	42.0	1.0	2.0	3.0	2.0		2.0			182.0	2.0		2.0			182.0	62.0	48.0	3.0						3.0	
NC_072385.2	-3::NC_072385.2:130980201-130986849	6648	False	0.5978	1				1.0	42.0	1.0		3.0		44.0	1.0	1.0	4.0	61.0	342.0	5.0		53.0	68.0	60.0					44.0			2.0	30.0	565.0		120.0		43.0		137.0	27.0	44.0	42.0	1.0		1.0						174.0	6.0					185.0	57.0	48.0	2.0	1.0					1.0	
NC_072392.2	-3::NC_072392.2:3150-10452	7302	False	0.5131	1	1.0	194.0	195.0	1022.0	928.0																																																					94.0						
NC_072392.2	2::NC_072392.2:3151-10453	7302	False	0.5133	1	1022.0		2.0	194.0	194.0		928.0														94.0																																											
NC_072392.2	-1::NC_072392.2:4232-9245	5013	False	0.5001	0	1.0	835.0	835.0																																																													
NC_072392.2	1::NC_072392.2:4233-10368	6135	False	0.5156	0			1.0	1022.0	928.0																																																					94.0						
NC_072392.2	1::NC_072392.2:38900982-38908362	7380	False	0.3955	0	9.0		14.0	29.0	6.0	1.0	21.0	4.0	1.0	5.0			1.0	1.0	4.0	311.0	60.0	5.0	1.0	2.0	11.0	370.0	1.0	36.0	3.0	5.0	1.0	4.0	5.0		15.0		3.0	9.0	23.0	21.0	33.0	22.0	89.0	26.0	1.0	24.0	324.0	3.0	15.0		40.0	14.0	29.0	271.0	5.0	5.0	27.0			2.0	23.0	112.0	322.0	15.0	45.0	2.0	5.0	24.0
NC_072392.2	3::NC_072392.2:39705458-39711035	5577	False	0.4199	0	3.0		13.0	16.0	7.0		12.0		1.0	7.0					12.0	219.0	40.0	2.0	1.0	3.0	11.0	235.0	5.0	47.0		10.0	8.0	5.0	7.0	3.0	3.0		6.0	2.0	52.0	14.0	14.0	21.0	46.0	23.0	1.0	5.0	227.0	8.0	7.0		29.0	26.0	17.0	227.0		7.0	19.0	2.0		5.0	26.0	81.0	268.0	15.0	19.0	10.0		12.0
NC_072392.2	-1::NC_072392.2:101489582-101495792	6210	False	0.5042	0									78.0	1.0	3.0	956.0															977.0								55.0																													
NC_072392.2	1::NC_072392.2:101489583-101495793	6210	False	0.504	0									955.0	1.0	79.0																2.0	24.0							954.0																													55.0
NC_072392.2	-3::NC_072392.2:101489919-101495613	5694	False	0.5007	0									946.0	1.0	3.0																1.0	2.0							945.0																													
NC_072392.2	2::NC_072392.2:101489926-101495608	5682	False	0.5004	0											947.0																	2.0																																				945.0
NC_072383.2	1::NC_072383.2:93185157-93190239	5082	False	0.6407	1	19.0		201.0	9.0	3.0	1.0	1.0			2.0	2.0		2.0	2.0		3.0		1.0	1.0	2.0	268.0	10.0	2.0	8.0			3.0	1.0		3.0			1.0	1.0		3.0	2.0		6.0		1.0		3.0	2.0	9.0	1.0	5.0		263.0	277.0	1.0	2.0	4.0	1.0	1.0	4.0	7.0	281.0	260.0	3.0	8.0		2.0	2.0
NC_072383.2	2::NC_072383.2:93185233-93190315	5082	False	0.6379	1	18.0		199.0	8.0	4.0		3.0	1.0	2.0		3.0		2.0	1.0	1.0	6.0	2.0	1.0	3.0		272.0	10.0	1.0	4.0	1.0	1.0	2.0	1.0		1.0	1.0		1.0	1.0	1.0	1.0	1.0		5.0	1.0			5.0	2.0	10.0	1.0	3.0	1.0	266.0	271.0	2.0	4.0	3.0		1.0	3.0	7.0	286.0	257.0		11.0		1.0	1.0
NC_072383.2	-2::NC_072383.2:108019915-108028492	8577	False	0.5934	1	2.0		66.0	91.0		16.0		68.0	24.0	61.0	212.0	3.0	95.0	184.0	203.0	69.0	73.0	37.0	49.0	5.0	7.0	81.0	5.0	108.0	8.0	4.0	110.0	2.0	72.0	246.0		8.0	2.0	5.0	86.0	78.0	1.0	25.0	1.0	124.0	95.0	7.0	7.0	3.0	17.0	24.0		50.0	6.0	95.0	85.0	37.0	2.0	16.0	11.0	6.0	7.0	23.0	124.0	9.0			4.0	
NC_072383.2	-3::NC_072383.2:108021789-108028254	6465	False	0.594	1	3.0		47.0	69.0		12.0		39.0	13.0	49.0	166.0	4.0	69.0	134.0	146.0	51.0	64.0	34.0	34.0	2.0	7.0	60.0	2.0	69.0	7.0	6.0	84.0	8.0	50.0	182.0		11.0		3.0	74.0	53.0	1.0	20.0	3.0	80.0	75.0	2.0	6.0	5.0	11.0	17.0	1.0	40.0	3.0	67.0	69.0	27.0	1.0	18.0	13.0	8.0	4.0	22.0	106.0	4.0				
NC_072383.2	-3::NC_072383.2:108032805-108038916	6111	False	0.5925	2			45.0	63.0		8.0		40.0	13.0	49.0	158.0	1.0	64.0	119.0	147.0	48.0	59.0	26.0	29.0	4.0	9.0	63.0	3.0	66.0	3.0	4.0	86.0	2.0	52.0	175.0	1.0	5.0	1.0	7.0	75.0	56.0	4.0	16.0		82.0	69.0	1.0	4.0	3.0	15.0	19.0		38.0	3.0	65.0	60.0	23.0	1.0	18.0	6.0	12.0	3.0	19.0	85.0	10.0				
NC_072383.2	-1::NC_072383.2:108042203-108047258	5055	False	0.5377	2			51.0	9.0	2.0	2.0		12.0	6.0	51.0	117.0	8.0	53.0	130.0	134.0	56.0	76.0	10.0	7.0	6.0	2.0	76.0	3.0	21.0		7.0	93.0	3.0	65.0	139.0	1.0	6.0		1.0	144.0	21.0	1.0	1.0		90.0	52.0	1.0	6.0	1.0	14.0	16.0	3.0	14.0		58.0	13.0	18.0	2.0	6.0	6.0	3.0		1.0	60.0	3.0			4.0	
NC_072383.2	3::NC_072383.2:108287585-108295184	7599	False	0.4387	2	653.0		21.0	207.0	4.0	1.0	162.0	28.0	2.0	3.0	3.0		1.0	1.0		3.0		5.0	21.0	2.0	3.0	50.0	2.0	26.0	1.0		4.0	2.0	7.0		19.0		1.0	1.0	1.0	3.0	2.0	5.0	3.0		1.0		387.0	101.0	6.0	1.0	3.0		298.0	278.0	3.0		10.0		1.0	1.0	2.0	4.0	38.0	1.0	9.0	3.0	4.0	135.0
NC_072383.2	-2::NC_072383.2:108287857-108295183	7326	False	0.4345	1	290.0	1.0	127.0	80.0	3.0			12.0	1.0	4.0				1.0	1.0	175.0			1.0		4.0	1.0		21.0	4.0	4.0					8.0				6.0	22.0	1.0		1.0			330.0	157.0	38.0	24.0		3.0		100.0	2.0			469.0			3.0		481.0	66.0	1.0				
NC_072383.2	-1::NC_072383.2:108287897-108293108	5211	False	0.4297	0	653.0			200.0	3.0			23.0										1.0				11.0		23.0			1.0		4.0		19.0				1.0			4.0	3.0		1.0		387.0	100.0	2.0		2.0		297.0	1.0	1.0													
NC_072383.2	2::NC_072383.2:108288361-108296605	8244	False	0.4373	1	289.0		133.0	79.0	2.0		95.0	12.0		3.0					1.0	160.0	1.0		20.0		1.0	21.0		18.0	4.0	4.0		1.0			8.0				6.0	19.0	1.0					302.0	157.0	37.0	23.0		4.0		98.0	191.0	2.0		430.0			3.0		438.0	84.0		4.0			97.0
NC_072383.2	-1::NC_072383.2:110831333-110836412	5079	False	0.5184	1		2.0	1.0	1.0		2.0		1.0	63.0	70.0	160.0	47.0	67.0	15.0	377.0		4.0	1.0	6.0			1.0				3.0	66.0	124.0	60.0	392.0	7.0	72.0	2.0	4.0	7.0	7.0		1.0	1.0	4.0	10.0	61.0	4.0		3.0	4.0		5.0	1.0	1.0	4.0		4.0	5.0	9.0		8.0	3.0					3.0	
NC_072383.2	-1::NC_072383.2:131040635-131046749	6114	False	0.6915	2	4.0	1.0	102.0	21.0	2.0	2.0		16.0	47.0	99.0	82.0	4.0	90.0	143.0	52.0	2.0	41.0	112.0	132.0	1.0	20.0	46.0		2.0	2.0	2.0	57.0	2.0	5.0	107.0	1.0	4.0	1.0	55.0	50.0	58.0			4.0	4.0	95.0	3.0		1.0	8.0	49.0	1.0	7.0	3.0	5.0	45.0		2.0	36.0	97.0	75.0	40.0	1.0	109.0	85.0		1.0	2.0	
NC_072383.2	-3::NC_072383.2:131041020-131046735	5715	False	0.6954	2			108.0	15.0		5.0		24.0	43.0	91.0	68.0		94.0	131.0	42.0		47.0	121.0	131.0		4.0	44.0		1.0	1.0		49.0		1.0	103.0		4.0		40.0	55.0	52.0	3.0		1.0		93.0		3.0	2.0	16.0	49.0		6.0		2.0	41.0	1.0	1.0	32.0	93.0	63.0	44.0		88.0	92.0			1.0	
NC_072383.2	3::NC_072383.2:131041166-131046722	5556	False	0.6989	2	1.0		98.0	17.0		1.0		12.0	45.0	90.0	66.0		81.0	129.0	45.0	2.0	40.0	111.0	129.0		16.0	46.0		1.0		1.0	47.0	1.0		92.0				50.0	49.0	54.0					92.0	2.0			7.0	48.0	1.0	6.0			43.0		1.0	34.0	91.0	75.0	40.0		105.0	83.0				
NC_072383.2	2::NC_072383.2:131041183-131046769	5586	False	0.6962	1	2.0		106.0	21.0				17.0	43.0	89.0	67.0		91.0	134.0	44.0		44.0	109.0	133.0		18.0	48.0			1.0		46.0			91.0				46.0	43.0	49.0			2.0	4.0	81.0	1.0	1.0	1.0	17.0	51.0	1.0	6.0	1.0	5.0	44.0			41.0	81.0	67.0	46.0	2.0	74.0	88.0	1.0	1.0		4.0
NC_072383.2	1::NC_072383.2:131041245-131046750	5505	False	0.6985	1			107.0	13.0		4.0		21.0	41.0	85.0	57.0		91.0	127.0	39.0		45.0	121.0	127.0		4.0	44.0		1.0	1.0		47.0		1.0	96.0				40.0	48.0	52.0	1.0		2.0		90.0		2.0	1.0	16.0	49.0	1.0	5.0		1.0	40.0		2.0	32.0	93.0	63.0	44.0	1.0	88.0	91.0				1.0
NC_072383.2	-2::NC_072383.2:131041549-131046703	5154	False	0.6997	1	1.0		105.0	19.0				16.0	43.0	84.0	57.0		85.0	127.0	42.0		42.0	105.0	128.0		18.0	43.0					42.0			81.0				44.0	39.0	40.0			1.0	1.0	78.0				16.0	43.0		1.0		3.0	43.0			33.0	75.0	67.0	43.0		69.0	84.0				
NC_072383.2	-3::NC_072383.2:132175485-132184293	8808	False	0.5091	0									3.0		2.0	1418.0		44.0	2.0												1430.0								3.0																	1.0			33.0									
NC_072383.2	2::NC_072383.2:132175486-132184294	8808	False	0.509	0									1418.0		48.0							33.0									1.0								1432.0											1.0																		3.0
NC_072383.2	-2::NC_072383.2:132175504-132184300	8796	False	0.5091	0									1418.0		46.0	1.0						33.0									1.0								1432.0											1.0																		
NC_072383.2	3::NC_072383.2:132175505-132184301	8796	False	0.509	0							33.0		1.0		1464.0											1.0					1.0								1.0					46.0																								1385.0
NC_072381.2	-1::NC_072381.2:1899525-1907898	8373	False	0.3846	0	661.0	2.0		2.0	2.0	2.0			1.0	1.0							1.0	1.0		1.0	4.0			1.0		1.0		660.0		1.0	264.0	2.0			2.0	3.0	2.0	1.0	425.0	1.0		1.0	2.0	27.0	2.0		1.0		2.0				679.0		1.0		27.0	2.0				6.0		
NC_072381.2	3::NC_072381.2:1899593-1907948	8355	False	0.3853	0					1.0	27.0	1.0			662.0			1.0		1.0	291.0							2.0				1.0		2.0		680.0						2.0		3.0	1.0				2.0	1.0		3.0	1.0	5.0				1.0		1.0			1090.0				3.0		3.0
NC_072381.2	-2::NC_072381.2:1899605-1905668	6063	False	0.3836	0					1.0	19.0				484.0					1.0	214.0							2.0								502.0						1.0		1.0								2.0								1.0			790.0				3.0		
NC_072381.2	1::NC_072381.2:1899672-1908033	8361	False	0.3855	0	662.0			1.0	1.0	1.0	1.0		1.0						2.0	1.0				1.0	4.0		1.0	1.0	1.0	1.0		658.0	1.0	2.0	263.0				2.0	3.0	1.0	1.0	426.0	1.0		2.0	2.0	30.0	1.0				1.0				678.0				27.0	2.0	2.0			2.0	2.0	1.0
NC_072381.2	-1::NC_072381.2:40788975-40794267	5292	False	0.3976	0		8.0			19.0	1.0		1.0	17.0	17.0	11.0	11.0	5.0	222.0	66.0	7.0	2.0	1.0	2.0	258.0		3.0	28.0	1.0	3.0	5.0	6.0	26.0	236.0	71.0	17.0	28.0	2.0	1.0	2.0	21.0	247.0	9.0	3.0	15.0	249.0	7.0	20.0	3.0	4.0	6.0	14.0	8.0	2.0		1.0	1.0		2.0		1.0	18.0	1.0				40.0	15.0	
NC_072381.2	-2::NC_072381.2:40810448-40815614	5166	False	0.3991	1	1.0	17.0			21.0	1.0			27.0	11.0	6.0	18.0	8.0	210.0	57.0	7.0	3.0		6.0	256.0		1.0	23.0	1.0	2.0	11.0	8.0	11.0	211.0	90.0	12.0	22.0	3.0	4.0	6.0	16.0	246.0	16.0	3.0	22.0	217.0	6.0	14.0	4.0	1.0	8.0	13.0	9.0	4.0	1.0		3.0	2.0	1.0	1.0		17.0	1.0	1.0	2.0		39.0	21.0	
NC_072381.2	-1::NC_072381.2:40836447-40841970	5523	False	0.3933	0		12.0			13.0				21.0	7.0	10.0	15.0	11.0	227.0	72.0	6.0	3.0		6.0	285.0		3.0	18.0	1.0	4.0	10.0	5.0	13.0	241.0	91.0	14.0	26.0	2.0	1.0	3.0	23.0	274.0	9.0	1.0	19.0	238.0	5.0	20.0	4.0	4.0	6.0	22.0	7.0	6.0		2.0	4.0	1.0		3.0		12.0	2.0				44.0	15.0	
NC_072381.2	-3::NC_072381.2:40858366-40864429	6063	False	0.4015	1	1.0	7.0			19.0				26.0	23.0	6.0	8.0	19.0	262.0	72.0	5.0	6.0	2.0	6.0	279.0		1.0	28.0	1.0	2.0	12.0	7.0	16.0	251.0	95.0	25.0	42.0	4.0	4.0	6.0	24.0	276.0	14.0	4.0	15.0	275.0	12.0	22.0	4.0		9.0	22.0	5.0	1.0		2.0	3.0	2.0	5.0	4.0		14.0			1.0		54.0	18.0	
NC_072381.2	-3::NC_072381.2:40889878-40896811	6933	False	0.4	0		17.0			27.0	4.0			22.0	17.0	7.0	14.0	15.0	301.0	72.0	13.0	5.0		8.0	341.0	1.0	2.0	45.0	5.0	2.0	10.0	6.0	13.0	292.0	92.0	23.0	27.0	9.0	3.0	6.0	13.0	307.0	13.0	7.0	17.0	331.0	19.0	24.0	12.0	1.0	13.0	21.0	20.0	2.0		1.0	6.0	1.0	2.0	3.0	1.0	15.0	1.0				58.0	24.0	
NC_072381.2	-1::NC_072381.2:40906026-40912959	6933	False	0.4	0		17.0			27.0	4.0			22.0	17.0	7.0	14.0	15.0	301.0	72.0	13.0	5.0		8.0	341.0	1.0	2.0	45.0	5.0	2.0	10.0	6.0	13.0	292.0	92.0	23.0	27.0	9.0	3.0	6.0	13.0	307.0	13.0	7.0	17.0	331.0	19.0	24.0	12.0	1.0	13.0	21.0	20.0	2.0		1.0	6.0	1.0	2.0	3.0	1.0	15.0	1.0				58.0	24.0	
NC_072381.2	-3::NC_072381.2:114129529-114134842	5313	False	0.678	1	2.0	4.0		1.0	1.0				299.0	15.0	313.0	17.0	329.0	70.0	5.0	1.0		1.0	4.0	29.0	1.0	1.0	37.0		13.0	6.0	78.0	22.0	10.0	54.0	4.0	6.0		15.0	5.0	9.0	1.0	2.0	1.0	1.0	264.0	1.0			1.0	8.0	3.0		3.0		3.0	1.0		9.0	13.0		12.0	3.0				6.0	87.0	
NC_072381.2	3::NC_072381.2:137690549-137701628	11079	False	0.5547	1	7.0		4.0	5.0	6.0	4.0	3.0	3.0	12.0	2.0	43.0		4.0	10.0	7.0	2.0	2.0	4.0	11.0	1.0	5.0	3.0	3.0	4.0	5.0	1.0	4.0	1.0	1085.0	1321.0	6.0			6.0	3.0	1.0		226.0	4.0	3.0	8.0		3.0	469.0	4.0	2.0	2.0	1.0	7.0	3.0	6.0		1.0	351.0	2.0		10.0	1.0	2.0	1.0	2.0	5.0	2.0	
